abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,from_included,to_included
M1002203,,DEFAULT,US,USD,3105,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1006484,,DEFAULT,US,USD,27217,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1006484,,DEFAULT,US,USD,21487,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1006484,,DEFAULT,US,USD,10744,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1006811,,DEFAULT,US,USD,28790,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1006811,,DEFAULT,US,USD,22729,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1006811,,DEFAULT,US,USD,11365,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013168,,DEFAULT,US,USD,28790,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013168,,DEFAULT,US,USD,22729,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013168,,DEFAULT,US,USD,11365,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013287,,DEFAULT,US,USD,4482,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013287,,DEFAULT,US,USD,3539,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013287,,DEFAULT,US,USD,1770,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013541,,DEFAULT,US,USD,3601,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013541,,DEFAULT,US,USD,2843,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013541,,DEFAULT,US,USD,1422,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014496,,DEFAULT,US,USD,4720,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014496,,DEFAULT,US,USD,3726,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014496,,DEFAULT,US,USD,1863,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014502,,DEFAULT,US,USD,9776,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014502,,DEFAULT,US,USD,7718,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014502,,DEFAULT,US,USD,3859,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100107,DEFAULT,US,USD,9439,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100107,DEFAULT,US,USD,7452,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100107,DEFAULT,US,USD,3726,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,1001454,DEFAULT,US,USD,9833,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,1001454,DEFAULT,US,USD,7763,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,1001454,DEFAULT,US,USD,3882,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100223,DEFAULT,US,USD,10068,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100223,DEFAULT,US,USD,7949,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100223,DEFAULT,US,USD,3975,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100266,DEFAULT,US,USD,7002,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100266,DEFAULT,US,USD,5528,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100266,DEFAULT,US,USD,2764,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100288,DEFAULT,US,USD,8259,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100288,DEFAULT,US,USD,6521,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100288,DEFAULT,US,USD,3261,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100414,DEFAULT,US,USD,6686,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100414,DEFAULT,US,USD,5279,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100414,DEFAULT,US,USD,2640,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100429,DEFAULT,US,USD,27874,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100429,DEFAULT,US,USD,22006,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100429,DEFAULT,US,USD,11003,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100430,DEFAULT,US,USD,2717,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100430,DEFAULT,US,USD,2145,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100430,DEFAULT,US,USD,1073,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100588,DEFAULT,US,USD,33790,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100588,DEFAULT,US,USD,26676,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100588,DEFAULT,US,USD,13338,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100666,DEFAULT,US,USD,16670,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100666,DEFAULT,US,USD,13160,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100666,DEFAULT,US,USD,6580,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100682,DEFAULT,US,USD,29385,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100682,DEFAULT,US,USD,23199,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100682,DEFAULT,US,USD,11600,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100683,DEFAULT,US,USD,34754,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100683,DEFAULT,US,USD,27437,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100683,DEFAULT,US,USD,13719,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100907,DEFAULT,US,USD,5843,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100907,DEFAULT,US,USD,4613,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100907,DEFAULT,US,USD,2307,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100949,DEFAULT,US,USD,31314,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100949,DEFAULT,US,USD,24722,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100949,DEFAULT,US,USD,12361,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100999,DEFAULT,US,USD,32909,,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100999,DEFAULT,US,USD,25981,,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100999,DEFAULT,US,USD,12991,,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
