merchant_relation_key,abstract_sku,concrete_sku,price_type,store,currency,price_net,price_gross
mr-004,M2495,,ORIGINAL,DE,EUR,14352,17078
mr-004,,101226,DEFAULT,DE,EUR,12917,15371
mr-004,,101226,ORIGINAL,DE,EUR,14352,17078
mr-004,M11480,,DEFAULT,DE,EUR,15314,18224
mr-004,M11480,,ORIGINAL,DE,EUR,17016,20249
mr-004,,101441,DEFAULT,DE,EUR,15314,18224
mr-004,,101441,ORIGINAL,DE,EUR,17016,20249
mr-004,M1014948,,DEFAULT,DE,EUR,14786,17594
mr-004,M1014948,,ORIGINAL,DE,EUR,16428,19549
mr-004,,101509,DEFAULT,DE,EUR,14786,17594
mr-004,,101509,ORIGINAL,DE,EUR,16428,19549
mr-004,M64933,,DEFAULT,DE,EUR,9202,10951
mr-004,M64933,,ORIGINAL,DE,EUR,10225,12168
mr-004,,101515,DEFAULT,DE,EUR,9202,10951
mr-004,,101515,ORIGINAL,DE,EUR,10225,12168
mr-004,M39658,,DEFAULT,DE,EUR,15350,18267
mr-004,M39658,,ORIGINAL,DE,EUR,17056,20297
mr-004,,101560,DEFAULT,DE,EUR,15350,18267
mr-004,,101560,ORIGINAL,DE,EUR,17056,20297
mr-004,M15226,,DEFAULT,DE,EUR,17158,20418
mr-004,M15226,,ORIGINAL,DE,EUR,19065,22686
mr-004,,101759,DEFAULT,DE,EUR,17158,20418
mr-004,,101759,ORIGINAL,DE,EUR,19065,22686
mr-004,M79890,,DEFAULT,DE,EUR,8790,10461
mr-004,M79890,,ORIGINAL,DE,EUR,9766,11622
mr-004,,101828,DEFAULT,DE,EUR,8790,10461
mr-004,,101828,ORIGINAL,DE,EUR,9766,11622
mr-004,M74972,,DEFAULT,DE,EUR,26414,31434
mr-004,M74972,,ORIGINAL,DE,EUR,29349,34926
mr-004,,101863,DEFAULT,DE,EUR,26414,31434
mr-004,,101863,ORIGINAL,DE,EUR,29349,34926
mr-004,M74974,,DEFAULT,DE,EUR,34582,41153
mr-004,M74974,,ORIGINAL,DE,EUR,38425,45725
mr-004,,101865,DEFAULT,DE,EUR,34582,41153
mr-004,,101865,ORIGINAL,DE,EUR,38425,45725
mr-004,M74907,,DEFAULT,DE,EUR,47783,56862
mr-004,M74907,,ORIGINAL,DE,EUR,53092,63179
mr-004,,101940,DEFAULT,DE,EUR,47783,56862
mr-004,,101940,ORIGINAL,DE,EUR,53092,63179
mr-004,M1018212,,DEFAULT,DE,EUR,34410,40948
mr-004,M1018212,,ORIGINAL,DE,EUR,38233,45498
mr-004,,102121,DEFAULT,DE,EUR,34410,40948
mr-004,,102121,ORIGINAL,DE,EUR,38233,45498
mr-004,M58035,,DEFAULT,DE,EUR,21842,25993
mr-004,M58035,,ORIGINAL,DE,EUR,24269,28881
mr-004,,102124,DEFAULT,DE,EUR,21842,25993
mr-004,,102124,ORIGINAL,DE,EUR,24269,28881
mr-004,,102126,DEFAULT,DE,EUR,21282,25326
mr-004,,102126,ORIGINAL,DE,EUR,23646,28139
mr-004,,102128,DEFAULT,DE,EUR,25295,30102
mr-004,,102128,ORIGINAL,DE,EUR,28106,33446
mr-004,,102130,DEFAULT,DE,EUR,26039,30986
mr-004,,102130,ORIGINAL,DE,EUR,28932,34429
mr-004,M58100,,DEFAULT,DE,EUR,21181,25205
mr-004,M58100,,ORIGINAL,DE,EUR,23534,28005
mr-004,,102169,DEFAULT,DE,EUR,21181,25205
mr-004,,102169,ORIGINAL,DE,EUR,23534,28005
mr-004,M58095,,DEFAULT,DE,EUR,12288,14623
mr-004,M58095,,ORIGINAL,DE,EUR,13653,16248
mr-004,,102177,DEFAULT,DE,EUR,12288,14623
mr-004,,102177,ORIGINAL,DE,EUR,13653,16248
mr-004,M58102,,DEFAULT,DE,EUR,13472,16032
mr-004,,102180,DEFAULT,DE,EUR,13472,16032
mr-004,M58103,,DEFAULT,DE,EUR,13472,16032
mr-004,,102181,DEFAULT,DE,EUR,13472,16032
mr-004,M58104,,DEFAULT,DE,EUR,13472,16032
mr-004,,102182,DEFAULT,DE,EUR,13472,16032
mr-004,M58105,,DEFAULT,DE,EUR,13472,16032
mr-004,,102183,DEFAULT,DE,EUR,13472,16032
mr-004,M61124,,DEFAULT,DE,EUR,12378,14729
mr-004,,102708,DEFAULT,DE,EUR,12378,14729
mr-004,M61125,,DEFAULT,DE,EUR,14628,17407
mr-004,,102712,DEFAULT,DE,EUR,14628,17407
mr-004,M53287,,DEFAULT,DE,EUR,10126,12051
mr-004,,102775,DEFAULT,DE,EUR,10126,12051
mr-004,M53288,,DEFAULT,DE,EUR,10427,12408
mr-004,,102779,DEFAULT,DE,EUR,10427,12408
mr-004,M226,,DEFAULT,DE,EUR,31282,37225
mr-004,,102809,DEFAULT,DE,EUR,31282,37225
mr-004,M62584,,DEFAULT,DE,EUR,13427,15978
mr-004,,102841,DEFAULT,DE,EUR,13427,15978
mr-004,M766,,DEFAULT,DE,EUR,15378,18300
mr-004,,102917,DEFAULT,DE,EUR,15378,18300
mr-004,M767,,DEFAULT,DE,EUR,15866,18880
mr-004,,102918,DEFAULT,DE,EUR,15866,18880
mr-004,M768,,DEFAULT,DE,EUR,17328,20621
mr-004,,102919,DEFAULT,DE,EUR,17328,20621
mr-004,M769,,DEFAULT,DE,EUR,18529,22049
mr-004,,102920,DEFAULT,DE,EUR,18529,22049
mr-004,M771,,DEFAULT,DE,EUR,20029,23834
mr-004,,102922,DEFAULT,DE,EUR,20029,23834
mr-004,M787,,DEFAULT,DE,EUR,18603,22138
mr-004,,102923,DEFAULT,DE,EUR,18603,22138
mr-004,M788,,DEFAULT,DE,EUR,19879,23656
mr-004,,102924,DEFAULT,DE,EUR,19879,23656
mr-004,M789,,DEFAULT,DE,EUR,20329,24191
mr-004,,102925,DEFAULT,DE,EUR,20329,24191
mr-004,,102935,DEFAULT,DE,EUR,10291,12246
mr-004,,102936,DEFAULT,DE,EUR,11740,13970
mr-004,,102938,DEFAULT,DE,EUR,13953,16604
mr-004,,102939,DEFAULT,DE,EUR,14778,17586
mr-004,M719,,DEFAULT,DE,EUR,15416,18345
mr-004,,102940,DEFAULT,DE,EUR,15416,18345
mr-004,M72878,,DEFAULT,DE,EUR,15129,18003
mr-004,,102972,DEFAULT,DE,EUR,15129,18003
mr-004,M64947,,DEFAULT,DE,EUR,10622,12640
mr-004,,102976,DEFAULT,DE,EUR,10622,12640
mr-004,M64934,,DEFAULT,DE,EUR,16428,19550
mr-004,,102988,DEFAULT,DE,EUR,16428,19550
mr-004,M40490,,DEFAULT,DE,EUR,20929,24906
mr-004,,103117,DEFAULT,DE,EUR,20929,24906
mr-004,M40491,,DEFAULT,DE,EUR,26930,32047
mr-004,,103118,DEFAULT,DE,EUR,26930,32047
mr-004,M11306,,DEFAULT,DE,EUR,12047,14336
mr-004,,103235,DEFAULT,DE,EUR,12047,14336
mr-004,M74815,,DEFAULT,DE,EUR,14178,16871
mr-004,,103296,DEFAULT,DE,EUR,14178,16871
mr-004,M66923,,DEFAULT,DE,EUR,7471,8890
mr-004,,103388,DEFAULT,DE,EUR,7471,8890
mr-004,M69408,,DEFAULT,DE,EUR,17028,20264
mr-004,,103510,DEFAULT,DE,EUR,17028,20264
mr-004,M1028049,,DEFAULT,DE,EUR,22430,26691
mr-004,,103740,DEFAULT,DE,EUR,22430,26691
mr-004,M72844,,DEFAULT,DE,EUR,51686,61506
mr-004,,103836,DEFAULT,DE,EUR,51686,61506
mr-004,M72843,,DEFAULT,DE,EUR,34432,40974
mr-004,,103838,DEFAULT,DE,EUR,34432,40974
mr-004,M72937,,DEFAULT,DE,EUR,39833,47402
mr-004,,103889,DEFAULT,DE,EUR,39833,47402
mr-004,M72938,,DEFAULT,DE,EUR,41258,49098
mr-004,,103890,DEFAULT,DE,EUR,41258,49098
mr-004,M72933,,DEFAULT,DE,EUR,31994,38074
mr-004,,103905,DEFAULT,DE,EUR,31994,38074
mr-004,M72935,,DEFAULT,DE,EUR,33419,39770
mr-004,,103907,DEFAULT,DE,EUR,33419,39770
mr-004,M26831,,DEFAULT,DE,EUR,51686,61506
mr-004,,104074,DEFAULT,DE,EUR,51686,61506
mr-004,M10577,,DEFAULT,DE,EUR,6578,7828
mr-004,,104151,DEFAULT,DE,EUR,6578,7828
mr-004,M10871,,DEFAULT,DE,EUR,7718,9186
mr-004,,104190,DEFAULT,DE,EUR,7718,9186
mr-004,M10872,,DEFAULT,DE,EUR,8191,9748
mr-004,,104192,DEFAULT,DE,EUR,8191,9748
mr-004,M11473,,DEFAULT,DE,EUR,8484,10096
mr-004,,104440,DEFAULT,DE,EUR,8484,10096
mr-004,M75071,,DEFAULT,DE,EUR,15571,18530
mr-004,,104445,DEFAULT,DE,EUR,15571,18530
mr-004,M11542,,DEFAULT,DE,EUR,7718,9186
mr-004,M11542,,ORIGINAL,DE,EUR,8576,10206
mr-004,,104517,DEFAULT,DE,EUR,7718,9186
mr-004,,104517,ORIGINAL,DE,EUR,8576,10206
mr-004,M2365,,DEFAULT,DE,EUR,19054,22674
mr-004,,104523,DEFAULT,DE,EUR,19054,22674
mr-004,M2366,,DEFAULT,DE,EUR,20525,24425
mr-004,,104524,DEFAULT,DE,EUR,20525,24425
mr-004,M526,,DEFAULT,DE,EUR,21298,25344
mr-004,,104937,DEFAULT,DE,EUR,21298,25344
mr-004,M528,,DEFAULT,DE,EUR,22107,26307
mr-004,M528,,ORIGINAL,DE,EUR,24563,29230
mr-004,,104939,DEFAULT,DE,EUR,22107,26307
mr-004,,104939,ORIGINAL,DE,EUR,24563,29230
mr-004,M79892,,DEFAULT,DE,EUR,9691,11533
mr-004,,107061,DEFAULT,DE,EUR,9691,11533
mr-004,M79932,,DEFAULT,DE,EUR,6685,7955
mr-004,,107063,DEFAULT,DE,EUR,6685,7955
mr-004,M80392,,DEFAULT,DE,EUR,13666,16263
mr-004,,107253,DEFAULT,DE,EUR,13666,16263
mr-004,,107252,DEFAULT,DE,EUR,15033,17889
mr-004,M12655,,DEFAULT,DE,EUR,13666,16263
mr-004,,107254,DEFAULT,DE,EUR,13666,16263
mr-004,M87416,,DEFAULT,DE,EUR,30137,35863
mr-004,,107273,DEFAULT,DE,EUR,30137,35863
mr-004,M87599,,DEFAULT,DE,EUR,52108,62008
mr-004,,107287,DEFAULT,DE,EUR,52108,62008
mr-004,M213,,DEFAULT,DE,EUR,19152,22790
mr-004,,107305,DEFAULT,DE,EUR,19152,22790
mr-004,M229,,DEFAULT,DE,EUR,25331,30144
mr-004,,107306,DEFAULT,DE,EUR,25331,30144
mr-004,M14054,,DEFAULT,DE,EUR,34257,40766
mr-004,,107310,DEFAULT,DE,EUR,34257,40766
mr-004,M15127,,DEFAULT,DE,EUR,19152,22790
mr-004,,107311,DEFAULT,DE,EUR,19152,22790
mr-004,M432,,DEFAULT,DE,EUR,43218,51430
mr-004,,107313,DEFAULT,DE,EUR,43218,51430
mr-004,M87464,,DEFAULT,DE,EUR,27390,32595
mr-004,,107315,DEFAULT,DE,EUR,27390,32595
mr-004,M86939,,DEFAULT,DE,EUR,14382,17114
mr-004,,107396,DEFAULT,DE,EUR,14382,17114
mr-004,M86938,,DEFAULT,DE,EUR,15827,18834
mr-004,,107403,DEFAULT,DE,EUR,15827,18834
mr-004,M90851,,DEFAULT,DE,EUR,97172,115635
mr-004,,107938,DEFAULT,DE,EUR,97172,115635
mr-004,M90810,,DEFAULT,DE,EUR,25331,30144
mr-004,,108263,DEFAULT,DE,EUR,25331,30144
mr-004,M90737,,DEFAULT,DE,EUR,11606,13811
mr-004,,108278,DEFAULT,DE,EUR,11606,13811
mr-004,M90800,,DEFAULT,DE,EUR,23958,28510
mr-004,,108287,DEFAULT,DE,EUR,23958,28510
mr-004,M90805,,DEFAULT,DE,EUR,35630,42399
mr-004,,108298,DEFAULT,DE,EUR,35630,42399
mr-004,M90806,,DEFAULT,DE,EUR,44591,53064
mr-004,,108302,DEFAULT,DE,EUR,44591,53064
mr-004,M1000785,,DEFAULT,DE,EUR,32450,38615
mr-004,,212427,DEFAULT,DE,EUR,32450,38615
mr-004,M1000786,,DEFAULT,DE,EUR,9716,11562
mr-004,,212440,DEFAULT,DE,EUR,9716,11562
mr-004,M1000838,,DEFAULT,DE,EUR,113030,134506
mr-004,,212442,DEFAULT,DE,EUR,113030,134506
mr-004,M1000839,,DEFAULT,DE,EUR,134330,159854
mr-004,,212444,DEFAULT,DE,EUR,134330,159854
mr-004,M1000840,,DEFAULT,DE,EUR,212916,253370
mr-004,,212447,DEFAULT,DE,EUR,212916,253370
mr-004,M1006484,,DEFAULT,DE,EUR,17005,20236
mr-004,,212837,DEFAULT,DE,EUR,17005,20236
mr-004,M1006811,,DEFAULT,DE,EUR,11491,13674
mr-004,,213103,DEFAULT,DE,EUR,11491,13674
mr-004,M1006871,,DEFAULT,DE,EUR,19441,23134
mr-004,,213216,DEFAULT,DE,EUR,19441,23134
mr-004,M5108,,DEFAULT,DE,EUR,7219,8591
mr-004,,400065,DEFAULT,DE,EUR,7219,8591
mr-004,M5043,,DEFAULT,DE,EUR,21500,25585
mr-004,,400072,DEFAULT,DE,EUR,21500,25585
mr-004,M5022,,DEFAULT,DE,EUR,14382,17114
mr-004,,400074,DEFAULT,DE,EUR,14382,17114
mr-004,M5113,,DEFAULT,DE,EUR,12936,15394
mr-004,,400434,DEFAULT,DE,EUR,12936,15394
mr-004,M65062,,DEFAULT,DE,EUR,118887,141476
mr-004,,400855,DEFAULT,DE,EUR,118887,141476
mr-004,M5154,,DEFAULT,DE,EUR,8781,10450
mr-004,,401627,DEFAULT,DE,EUR,8781,10450
mr-004,M5155,,DEFAULT,DE,EUR,12301,14638
mr-004,,401629,DEFAULT,DE,EUR,12301,14638
mr-004,M5147,,DEFAULT,DE,EUR,12647,15050
mr-004,,401768,DEFAULT,DE,EUR,12647,15050
mr-004,M5148,,DEFAULT,DE,EUR,17273,20554
mr-004,,401781,DEFAULT,DE,EUR,17273,20554
mr-004,M5044,,DEFAULT,DE,EUR,14245,16951
mr-004,,403006,DEFAULT,DE,EUR,14245,16951
mr-004,M70208,,DEFAULT,DE,EUR,15827,18834
mr-004,,403125,DEFAULT,DE,EUR,15827,18834
mr-004,M88184,,DEFAULT,DE,EUR,469768,559023
mr-004,,404108,DEFAULT,DE,EUR,469768,559023
mr-004,M1031236,,DEFAULT,DE,EUR,13370,15910
mr-004,,408034,DEFAULT,DE,EUR,13370,15910
mr-004,M1031238,,DEFAULT,DE,EUR,4184,4979
mr-004,,408104,DEFAULT,DE,EUR,4184,4979
mr-004,M90799,,DEFAULT,DE,EUR,27390,32595
mr-004,,410075,DEFAULT,DE,EUR,27390,32595
mr-004,M90802,,DEFAULT,DE,EUR,33570,39949
mr-004,,410083,DEFAULT,DE,EUR,33570,39949
mr-004,M1024684,,DEFAULT,DE,EUR,42495,50570
mr-004,,410090,DEFAULT,DE,EUR,42495,50570
mr-004,M1024689,,DEFAULT,DE,EUR,59696,71038
mr-004,,410102,DEFAULT,DE,EUR,59696,71038
mr-004,M90804,,DEFAULT,DE,EUR,19152,22790
mr-004,,410104,DEFAULT,DE,EUR,19152,22790
mr-004,M1080190,,DEFAULT,DE,EUR,21898,26058
mr-004,,411653,DEFAULT,DE,EUR,21898,26058
mr-004,M1079243,,DEFAULT,DE,EUR,14382,17114
mr-004,,413849,DEFAULT,DE,EUR,14382,17114
mr-004,M1079219,,DEFAULT,DE,EUR,28114,33455
mr-004,,413850,DEFAULT,DE,EUR,28114,33455
mr-004,M1079221,,DEFAULT,DE,EUR,13057,15538
mr-004,,413852,DEFAULT,DE,EUR,13057,15538
mr-004,M1079222,,DEFAULT,DE,EUR,23054,27434
mr-004,,413854,DEFAULT,DE,EUR,23054,27434
mr-004,M1028375,,DEFAULT,DE,EUR,58323,69405
mr-004,,414097,DEFAULT,DE,EUR,58323,69405
mr-004,M1028376,,DEFAULT,DE,EUR,61720,73446
mr-004,,414098,DEFAULT,DE,EUR,61720,73446
mr-004,M29455,,DEFAULT,DE,EUR,23054,27434
mr-004,M29455,,ORIGINAL,DE,EUR,25616,30482
mr-004,,419780,DEFAULT,DE,EUR,23054,27434
mr-004,,419780,ORIGINAL,DE,EUR,25616,30482
mr-004,M29456,,DEFAULT,DE,EUR,18014,21438
mr-004,,419781,DEFAULT,DE,EUR,18014,21438
mr-004,,419782,DEFAULT,DE,EUR,14411,17150
mr-004,M29468,,DEFAULT,DE,EUR,39874,47450
mr-004,,419803,DEFAULT,DE,EUR,39874,47450
mr-004,M29499,,DEFAULT,DE,EUR,2254,2682
mr-004,,419869,DEFAULT,DE,EUR,2254,2682
mr-004,M29501,,DEFAULT,DE,EUR,19522,23231
mr-004,,419871,DEFAULT,DE,EUR,19522,23231
mr-004,M29502,,DEFAULT,DE,EUR,2630,3130
mr-004,,419872,DEFAULT,DE,EUR,2630,3130
mr-004,M29503,,DEFAULT,DE,EUR,4138,4924
mr-004,,419873,DEFAULT,DE,EUR,4138,4924
mr-004,M29504,,DEFAULT,DE,EUR,22537,26819
mr-004,,419876,DEFAULT,DE,EUR,22537,26819
mr-004,M29507,,DEFAULT,DE,EUR,14999,17850
mr-004,,419880,DEFAULT,DE,EUR,14999,17850
mr-004,M29523,,DEFAULT,DE,EUR,36858,43862
mr-004,,419897,DEFAULT,DE,EUR,36858,43862
mr-004,M29524,,DEFAULT,DE,EUR,26306,31304
mr-004,M29524,,ORIGINAL,DE,EUR,29228,34782
mr-004,,419898,DEFAULT,DE,EUR,26306,31304
mr-004,,419898,ORIGINAL,DE,EUR,29228,34782
mr-004,M29525,,DEFAULT,DE,EUR,7686,9147
mr-004,,419900,DEFAULT,DE,EUR,7686,9147
mr-004,M29526,,DEFAULT,DE,EUR,7686,9147
mr-004,,419901,DEFAULT,DE,EUR,7686,9147
mr-004,M29529,,DEFAULT,DE,EUR,61952,73723
mr-004,M29529,,ORIGINAL,DE,EUR,68835,81914
mr-004,,419904,DEFAULT,DE,EUR,61952,73723
mr-004,,419904,ORIGINAL,DE,EUR,68835,81914
mr-004,M29530,,DEFAULT,DE,EUR,71120,84633
mr-004,M29530,,ORIGINAL,DE,EUR,79022,94036
mr-004,,419905,DEFAULT,DE,EUR,71120,84633
mr-004,,419905,ORIGINAL,DE,EUR,79022,94036
mr-004,M21062,,DEFAULT,DE,EUR,348,414
mr-004,,420506,DEFAULT,DE,EUR,348,414
mr-004,M21066,,DEFAULT,DE,EUR,196,234
mr-004,,420514,DEFAULT,DE,EUR,196,234
mr-004,M21067,,DEFAULT,DE,EUR,226,270
mr-004,,420520,DEFAULT,DE,EUR,226,270
mr-004,M21073,,DEFAULT,DE,EUR,447,532
mr-004,,420527,DEFAULT,DE,EUR,447,532
mr-004,M21090,,DEFAULT,DE,EUR,1459,1736
mr-004,,420549,DEFAULT,DE,EUR,1459,1736
mr-004,M21091,,DEFAULT,DE,EUR,2245,2672
mr-004,,420550,DEFAULT,DE,EUR,2245,2672
mr-004,M21092,,DEFAULT,DE,EUR,758,902
mr-004,,420551,DEFAULT,DE,EUR,758,902
mr-004,M21093,,DEFAULT,DE,EUR,2192,2609
mr-004,,420554,DEFAULT,DE,EUR,2192,2609
mr-004,M21094,,DEFAULT,DE,EUR,8345,9930
mr-004,,420555,DEFAULT,DE,EUR,8345,9930
mr-004,M21097,,DEFAULT,DE,EUR,1558,1855
mr-004,,420562,DEFAULT,DE,EUR,1558,1855
mr-004,M21099,,DEFAULT,DE,EUR,667,794
mr-004,,420565,DEFAULT,DE,EUR,667,794
mr-004,M21100,,DEFAULT,DE,EUR,1062,1263
mr-004,,420566,DEFAULT,DE,EUR,1062,1263
mr-004,M21101,,DEFAULT,DE,EUR,1622,1930
mr-004,,420567,DEFAULT,DE,EUR,1622,1930
mr-004,M21103,,DEFAULT,DE,EUR,1746,2077
mr-004,,420573,DEFAULT,DE,EUR,1746,2077
mr-004,M21104,,DEFAULT,DE,EUR,6111,7273
mr-004,,420574,DEFAULT,DE,EUR,6111,7273
mr-004,M21105,,DEFAULT,DE,EUR,1594,1896
mr-004,,420575,DEFAULT,DE,EUR,1594,1896
mr-004,M21189,,DEFAULT,DE,EUR,530,631
mr-004,,420685,DEFAULT,DE,EUR,320,384
mr-004,M21190,,DEFAULT,DE,EUR,325,387
mr-004,M21190,,ORIGINAL,DE,EUR,361,430
mr-004,,420687,DEFAULT,DE,EUR,325,387
mr-004,,420687,ORIGINAL,DE,EUR,361,430
mr-004,M21191,,DEFAULT,DE,EUR,244,290
mr-004,,420689,DEFAULT,DE,EUR,244,290
mr-004,M21193,,DEFAULT,DE,EUR,589,701
mr-004,,420691,DEFAULT,DE,EUR,589,701
mr-004,M21194,,DEFAULT,DE,EUR,390,464
mr-004,,420692,DEFAULT,DE,EUR,390,464
mr-004,M21195,,DEFAULT,DE,EUR,284,338
mr-004,,420694,DEFAULT,DE,EUR,284,338
mr-004,M21196,,DEFAULT,DE,EUR,635,756
mr-004,,420695,DEFAULT,DE,EUR,635,756
mr-004,M21197,,DEFAULT,DE,EUR,828,985
mr-004,,420696,DEFAULT,DE,EUR,828,985
mr-004,M21200,,DEFAULT,DE,EUR,290,346
mr-004,,420706,DEFAULT,DE,EUR,290,346
mr-004,M21201,,DEFAULT,DE,EUR,284,338
mr-004,,420707,DEFAULT,DE,EUR,284,338
mr-004,M21202,,DEFAULT,DE,EUR,701,834
mr-004,,420708,DEFAULT,DE,EUR,701,834
mr-004,M21203,,DEFAULT,DE,EUR,701,834
mr-004,,420709,DEFAULT,DE,EUR,701,834
mr-004,M21205,,DEFAULT,DE,EUR,165,196
mr-004,,420712,DEFAULT,DE,EUR,165,196
mr-004,M21296,,DEFAULT,DE,EUR,794,946
mr-004,,420836,DEFAULT,DE,EUR,794,946
mr-004,M21299,,DEFAULT,DE,EUR,2452,2918
mr-004,,420845,DEFAULT,DE,EUR,2452,2918
mr-004,M21635,,DEFAULT,DE,EUR,960,1142
mr-004,,421245,DEFAULT,DE,EUR,960,1142
mr-004,M21636,,DEFAULT,DE,EUR,669,796
mr-004,,421246,DEFAULT,DE,EUR,669,796
mr-004,M21637,,DEFAULT,DE,EUR,377,448
mr-004,,421247,DEFAULT,DE,EUR,377,448
mr-004,M21638,,DEFAULT,DE,EUR,463,551
mr-004,,421248,DEFAULT,DE,EUR,463,551
mr-004,M21646,,DEFAULT,DE,EUR,171,204
mr-004,,421261,DEFAULT,DE,EUR,171,204
mr-004,M21648,,DEFAULT,DE,EUR,569,677
mr-004,,421263,DEFAULT,DE,EUR,569,677
mr-004,M21650,,DEFAULT,DE,EUR,363,433
mr-004,,421265,DEFAULT,DE,EUR,363,433
mr-004,M21679,,DEFAULT,DE,EUR,417,496
mr-004,,421322,DEFAULT,DE,EUR,417,496
mr-004,M21680,,DEFAULT,DE,EUR,356,424
mr-004,,421323,DEFAULT,DE,EUR,356,424
mr-004,M21681,,DEFAULT,DE,EUR,417,496
mr-004,,421324,DEFAULT,DE,EUR,417,496
mr-004,M21684,,DEFAULT,DE,EUR,211,251
mr-004,,421327,DEFAULT,DE,EUR,211,251
mr-004,M21690,,DEFAULT,DE,EUR,417,496
mr-004,,421339,DEFAULT,DE,EUR,417,496
mr-004,,421340,DEFAULT,DE,EUR,417,496
