abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,price_data.volume_prices
,101509,DEFAULT,AT,CHF,21169,25172,
,101509,ORIGINAL,AT,EUR,20635,24536,
,101509,ORIGINAL,AT,CHF,23510,27957,
M64933,,DEFAULT,AT,EUR,11603,13789,
M64933,,DEFAULT,AT,CHF,13213,15705,
M64933,,ORIGINAL,AT,EUR,12881,15310,
M64933,,ORIGINAL,AT,CHF,14670,17438,
,101515,DEFAULT,AT,EUR,11603,13789,
,101515,DEFAULT,AT,CHF,13213,15705,
,101515,ORIGINAL,AT,EUR,12881,15310,
,101515,ORIGINAL,AT,CHF,14670,17438,
M39658,,DEFAULT,AT,EUR,19288,22934,
M39658,,DEFAULT,AT,CHF,21974,26130,
M39658,,ORIGINAL,AT,EUR,21420,25471,
M39658,,ORIGINAL,AT,CHF,24404,29022,
,101560,DEFAULT,AT,EUR,19288,22934,
,101560,DEFAULT,AT,CHF,21974,26130,
,101560,ORIGINAL,AT,EUR,21420,25471,
,101560,ORIGINAL,AT,CHF,24404,29022,
M15226,,DEFAULT,AT,EUR,21548,25623,
M15226,,DEFAULT,AT,CHF,24550,29196,
M15226,,ORIGINAL,AT,EUR,23931,28458,
M15226,,ORIGINAL,AT,CHF,27266,32428,
,101759,DEFAULT,AT,EUR,21548,25623,
,101759,DEFAULT,AT,CHF,24550,29196,
,101759,ORIGINAL,AT,EUR,23931,28458,
,101759,ORIGINAL,AT,CHF,27266,32428,
M79890,,DEFAULT,AT,EUR,11088,13176,
M79890,,DEFAULT,AT,CHF,12626,15006,
M79890,,ORIGINAL,AT,EUR,12308,14628,
M79890,,ORIGINAL,AT,CHF,14017,16662,
,101828,DEFAULT,AT,EUR,11088,13176,
,101828,DEFAULT,AT,CHF,12626,15006,
,101828,ORIGINAL,AT,EUR,12308,14628,
,101828,ORIGINAL,AT,CHF,14017,16662,
M74972,,DEFAULT,AT,EUR,33118,39392,
M74972,,DEFAULT,AT,CHF,37740,44892,
M74972,,ORIGINAL,AT,EUR,36786,43757,
M74972,,ORIGINAL,AT,CHF,41922,49868,
,101863,DEFAULT,AT,EUR,33118,39392,
,101863,DEFAULT,AT,CHF,37740,44892,
,101863,ORIGINAL,AT,EUR,36786,43757,
,101863,ORIGINAL,AT,CHF,41922,49868,
M74974,,DEFAULT,AT,EUR,43328,51541,
M74974,,DEFAULT,AT,CHF,49379,58742,
M74974,,ORIGINAL,AT,EUR,48131,57256,
M74974,,ORIGINAL,AT,CHF,54854,65257,
,101865,DEFAULT,AT,EUR,43328,51541,
,101865,DEFAULT,AT,CHF,49379,58742,
,101865,ORIGINAL,AT,EUR,48131,57256,
,101865,ORIGINAL,AT,CHF,54854,65257,
M74907,,DEFAULT,AT,EUR,59829,71177,
M74907,,DEFAULT,AT,CHF,68191,81127,
M74907,,ORIGINAL,AT,EUR,66465,79074,
M74907,,ORIGINAL,AT,CHF,75756,90130,
,101940,DEFAULT,AT,EUR,59829,71177,
,101940,DEFAULT,AT,CHF,68191,81127,
,101940,ORIGINAL,AT,EUR,66465,79074,
,101940,ORIGINAL,AT,CHF,75756,90130,
M1018212,,DEFAULT,AT,EUR,43112,51285,
M1018212,,DEFAULT,AT,CHF,49133,58450,
M1018212,,ORIGINAL,AT,EUR,47891,56972,
M1018212,,ORIGINAL,AT,CHF,54581,64933,
,102121,DEFAULT,AT,EUR,43112,51285,
,102121,DEFAULT,AT,CHF,49133,58450,
,102121,ORIGINAL,AT,EUR,47891,56972,
,102121,ORIGINAL,AT,CHF,54581,64933,
M58035,,DEFAULT,AT,EUR,27403,32591,
M58035,,DEFAULT,AT,CHF,31225,37139,
M58035,,ORIGINAL,AT,EUR,30436,36201,
M58035,,ORIGINAL,AT,CHF,34683,41254,
,102124,DEFAULT,AT,EUR,27403,32591,
,102124,DEFAULT,AT,CHF,31225,37139,
,102124,ORIGINAL,AT,EUR,30436,36201,
,102124,ORIGINAL,AT,CHF,34683,41254,
,102126,DEFAULT,AT,EUR,26702,31757,
,102126,DEFAULT,AT,CHF,30426,36188,
,102126,ORIGINAL,AT,EUR,29657,35274,
,102126,ORIGINAL,AT,CHF,33795,40197,
,102128,DEFAULT,AT,EUR,31719,37727,
,102128,DEFAULT,AT,CHF,36145,42994,
,102128,ORIGINAL,AT,EUR,35232,41907,
,102128,ORIGINAL,AT,CHF,40150,47760,
,102130,DEFAULT,AT,EUR,32649,38833,
,102130,DEFAULT,AT,CHF,37205,44255,
,102130,ORIGINAL,AT,EUR,36265,43136,
,102130,ORIGINAL,AT,CHF,41327,49161,
M58100,,DEFAULT,AT,EUR,26576,31606,
M58100,,DEFAULT,AT,CHF,30282,36016,
M58100,,ORIGINAL,AT,EUR,29517,35106,
M58100,,ORIGINAL,AT,CHF,33635,40006,
,102169,DEFAULT,AT,EUR,26576,31606,
,102169,DEFAULT,AT,CHF,30282,36016,
,102169,ORIGINAL,AT,EUR,29517,35106,
,102169,ORIGINAL,AT,CHF,33635,40006,
M58095,,DEFAULT,AT,EUR,15460,18379,
M58095,,DEFAULT,AT,CHF,17610,20938,
M58095,,ORIGINAL,AT,EUR,17166,20410,
M58095,,ORIGINAL,AT,CHF,19555,23253,
,102177,DEFAULT,AT,EUR,15460,18379,
,102177,DEFAULT,AT,CHF,17610,20938,
,102177,ORIGINAL,AT,EUR,17166,20410,
,102177,ORIGINAL,AT,CHF,19555,23253,
M58102,,DEFAULT,AT,EUR,16940,20140,
M58102,,DEFAULT,AT,CHF,19297,22945,
,102180,DEFAULT,AT,EUR,16940,20140,
,102180,DEFAULT,AT,CHF,19297,22945,
M58103,,DEFAULT,AT,EUR,16940,20140,
M58103,,DEFAULT,AT,CHF,19297,22945,
,102181,DEFAULT,AT,EUR,16940,20140,
,102181,DEFAULT,AT,CHF,19297,22945,
M58104,,DEFAULT,AT,EUR,16940,20140,
M58104,,DEFAULT,AT,CHF,19297,22945,
,102182,DEFAULT,AT,EUR,16940,20140,
,102182,DEFAULT,AT,CHF,19297,22945,
M58105,,DEFAULT,AT,EUR,16940,20140,
M58105,,DEFAULT,AT,CHF,19297,22945,
,102183,DEFAULT,AT,EUR,16940,20140,
,102183,DEFAULT,AT,CHF,19297,22945,
M61124,,DEFAULT,AT,EUR,15572,18511,
M61124,,DEFAULT,AT,CHF,17738,21088,
,102708,DEFAULT,AT,EUR,15572,18511,
,102708,DEFAULT,AT,CHF,17738,21088,
M61125,,DEFAULT,AT,EUR,18385,21859,
M61125,,DEFAULT,AT,CHF,20944,24905,
,102712,DEFAULT,AT,EUR,18385,21859,
,102712,DEFAULT,AT,CHF,20944,24905,
M53287,,DEFAULT,AT,EUR,12758,15164,
M53287,,DEFAULT,AT,CHF,14530,17272,
,102775,DEFAULT,AT,EUR,12758,15164,
,102775,DEFAULT,AT,CHF,14530,17272,
M53288,,DEFAULT,AT,EUR,13134,15610,
M53288,,DEFAULT,AT,CHF,14958,17781,
,102779,DEFAULT,AT,EUR,13134,15610,
,102779,DEFAULT,AT,CHF,14958,17781,
M226,,DEFAULT,AT,EUR,39202,46631,
M226,,DEFAULT,AT,CHF,44676,53145,
,102809,DEFAULT,AT,EUR,39202,46631,
,102809,DEFAULT,AT,CHF,44676,53145,
M62584,,DEFAULT,AT,EUR,16884,20073,
M62584,,DEFAULT,AT,CHF,19233,22869,
,102841,DEFAULT,AT,EUR,16884,20073,
,102841,DEFAULT,AT,CHF,19233,22869,
M766,,DEFAULT,AT,EUR,19322,22975,
M766,,DEFAULT,AT,CHF,22013,26177,
,102917,DEFAULT,AT,EUR,19322,22975,
,102917,DEFAULT,AT,CHF,22013,26177,
M767,,DEFAULT,AT,EUR,19932,23700,
M767,,DEFAULT,AT,CHF,22708,27003,
,102918,DEFAULT,AT,EUR,19932,23700,
,102918,DEFAULT,AT,CHF,22708,27003,
M768,,DEFAULT,AT,EUR,21760,25876,
M768,,DEFAULT,AT,CHF,24792,29484,
,102919,DEFAULT,AT,EUR,21760,25876,
,102919,DEFAULT,AT,CHF,24792,29484,
M769,,DEFAULT,AT,EUR,23261,27661,
M769,,DEFAULT,AT,CHF,26503,31519,
,102920,DEFAULT,AT,EUR,23261,27661,
,102920,DEFAULT,AT,CHF,26503,31519,
M771,,DEFAULT,AT,EUR,25136,29893,
M771,,DEFAULT,AT,CHF,28641,34064,
,102922,DEFAULT,AT,EUR,25136,29893,
,102922,DEFAULT,AT,CHF,28641,34064,
M787,,DEFAULT,AT,EUR,23354,27773,
M787,,DEFAULT,AT,CHF,26609,31647,
,102923,DEFAULT,AT,EUR,23354,27773,
,102923,DEFAULT,AT,CHF,26609,31647,
M788,,DEFAULT,AT,EUR,24949,29670,
M788,,DEFAULT,AT,CHF,28427,33809,
,102924,DEFAULT,AT,EUR,24949,29670,
,102924,DEFAULT,AT,CHF,28427,33809,
M789,,DEFAULT,AT,EUR,25511,30339,
M789,,DEFAULT,AT,CHF,29068,34572,
,102925,DEFAULT,AT,EUR,25511,30339,
,102925,DEFAULT,AT,CHF,29068,34572,
,102935,DEFAULT,AT,EUR,12964,15408,
,102935,DEFAULT,AT,CHF,14764,17551,
,102936,DEFAULT,AT,EUR,14775,17563,
,102936,DEFAULT,AT,CHF,16829,20007,
,102938,DEFAULT,AT,EUR,17541,20855,
,102938,DEFAULT,AT,CHF,19982,23760,
,102939,DEFAULT,AT,EUR,18572,22082,
,102939,DEFAULT,AT,CHF,21158,25159,
M719,,DEFAULT,AT,EUR,19370,23031,
M719,,DEFAULT,AT,CHF,22067,26241,
,102940,DEFAULT,AT,EUR,19370,23031,
,102940,DEFAULT,AT,CHF,22067,26241,
M72878,,DEFAULT,AT,EUR,19011,22604,
M72878,,DEFAULT,AT,CHF,21658,25754,
,102972,DEFAULT,AT,EUR,19011,22604,
,102972,DEFAULT,AT,CHF,21658,25754,
M64947,,DEFAULT,AT,EUR,13377,15900,
M64947,,DEFAULT,AT,CHF,15235,18112,
,102976,DEFAULT,AT,EUR,13377,15900,
,102976,DEFAULT,AT,CHF,15235,18112,
M64934,,DEFAULT,AT,EUR,20635,24537,
M64934,,DEFAULT,AT,CHF,23509,27958,
,102988,DEFAULT,AT,EUR,20635,24537,
,102988,DEFAULT,AT,CHF,23509,27958,
M40490,,DEFAULT,AT,EUR,26261,31232,
M40490,,DEFAULT,AT,CHF,29923,35590,
,103117,DEFAULT,AT,EUR,26261,31232,
,103117,DEFAULT,AT,CHF,29923,35590,
M40491,,DEFAULT,AT,EUR,33763,40159,
M40491,,DEFAULT,AT,CHF,38475,45767,
,103118,DEFAULT,AT,EUR,33763,40159,
,103118,DEFAULT,AT,CHF,38475,45767,
M11306,,DEFAULT,AT,EUR,15159,18020,
M11306,,DEFAULT,AT,CHF,17267,20528,
,103235,DEFAULT,AT,EUR,15159,18020,
,103235,DEFAULT,AT,CHF,17267,20528,
M74815,,DEFAULT,AT,EUR,17822,21189,
M74815,,DEFAULT,AT,CHF,20303,24141,
,103296,DEFAULT,AT,EUR,17822,21189,
,103296,DEFAULT,AT,CHF,20303,24141,
M66923,,DEFAULT,AT,EUR,9439,11213,
M66923,,DEFAULT,AT,CHF,10746,12768,
,103388,DEFAULT,AT,EUR,9439,11213,
,103388,DEFAULT,AT,CHF,10746,12768,
M69408,,DEFAULT,AT,EUR,21385,25430,
M69408,,DEFAULT,AT,CHF,24364,28976,
,103510,DEFAULT,AT,EUR,21385,25430,
,103510,DEFAULT,AT,CHF,24364,28976,
M1028049,,DEFAULT,AT,EUR,28137,33464,
M1028049,,DEFAULT,AT,CHF,32062,38134,
,103740,DEFAULT,AT,EUR,28137,33464,
,103740,DEFAULT,AT,CHF,32062,38134,
M72844,,DEFAULT,AT,EUR,64707,76982,
M72844,,DEFAULT,AT,CHF,73751,87745,
,103836,DEFAULT,AT,EUR,64707,76982,
,103836,DEFAULT,AT,CHF,73751,87745,
M72843,,DEFAULT,AT,EUR,43140,51318,
M72843,,DEFAULT,AT,CHF,49165,58488,
,103838,DEFAULT,AT,EUR,43140,51318,
,103838,DEFAULT,AT,CHF,49165,58488,
M72937,,DEFAULT,AT,EUR,49891,59352,
M72937,,DEFAULT,AT,CHF,56861,67647,
,103889,DEFAULT,AT,EUR,49891,59352,
,103889,DEFAULT,AT,CHF,56861,67647,
M72938,,DEFAULT,AT,EUR,51673,61472,
M72938,,DEFAULT,AT,CHF,58893,70064,
,103890,DEFAULT,AT,EUR,51673,61472,
,103890,DEFAULT,AT,CHF,58893,70064,
M72933,,DEFAULT,AT,EUR,40093,47692,
M72933,,DEFAULT,AT,CHF,45692,54354,
,103905,DEFAULT,AT,EUR,40093,47692,
,103905,DEFAULT,AT,CHF,45692,54354,
M72935,,DEFAULT,AT,EUR,41874,49812,
M72935,,DEFAULT,AT,CHF,47722,56771,
,103907,DEFAULT,AT,EUR,41874,49812,
,103907,DEFAULT,AT,CHF,47722,56771,
M26831,,DEFAULT,AT,EUR,64707,76982,
M26831,,DEFAULT,AT,CHF,73751,87745,
,104074,DEFAULT,AT,EUR,64707,76982,
,104074,DEFAULT,AT,CHF,73751,87745,
M10577,,DEFAULT,AT,EUR,8323,9885,
M10577,,DEFAULT,AT,CHF,9474,11254,
,104151,DEFAULT,AT,EUR,8323,9885,
,104151,DEFAULT,AT,CHF,9474,11254,
M10871,,DEFAULT,AT,EUR,9748,11582,
M10871,,DEFAULT,AT,CHF,11098,13189,
,104190,DEFAULT,AT,EUR,9748,11582,
,104190,DEFAULT,AT,CHF,11098,13189,
M10872,,DEFAULT,AT,EUR,10339,12285,
M10872,,DEFAULT,AT,CHF,11772,13990,
,104192,DEFAULT,AT,EUR,10339,12285,
,104192,DEFAULT,AT,CHF,11772,13990,
M11473,,DEFAULT,AT,EUR,10705,12720,
M11473,,DEFAULT,AT,CHF,12189,14486,
,104440,DEFAULT,AT,EUR,10705,12720,
,104440,DEFAULT,AT,CHF,12189,14486,
M75071,,DEFAULT,AT,EUR,19564,23263,
M75071,,DEFAULT,AT,CHF,22288,26505,
,104445,DEFAULT,AT,EUR,19564,23263,
,104445,DEFAULT,AT,CHF,22288,26505,
M11542,,DEFAULT,AT,EUR,9748,11582,
M11542,,DEFAULT,AT,CHF,11098,13189,
M11542,,ORIGINAL,AT,EUR,10820,12857,
M11542,,ORIGINAL,AT,CHF,12320,14643,
,104517,DEFAULT,AT,EUR,9748,11582,
,104517,DEFAULT,AT,CHF,11098,13189,
,104517,ORIGINAL,AT,EUR,10820,12857,
,104517,ORIGINAL,AT,CHF,12320,14643,
M2365,,DEFAULT,AT,EUR,23917,28442,
M2365,,DEFAULT,AT,CHF,27251,32409,
,104523,DEFAULT,AT,EUR,23917,28442,
,104523,DEFAULT,AT,CHF,27251,32409,
M2366,,DEFAULT,AT,EUR,25756,30631,
M2366,,DEFAULT,AT,CHF,29347,34905,
,104524,DEFAULT,AT,EUR,25756,30631,
,104524,DEFAULT,AT,CHF,29347,34905,
M526,,DEFAULT,AT,EUR,26722,31780,
M526,,DEFAULT,AT,CHF,30449,36215,
,104937,DEFAULT,AT,EUR,26722,31780,
,104937,DEFAULT,AT,CHF,30449,36215,
M528,,DEFAULT,AT,EUR,27734,32984,
M528,,DEFAULT,AT,CHF,31602,37587,
M528,,ORIGINAL,AT,EUR,30804,36637,
M528,,ORIGINAL,AT,CHF,35102,41752,
,104939,DEFAULT,AT,EUR,27734,32984,
,104939,DEFAULT,AT,CHF,31602,37587,
,104939,ORIGINAL,AT,EUR,30804,36637,
,104939,ORIGINAL,AT,CHF,35102,41752,
M79892,,DEFAULT,AT,EUR,12214,14516,
M79892,,DEFAULT,AT,CHF,13909,16534,
,107061,DEFAULT,AT,EUR,12214,14516,
,107061,DEFAULT,AT,CHF,13909,16534,
M79932,,DEFAULT,AT,EUR,8456,10044,
M79932,,DEFAULT,AT,CHF,9625,11436,
,107063,DEFAULT,AT,EUR,8456,10044,
,107063,DEFAULT,AT,CHF,9625,11436,
M80392,,DEFAULT,AT,EUR,17183,20429,
M80392,,DEFAULT,AT,CHF,19574,23275,
,107253,DEFAULT,AT,EUR,17183,20429,
,107253,DEFAULT,AT,CHF,19574,23275,
,107252,DEFAULT,AT,EUR,18891,22461,
,107252,DEFAULT,AT,CHF,21521,25592,
M12655,,DEFAULT,AT,EUR,17183,20429,
M12655,,DEFAULT,AT,CHF,19574,23275,
,107254,DEFAULT,AT,EUR,17183,20429,
,107254,DEFAULT,AT,CHF,19574,23275,
M12656,,DEFAULT,AT,EUR,20290,24126,
M12656,,DEFAULT,AT,CHF,23116,27489,
,107255,DEFAULT,AT,EUR,20290,24126,
,107255,DEFAULT,AT,CHF,23116,27489,
M87416,,DEFAULT,AT,EUR,37771,44929,
M87416,,DEFAULT,AT,CHF,43044,51205,
,107273,DEFAULT,AT,EUR,37771,44929,
,107273,DEFAULT,AT,CHF,43044,51205,
M87599,,DEFAULT,AT,EUR,65235,77610,
M87599,,DEFAULT,AT,CHF,74353,88461,
,107287,DEFAULT,AT,EUR,65235,77610,
,107287,DEFAULT,AT,CHF,74353,88461,
M213,,DEFAULT,AT,EUR,24040,28588,
M213,,DEFAULT,AT,CHF,27391,32576,
,107305,DEFAULT,AT,EUR,24040,28588,
,107305,DEFAULT,AT,CHF,27391,32576,
M229,,DEFAULT,AT,EUR,31764,37780,
M229,,DEFAULT,AT,CHF,36196,43055,
,107306,DEFAULT,AT,EUR,31764,37780,
,107306,DEFAULT,AT,CHF,36196,43055,
M14054,,DEFAULT,AT,EUR,42921,51057,
M14054,,DEFAULT,AT,CHF,48915,58190,
,107310,DEFAULT,AT,EUR,42921,51057,
,107310,DEFAULT,AT,CHF,48915,58190,
M15127,,DEFAULT,AT,EUR,24040,28588,
M15127,,DEFAULT,AT,CHF,27391,32576,
,107311,DEFAULT,AT,EUR,24040,28588,
,107311,DEFAULT,AT,CHF,27391,32576,
M432,,DEFAULT,AT,EUR,54123,64387,
M432,,DEFAULT,AT,CHF,61686,73387,
,107313,DEFAULT,AT,EUR,54123,64387,
,107313,DEFAULT,AT,CHF,61686,73387,
M87464,,DEFAULT,AT,EUR,34338,40844,
M87464,,DEFAULT,AT,CHF,39131,46548,
,107315,DEFAULT,AT,EUR,34338,40844,
,107315,DEFAULT,AT,CHF,39131,46548,
M86939,,DEFAULT,AT,EUR,18077,21493,
M86939,,DEFAULT,AT,CHF,20593,24488,
,107396,DEFAULT,AT,EUR,18077,21493,
,107396,DEFAULT,AT,CHF,20593,24488,
M86938,,DEFAULT,AT,EUR,19884,23643,
M86938,,DEFAULT,AT,CHF,22653,26939,
,107403,DEFAULT,AT,EUR,19884,23643,
,107403,DEFAULT,AT,CHF,22653,26939,
M90851,,DEFAULT,AT,EUR,121565,144644,
M90851,,DEFAULT,AT,CHF,138570,164880,
,107938,DEFAULT,AT,EUR,121565,144644,
,107938,DEFAULT,AT,CHF,138570,164880,
M90810,,DEFAULT,AT,EUR,31764,37780,
M90810,,DEFAULT,AT,CHF,36196,43055,
,108263,DEFAULT,AT,EUR,31764,37780,
