abstract_sku,store_name
M29930,AT
M29931,AT
M53235,AT
M11542,AT
M111,AT
C2235,AT
B0001,AT
B0002,AT
"fish-1","AT"
"potato-1","AT"
"cable-hdmi-1","AT"
"cable-vga-1","AT"
