abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,from_included,to_included
M1013287,,DEFAULT,AT,EUR,1539,1710,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013541,,DEFAULT,AT,CHF,3601,4002,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013541,,DEFAULT,AT,CHF,2843,3160,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013541,,DEFAULT,AT,CHF,1422,1580,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013541,,DEFAULT,AT,EUR,3132,3480,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013541,,DEFAULT,AT,EUR,2473,2747,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1013541,,DEFAULT,AT,EUR,1237,1374,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014496,,DEFAULT,AT,CHF,4720,5244,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014496,,DEFAULT,AT,CHF,3726,4140,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014496,,DEFAULT,AT,CHF,1863,2070,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014496,,DEFAULT,AT,EUR,4104,4560,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014496,,DEFAULT,AT,EUR,3240,3600,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014496,,DEFAULT,AT,EUR,1620,1800,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014502,,DEFAULT,AT,CHF,9776,10862,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014502,,DEFAULT,AT,CHF,7718,8576,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014502,,DEFAULT,AT,CHF,3859,4288,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014502,,DEFAULT,AT,EUR,8501,9445,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014502,,DEFAULT,AT,EUR,6711,7457,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
M1014502,,DEFAULT,AT,EUR,3356,3729,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100107,DEFAULT,AT,CHF,9439,10488,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100107,DEFAULT,AT,CHF,7452,8280,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100107,DEFAULT,AT,CHF,3726,4140,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100107,DEFAULT,AT,EUR,8208,9120,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100107,DEFAULT,AT,EUR,6480,7200,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100107,DEFAULT,AT,EUR,3240,3600,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,1001454,DEFAULT,AT,CHF,9833,10925,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,1001454,DEFAULT,AT,CHF,7763,8625,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,1001454,DEFAULT,AT,CHF,3882,4313,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,1001454,DEFAULT,AT,EUR,8550,9500,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,1001454,DEFAULT,AT,EUR,6750,7500,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,1001454,DEFAULT,AT,EUR,3375,3750,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100223,DEFAULT,AT,CHF,10068,11187,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100223,DEFAULT,AT,CHF,7949,8832,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100223,DEFAULT,AT,CHF,3975,4416,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100223,DEFAULT,AT,EUR,8755,9728,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100223,DEFAULT,AT,EUR,6912,7680,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100223,DEFAULT,AT,EUR,3456,3840,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100266,DEFAULT,AT,CHF,7002,7779,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100266,DEFAULT,AT,CHF,5528,6141,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100266,DEFAULT,AT,CHF,2764,3071,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100266,DEFAULT,AT,EUR,6088,6764,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100266,DEFAULT,AT,EUR,4806,5340,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100266,DEFAULT,AT,EUR,2403,2670,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100288,DEFAULT,AT,CHF,8259,9177,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100288,DEFAULT,AT,CHF,6521,7245,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100288,DEFAULT,AT,CHF,3261,3623,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100288,DEFAULT,AT,EUR,7182,7980,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100288,DEFAULT,AT,EUR,5670,6300,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100288,DEFAULT,AT,EUR,2835,3150,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100414,DEFAULT,AT,CHF,6686,7429,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100414,DEFAULT,AT,CHF,5279,5865,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100414,DEFAULT,AT,CHF,2640,2933,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100414,DEFAULT,AT,EUR,5814,6460,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100414,DEFAULT,AT,EUR,4590,5100,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100414,DEFAULT,AT,EUR,2295,2550,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100429,DEFAULT,AT,CHF,27874,30970,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100429,DEFAULT,AT,CHF,22006,24450,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100429,DEFAULT,AT,CHF,11003,12225,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100429,DEFAULT,AT,EUR,24238,26931,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100429,DEFAULT,AT,EUR,19136,21261,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100429,DEFAULT,AT,EUR,9568,10631,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100430,DEFAULT,AT,CHF,2717,3019,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100430,DEFAULT,AT,CHF,2145,2384,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100430,DEFAULT,AT,CHF,1073,1192,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100430,DEFAULT,AT,EUR,2363,2625,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100430,DEFAULT,AT,EUR,1865,2072,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100430,DEFAULT,AT,EUR,933,1036,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100588,DEFAULT,AT,CHF,33790,37545,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100588,DEFAULT,AT,CHF,26676,29641,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100588,DEFAULT,AT,CHF,13338,14821,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100588,DEFAULT,AT,EUR,29383,32648,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100588,DEFAULT,AT,EUR,23197,25775,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100588,DEFAULT,AT,EUR,11599,12888,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100666,DEFAULT,AT,CHF,16670,18522,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100666,DEFAULT,AT,CHF,13160,14623,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100666,DEFAULT,AT,CHF,6580,7312,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100666,DEFAULT,AT,EUR,14495,16106,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100666,DEFAULT,AT,EUR,11444,12716,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100666,DEFAULT,AT,EUR,5722,6358,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100682,DEFAULT,AT,CHF,29385,32652,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100682,DEFAULT,AT,CHF,23199,25778,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100682,DEFAULT,AT,CHF,11600,12889,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100682,DEFAULT,AT,EUR,25553,28392,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100682,DEFAULT,AT,EUR,20174,22415,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100682,DEFAULT,AT,EUR,10087,11208,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100683,DEFAULT,AT,CHF,34754,38615,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100683,DEFAULT,AT,CHF,27437,30485,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100683,DEFAULT,AT,CHF,13719,15243,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100683,DEFAULT,AT,EUR,30220,33579,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100683,DEFAULT,AT,EUR,23858,26510,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100683,DEFAULT,AT,EUR,11929,13255,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100907,DEFAULT,AT,CHF,5843,6492,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100907,DEFAULT,AT,CHF,4613,5126,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100907,DEFAULT,AT,CHF,2307,2563,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100907,DEFAULT,AT,EUR,5082,5646,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100907,DEFAULT,AT,EUR,4012,4457,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100907,DEFAULT,AT,EUR,2006,2229,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100949,DEFAULT,AT,CHF,31314,34795,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100949,DEFAULT,AT,CHF,24722,27470,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100949,DEFAULT,AT,CHF,12361,13735,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100949,DEFAULT,AT,EUR,27230,30256,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100949,DEFAULT,AT,EUR,21497,23886,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100949,DEFAULT,AT,EUR,10749,11943,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100999,DEFAULT,AT,CHF,32909,36566,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100999,DEFAULT,AT,CHF,25981,28868,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100999,DEFAULT,AT,CHF,12991,14434,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100999,DEFAULT,AT,EUR,28616,31797,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100999,DEFAULT,AT,EUR,22592,25103,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,100999,DEFAULT,AT,EUR,11296,12552,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
