key,translation,locale
page.checkout.address.name,Name,en_US
page.checkout.address.billing-address,Rechnungsadresse,de_DE
page.checkout.address.billing-address,Billing Address,en_US
page.checkout.address.billing-isnt-shipping-address,Abweichende Lieferadresse,de_DE
page.checkout.address.billing-isnt-shipping-address,Different Delivery Address,en_US
page.checkout.address.shipping-address,Lieferadresse,de_DE
page.checkout.address.shipping-address,Delivery Address,en_US
page.checkout.address.address-example,Beispiel:</br>Wayne Manor 1</br>10292 Gotham City</br>z.H. Alfred Pennyworth,de_DE
page.checkout.address.address-example,Example:</br>Wayne Manor 1</br>10292 Gotham City</br>z.H. Alfred Pennyworth,en_US
page.checkout.address.next-step,Weiter - Lieferart wählen,de_DE
page.checkout.address.next-step,Continue to Shippment Method,en_US
page.checkout.address.edit,Adresse bearbeiten,de_DE
page.checkout.address.edit,edit Address Data,en_US
page.checkout.address.use_selected_address,Use selected address,en_US
page.checkout.address.use_selected_address,Ausgewählte Addresse benutzen,de_DE
page.checkout.address.different_delivery_address,Use a different delivery address,en_US
page.checkout.address.different_delivery_address,Eine andere Addresse benutzen,de_DE
page.checkout.address.different_billing_address,Use a different billing address,en_US
page.checkout.address.different_billing_address,Verwenden Sie eine andere Rechnungsadresse,de_DE
page.checkout.address.option_group.customer,Customer addresses,en_US
page.checkout.address.option_group.customer,Kundenaddresse,de_DE
page.checkout.address.option_group.company_business_unit,Business addresses,en_US
page.checkout.address.option_group.company_business_unit,Addresse der Geschäftseinheit,de_DE
page.checkout.address.delivery.address_select,Select a delivery address,en_US
page.checkout.address.delivery.address_select,Wählen Sie eine Lieferadresse,de_DE
page.checkout.address.multi_shipment.title,Assign each product to its own delivery address,en_US
page.checkout.address.multi_shipment.title,Jedes Produkt seiner eigenen Lieferadresse zuweisen,de_DE
page.checkout.address.billing.address_select,Select a billing address,en_US
page.checkout.address.billing.address_select,Wählen Sie eine Rechnungsadresse,de_DE
page.checkout.address.manage_your_addresses,"Manage your addresses",en_US
page.checkout.address.manage_your_addresses,"Verwalten Sie Ihre Adressen",de_DE
page.checkout.address.address_select.label,Select a delivery address,en_US
page.checkout.address.address_select.label,Wählen Sie eine Lieferadresse,de_DE
page.checkout.address.address_select.placeholder,Select an address,en_US
page.checkout.address.address_select.placeholder,Wählen Sie eine Adresse,de_DE
page.checkout.shipment.heading,2. Lieferart wählen,de_DE
page.checkout.shipment.heading,2. Shipping Method,en_US
page.checkout.shipment.shipping_method_heading,Lieferart wählen,de_DE
page.checkout.shipment.shipping_method_heading,Shipping Method,en_US
page.checkout.shipment.shipment_group_heading,Lieferung %current% von %total%,de_DE
page.checkout.shipment.shipment_group_heading,Shipment %current% of %total%,en_US
shipment.standart.name,Standard,de_DE
shipment.standart.name,Standard,en_US
shipment.express.name,Express,de_DE
shipment.express.name,Express,en_US
shipment.standart.description,2-4 Werktage,de_DE
shipment.standart.description,2-4 working days,en_US
page.checkout.shipping.delivery_time,Lieferzeit:,de_DE
page.checkout.shipping.delivery_time,Delivery time:,en_US
page.checkout.shipping.day,day,en_US
page.checkout.shipping.day,Tag,de_DE
page.checkout.shipping.days,days,en_US
page.checkout.shipping.days,Tage,de_DE
page.checkout.shipping.price,Preis:,de_DE
page.checkout.shipping.price,Price:,en_US
shipment.express.description,innerhalb von 24-48 Stunden (Werktage),de_DE
shipment.express.description,24-48 hours (working days),en_US
page.checkout.shipment.edit,Lieferart bearbeiten,de_DE
page.checkout.shipment.edit,edit Shipment Method,en_US
page.checkout.shipment.next-step,Weiter - Zahlungsart wählen,de_DE
page.checkout.shipment.next-step,Continue to Payment Method,en_US
page.checkout.shipment.item.quantity,Amount,de_DE
page.checkout.shipment.item.quantity,Amount,en_US
page.checkout.shipment.item.price,Price,de_DE
page.checkout.shipment.item.price,Price,en_US
page.checkout.shipment.shipping_address.title,Delivery address,de_DE
page.checkout.shipment.shipping_address.title,Delivery address,en_US
page.checkout.shipment.requested_delivery_date.label,Requested delivery date,de_DE
page.checkout.shipment.requested_delivery_date.label,Requested delivery date,en_US
page.checkout.shipment.requested_delivery_date.placeholder,Leave it empty if you want it ASAP,de_DE
page.checkout.shipment.requested_delivery_date.placeholder,Leave it empty if you want it ASAP,en_US
page.checkout.shipment.requested_delivery_date.title,When do you want to be delivered?,de_DE
page.checkout.shipment.requested_delivery_date.title,When do you want to be delivered?,en_US
page.checkout.shipping.delivery_time,Delivery time,de_DE
page.checkout.shipping.delivery_time,Delivery time,en_US
page.checkout.payment.heading,3. Zahlungsart wählen,de_DE
page.checkout.payment.heading,3. Payment Method,en_US
page.checkout.payment.title,Zahlungsart,de_DE
page.checkout.payment.title,Payment method,en_US
page.checkout.payment.edit,Zahlungsart bearbeiten,de_DE
page.checkout.payment.edit,edit Payment Method,en_US
page.checkout.payment.next-step,Weiter - Prüfen und Kauf abschließen,de_DE
page.checkout.payment.next-step,Continue to finalise order,en_US
page.checkout.summary.billing,Rechnungsadresse,de_DE
page.checkout.summary.billing,Invoice Address,en_US
page.checkout.summary.shipping,Lieferadresse,de_DE
page.checkout.summary.shipping,Shipping Address,en_US
page.checkout.summary.date_of_birth,Date of Birth,en_US
page.checkout.summary.date_of_birth,Geburtsdatum,de_DE
page.checkout.summary.card_type,Card Type,en_US
page.checkout.summary.card_type,Kartentyp,de_DE
page.checkout.summary.card_number,Card Number,en_US
page.checkout.summary.card_number,Nummer,de_DE
page.checkout.summary.name_on_card,Name on the Card,en_US
page.checkout.summary.name_on_card,Name auf der Karte,de_DE
page.checkout.summary.card_expires,Expiry Date,en_US
page.checkout.summary.card_expires,Gültig bis,de_DE
page.checkout.summary.complete_checkout,Complete checkout,en_US
page.checkout.summary.complete_checkout,Gesamtsumme,de_DE
page.checkout.summary.accept_terms_and_conditions,I accept the terms and conditions,en_US
page.checkout.summary.accept_terms_and_conditions,Ich akzeptiere die allgemeinen Geschäftsbedingungen,de_DE
page.checkout.finalize.heading,4. Prüfen und Kauf abschließen,de_DE
page.checkout.finalize.heading,4. Check and finalise order,en_US
shipment.international.parcel.service,International Parcel Services,de_DE
shipment.international.parcel.service,International Parcel Services,en_US
page.checkout.terms,Ich akzeptiere die AGBs.,de_DE
page.checkout.terms,I accept the general terms and conditions.,en_US
page.checkout.finalize.enter-voucher,Gutscheincode eingeben,de_DE
page.checkout.finalize.enter-voucher,Enter voucher code,en_US
page.checkout.finalize.tos,Mit dem Klick auf die Schaltfläche „Jetzt kaufen“ bestätige ich die ABG von Spryker Toys,de_DE
page.checkout.finalize.tos,"With a click to the button ""Buy now"" I confirm the GTCs.",en_US
page.checkout.finalize.buy-now,Jetzt kaufen,de_DE
page.checkout.finalize.buy-now,Buy now,en_US
page.detail.add-to-cart,In den Warenkorb,de_DE
page.detail.add-to-cart,Add to Cart,en_US
page.detail.dimensions,Abmessungen,de_DE
page.detail.dimensions,Measurements,en_US
page.product.by,von,de_DE
page.product.by,by,en_US
page.product.details,Details,de_DE
page.product.details,Details,en_US
page.imprint.url,/de/impressum,de_DE
page.imprint.url,/en/imprint,en_US
page.imprint.title,Impressum,de_DE
page.imprint.title,Imprint,en_US
page.terms.url,/de/agb,de_DE
page.terms.url,/en/gtc,en_US
page.terms.title,AGB,de_DE
page.terms.title,GTC,en_US
page.privacy.url,/de/datenschutz,de_DE
page.privacy.url,/en/privacy,en_US
page.privacy.title,Datenschutz,de_DE
page.privacy.title,Data privacy,en_US
catalog.currency,€,de_DE
catalog.currency,€,en_US
catalog.filter.button,Filter,de_DE
catalog.filter.button,Filter,en_US
catalog.filter.and.sorting.button,Filter / Sortierung,de_DE
catalog.filter.and.sorting.button,Filter / Sorting,en_US
catalog.filter.active,Aktive Filter,de_DE
catalog.filter.active,Active Filter,en_US
catalog.filter.main_color,Farbe,de_DE
catalog.filter.main_color,Color,en_US
catalog.filter.extras,Sonstige Merkmale,de_DE
catalog.filter.extras,Other characteristics,en_US
catalog.filter.pricerangeFrom,von,de_DE
catalog.filter.pricerangeFrom,from,en_US
catalog.filter.pricerangeTo,bis,de_DE
catalog.filter.pricerangeTo,to,en_US
catalog.filter.rangeFrom,Skala von,de_DE
catalog.filter.rangeFrom,Range of,en_US
catalog.filter.rangeTo,bis,de_DE
catalog.filter.rangeTo,to,en_US
catalog.filter.show,Filter einblenden,de_DE
catalog.filter.show,insert filter,en_US
catalog.filter.hide,Filter ausblenden,de_DE
catalog.filter.hide,hide filter,en_US
catalog.filter.per,Pro Seite,de_DE
catalog.filter.per,Per Page,en_US
catalog.filter.sort,Sortieren nach,de_DE
catalog.filter.sort,Sort by,en_US
catalog.filter.rating_up,& Up,en_US
catalog.filter.rating_up,& mehr,de_DE
catalog.filter.active_rating_up,Stars & Up,en_US
catalog.filter.active_rating_up,Sterne & mehr,de_DE
catalog.itemsFound,Artikel gefunden,de_DE
catalog.itemsFound,Items found,en_US
catalog.loading,Loading,de_DE
catalog.loading,Loading,en_US
catalog.next,weiter,de_DE
catalog.next,continue,en_US
catalog.prev,zurück,de_DE
catalog.prev,back,en_US
catalog.sort,Sortierung,de_DE
catalog.sort,Sorting,en_US
catalog.sort.relevance,Nach Relevanz sortieren,de_DE
catalog.sort.relevance,Sort by relevance,en_US
catalog.sort.name_asc,Nach Name aufsteigend sortieren,de_DE
catalog.sort.name_asc,Sort by name ascending,en_US
catalog.sort.name_desc,Nach Name absteigend sortieren,de_DE
catalog.sort.name_desc,Sort by name descending,en_US
catalog.sort.price_asc,Nach Preis aufsteigend sortieren,de_DE
catalog.sort.price_asc,Sort by price ascending,en_US
catalog.sort.price_desc,Nach Preis absteigend sortieren,de_DE
catalog.sort.price_desc,Sort by price descending,en_US
catalog.sort.rating,Sort by product ratings,en_US
catalog.sort.rating,Nach Produktbewertungen sortieren,de_DE
catalog.filter.activeFilters,Aktive Filter,de_DE
catalog.filter.activeFilters,Active filters,en_US
catalog.filter.resetAllFilters,Alle Filter zurücksetzen,de_DE
catalog.filter.resetAllFilters,Reset all filters,en_US
catalog.no-results,No results.,en_US
catalog.no-results,Keine Ergebnisse.,de_DE
product.filter.category,Kategorien,de_DE
product.filter.category,Categories,en_US
product.filter.price,Preisspanne,de_DE
product.filter.price,Price range,en_US
product.filter.rating,Product Ratings,en_US
product.filter.rating,Produktbewertungen,de_DE
shipment.dhl,DHL,de_DE
shipment.dhl,DHL,en_US
shipment.dhl.paket.name,Paket,de_DE
shipment.dhl.paket.name,Package,en_US
shipment.dhl.paket.description,"DHL Paket is the easy, affordable, fast and reliable shipping service to over 220 countries around the world.",de_DE
shipment.dhl.paket.description,"DHL Paket is the easy, affordable, fast and reliable shipping service to over 220 countries around the world.",en_US
shipment.dhl.express.name,Express,de_DE
shipment.dhl.express.name,Express,en_US
shipment.dhl.express.description,"Our force of 100,000 engaged employees is working worldwide. Local know-how and our unique network make us your International Specialists.",de_DE
shipment.dhl.express.description,"Our force of 100,000 engaged employees is working worldwide. Local know-how and our unique network make us your International Specialists.",en_US
shipment.dpd,DPD,de_DE
shipment.dpd,DPD,en_US
shipment.hermes,Hermes,de_DE
shipment.hermes,Hermes,en_US
customer.first_name,Vorname,de_DE
customer.first_name,First Name,en_US
customer.last_name,Name,de_DE
customer.last_name,Name,en_US
customer.salutation.mr,Herr,de_DE
customer.salutation.mr,Mr.,en_US
customer.salutation.mrs,Frau,de_DE
customer.salutation.mrs,Mrs.,en_US
customer.salutation.ms,Frau,de_DE
customer.salutation.ms,Ms.,en_US
customer.salutation.dr,Dr.,en_US
customer.salutation.dr,Dr.,de_DE
customer.billing_address.salutation.invalid,Salutation is invalid,en_US
customer.billing_address.salutation.invalid,Anrede ist ungültig,de_DE
customer.shipping_address.salutation.invalid,Salutation is invalid,en_US
customer.shipping_address.salutation.invalid,Anrede ist ungültig,de_DE
customer.birth_date,Geburtsdatum (TT.MM.YYYY),de_DE
customer.birth_date,Date of birth (DD.MM.YYYY),en_US
customer.email,E-Mail Adresse,de_DE
customer.email,E-Mail,en_US
customer.phone,Telefonnummer,de_DE
customer.phone,Telephone number,en_US
customer.reset.password.error.already.loggedIn,"Kunde bereits eingeloggt. Bitte ausloggen, um das Passwort zurückzusetzen.",de_DE
customer.reset.password.error.already.loggedIn,Another customer already logged in. Please logout to reset your password.,en_US
payment.prepay,Vorkasse,de_DE
payment.prepay,Prepayment,en_US
payment.paypal,PayPal,de_DE
payment.paypal,PayPal,en_US
payment.creditcard,Kreditkarte,de_DE
payment.creditcard,Credit card,en_US
payment.invoice,Rechnung,de_DE
payment.invoice,Invoice,en_US
payment.cancellation.title,Bezahlvorgang abgebrochen,de_DE
payment.cancellation.title,Payment cancellation,en_US
payment.cancellation.message,Du hast den Bezahlvorgang abgebrochen.,de_DE
payment.cancellation.message,You have cancelled your payment.,en_US
address.street,Straße,de_DE
address.street,Street,en_US
address.street_nr,Nummer,de_DE
address.street_nr,Number,en_US
address.city,Stadt,de_DE
address.city,City,en_US
address.zip_code,PLZ,de_DE
address.zip_code,Zip code,en_US
page.checkout.create_account,Kundenaccout erstellen,de_DE
page.checkout.create_account,Create customer account,en_US
whishlist.whishlist,Wunschliste,de_DE
whishlist.whishlist,Whishlist,en_US
whishlist.remove,Löschen,de_DE
whishlist.remove,Remove,en_US
whishlist.reduce,Reduzieren,de_DE
whishlist.reduce,Reduce,en_US
whishlist.increase,Erhöhen,de_DE
whishlist.increase,Increase,en_US
whishlist.move.to.cart,Zum Warenkorb hinzufügen,de_DE
whishlist.move.to.cart,Move to cart,en_US
checkout.thank.you,Vielen Dank,de_DE
checkout.thank.you,Thank you,en_US
checkout.this.is.demoshop,Das ist ein Demoshop,de_DE
checkout.this.is.demoshop,This is a demoshop,en_US
checkout.nothing.will.be.sent,Selbstverständlich wird Ihnen nichts zugesendet!,de_DE
checkout.nothing.will.be.sent,"Therefore, of course, nothing will be sent!",en_US
global.order.ascendent,A-Z,de_DE
global.order.ascendent,A-Z,en_US
global.show_more,Zeig Mehr,de_DE
global.show_more,Show More,en_US
global.account,Konto,de_DE
global.account,Account,en_US
global.order.descendent,Z_A,de_DE
global.order.descendent,Z-A,en_US
global.close,Schließen,de_DE
global.close,Close,en_US
global.search,Suche,de_DE
global.search,Search,en_US
global.search.results,Ergebnisse für,de_DE
global.search.results,Results for,en_US
global.search.spellingSuggestion,Meinten Sie,de_DE
global.search.spellingSuggestion,Did you mean,en_US
global.search.suggestions,Suchvorschläge,de_DE
global.search.suggestions,Search suggestions,en_US
global.search.suggestion.in_products,Produkte,de_DE
global.search.suggestion.in_products,Products,en_US
global.search.suggestion.in_categories,Kategorien,de_DE
global.search.suggestion.in_categories,Categories,en_US
global.search.suggestion.in_cms,Seiten,de_DE
global.search.suggestion.in_cms,Pages,en_US
global.search.suggestion.no_result,Nichts gefunden...,de_DE
global.search.suggestion.no_result,Nothing found...,en_US
global.search.suggestion.see_all_products,Alle Produkte anzeigen,de_DE
global.search.suggestion.see_all_products,See all products,en_US
global.benefit.free_returns,Kostenlose Rückgabe,de_DE
global.benefit.free_returns,Free Returns,en_US
global.benefit.warranty,3 Jahre Garantie,de_DE
global.benefit.warranty,3 Years Warranty,en_US
global.benefit.competitive_prices,Günstige Preise,de_DE
global.benefit.competitive_prices,Competitive Prices,en_US
global.spryker.shop,Spryker Shop,de_DE
global.spryker.shop,Spryker Shop,en_US
global.spryker.motto,Qualitäts-Technologie,de_DE
global.spryker.motto,technology with quality,en_US
global.payment_providers,Zahlungsanbieter,de_DE
global.payment_providers,Payment providers,en_US
global.shipment_providers,Lieferanbieter,de_DE
global.shipment_providers,Shipment providers,en_US
global.get_in_touch,Jetzt Kontakt aufnehmen,de_DE
global.get_in_touch,Get in touch,en_US
global.social,Netzwerke,de_DE
global.social,Social,en_US
global.home,Startseite,de_DE
global.home,Home,en_US
global.email.address,E-Mail Adresse,de_DE
global.email.address,Email Address,en_US
global.password,Passwort,de_DE
global.password,Password,en_US
global.permission.failed,Diese Aktion ist nicht erlaubt,de_DE
global.permission.failed,This action is forbidden,en_US
global.recover.password,Passwort vergessen,de_DE
global.recover.password,Recover Password,en_US
global.accept.terms.and.conditions,Ich bestätige die AGB,de_DE
global.accept.terms.and.conditions,Accept Terms and Conditions,en_US
global.login,Anmelden,de_DE
global.login,Login,en_US
global.create.account,Account erstellen,de_DE
global.create.account,Create Account,en_US
global.cart,Warenkorb,de_DE
global.cart,Cart,en_US
global.my-cart,Warenkorb,de_DE
global.my-cart,My Cart,en_US
global.no_image_available,Kein Bild verfügbar,de_DE
global.no_image_available,No image available,en_US
global.add-to-cart,In den Warenkorb,de_DE
global.add-to-cart,Add to Cart,en_US
global.subscribe.title,Unser Newsletter abonnieren,de_DE
global.subscribe.title,Sign up to our Newsletter,en_US
global.payment_shipping,Bezahlung und Versand,de_DE
global.payment_shipping,Payment and Shipping,en_US
global.top_categories,Top-Kategorien,de_DE
global.top_categories,Top categories,en_US
global.popular_brands,Beliebte Brands,de_DE
global.popular_brands,Popular Brands,en_US
global.about,Über uns,de_DE
global.about,About,en_US
global.contact_us,Kontakt,de_DE
global.contact_us,Contact Us,en_US
global.hint,"Alle Preise zzgl. Versandkosten, wenn nicht anders beschrieben.",de_DE
global.hint,"All prices excl. shipping and handling fees, unless otherwise stated.",en_US
global.thank_certeo,"Ein großes Dankeschön an unsere Freunde von Certeo.",de_DE
global.thank_certeo,"A big thank you to our friends from Certeo.",en_US
global.privacy_nav.imprint,Impressum,de_DE
global.privacy_nav.imprint,Imprint,en_US
global.privacy_nav.imprint_url,"https://spryker.com/imprint/?lang=de",de_DE
global.privacy_nav.imprint_url,"https://spryker.com/imprint/",en_US
global.privacy_nav.data_privacy,Datenschutz,de_DE
global.privacy_nav.data_privacy,Data privacy,en_US
global.privacy_nav.data_privacy_url,"https://spryker.com/privacy-policy/?lang=de",de_DE
global.privacy_nav.data_privacy_url,"https://spryker.com/privacy-policy/",en_US
global.build_with,Erstellt mit,de_DE
global.build_with,Build with,en_US
global.build_with.link,https://spryker.com/?lang=de,de_DE
global.build_with.link,https://spryker.com/,en_US
global.phone.number,+49 (0) 30 208 498 350,en_US
global.phone.number,+49 (0) 30 208 498 350,de_DE
global.email.text,info@spryker.com,en_US
global.email.text,info@spryker.com,de_DE
global.select.placeholder.value,Select a value,en_US
global.select.placeholder.value,Wähle einen wert,de_DE
global.show,Show,en_US
global.show,Show,de_DE
global.hide,Hide,en_US
global.hide,Ausblenden,de_DE
error.404,Error 404,de_DE
error.404,Error 404,en_US
homepage.carousel.previous,Zurück,de_DE
homepage.carousel.previous,Previous,en_US
homepage.carousel.next,Vore,de_DE
homepage.carousel.next,Next,en_US
customer.signup,New customer?,en_US
customer.signup,Neuer Kunde?,de_DE
customer.signin,Signin,en_US
customer.signin,Anmelden,de_DE
customer.logout,Logout,en_US
customer.logout,Abmelden,de_DE
customer.register,Register,en_US
customer.register,Registrieren,de_DE
customer.login,Login,en_US
customer.login,Anmelden,de_DE
customer.please_login,Please Login,en_US
customer.please_login,Bitte anmelden,de_DE
customer.login.email,Email,en_US
customer.login.email,E-Mail,de_DE
customer.login.password,Password,en_US
customer.login.password,Passwort,de_DE
customer.login.title,Access your account,en_US
customer.login.title,Ich bin bereits Kunde,de_DE
customer.registration.title,Create account,en_US
customer.registration.title,Ich bin Neukunde,de_DE
customer.account.no_order,No orders at the moment,en_US
customer.account.no_order,Keine Bestellungen,de_DE
customer.account,Customer Account,en_US
customer.account,Mein Konto,de_DE
customer.account.contact,Contact,en_US
customer.account.contact,Kontakt,de_DE
customer.account.overview,Overview,en_US
customer.account.overview,Übersicht,de_DE
customer.account.profile_data,Profile,en_US
customer.account.profile_data,Benutzerdaten,de_DE
customer.account.address,Addresses,en_US
customer.account.address,Adressen,de_DE
customer.account.order_history,Order History,en_US
customer.account.order_history,Bestellungen,de_DE
customer.account.button.search_filters,Search & Filters,en_US
customer.account.button.search_filters,Suche und Filter,de_DE
customer.account.newsletter,Newsletter,en_US
customer.account.newsletter,Newsletter,de_DE
customer.account.last_orders,Last Orders,en_US
customer.account.last_orders,Letzte Bestellungen,de_DE
customer.account.default_billing_address,Default Billing Address,en_US
customer.account.default_billing_address,Standard Rechnungsadresse,de_DE
customer.account.please_specify_billing_address,Please Specify Billing Address,en_US
customer.account.please_specify_billing_address,Bitte tragen Sie Ihre Rechnungsadresse ein.,de_DE
customer.account.default_shipping_address,Default Shipping Address,en_US
customer.account.default_shipping_address,Standard Lieferadresse,de_DE
customer.account.default_address,Address,en_US
customer.account.default_address,Adresse,de_DE
customer.account.default_both_addresses,Default Address,en_US
customer.account.default_both_addresses,Standardadresse,de_DE
customer.account.please_specify_shipping_address,Please Specify Shipping Address,en_US
customer.account.please_specify_shipping_address,Bitten tragen Sie Ihre Lieferadresse ein.,de_DE
customer.account.edit_address_information,Edit Address Information,en_US
customer.account.edit_address_information,Ändern,de_DE
customer.account.additional_addresses,Additional Addresses,en_US
customer.account.additional_addresses,Zusätzliche Adressen,de_DE
customer.account.button.add_new_address,Add new address,en_US
customer.account.button.add_new_address,Neue adresse hinzufügen,de_DE
customer.account.add_new_address,Define new address,en_US
customer.account.add_new_address,Definieren Sie eine neue Adresse,de_DE
customer.account.deliver_to_multiple_addresses,Deliver to multiple addresses,en_US
customer.account.deliver_to_multiple_addresses,Deliver to multiple addresses,de_DE
customer.account.delete.error,Account cannot be removed,en_US
customer.account.delete.error,Das Konto kann nicht entfernt werden,de_DE
customer.newsletter.not_subscribed,No newsletter subscription,en_US
customer.newsletter.not_subscribed,Newsletter nicht abonniert.,de_DE
customer.profile.order_history,Last Orders,en_US
customer.profile.order_history,Letzte Bestellungen,de_DE
customer.account.no_orders,No orders at the moment,en_US
customer.account.no_orders,Keine Bestellungen,de_DE
customer.address.updated,Address was successfully updated,en_US
customer.address.updated,Adresse wurde erfolgreich aktualisiert,de_DE
customer.address.delete.success,Address deleted successfully,en_US
customer.address.delete.success,Adresse erfolgreich gelöscht,de_DE
customer.address.added,Address was successfully added,en_US
customer.address.added,Adresse wurde erfolgreich hinzugefügt,de_DE
customer.address.first_name,First Name,en_US
customer.address.first_name,Vorname,de_DE
customer.address.last_name,Last Name,en_US
customer.address.last_name,Nachname,de_DE
customer.address.company,Company,en_US
customer.address.company,Firma,de_DE
customer.address.address1,Street,en_US
customer.address.address1,Straße,de_DE
customer.address.address2,Number,en_US
customer.address.address2,Hausnummer,de_DE
customer.address.address3,Addition to address,en_US
customer.address.address3,Adresszusatz,de_DE
customer.address.zip_code,Zip Code,en_US
customer.address.zip_code,PLZ,de_DE
customer.address.city,City,en_US
customer.address.city,Stadt,de_DE
customer.address.country,Country,en_US
customer.address.country,Land,de_DE
customer.address.phone,Phone,en_US
customer.address.phone,Telefon,de_DE
customer.address.is_default_billing,Is default billing address,en_US
customer.address.is_default_billing,Standard Rechnungsadresse,de_DE
customer.address.is_default_shipping,Is default shipping address,en_US
customer.address.is_default_shipping,Standard Lieferadresse,de_DE
customer.anonymization.success,Your account has been deleted successfully,en_US
customer.anonymization.success,Ihr Account wurde gelöscht,de_DE
customer.anonymization.failed,Your account could not be deleted,en_US
customer.anonymization.failed,Ihr Account konnte nicht gelöscht werden.,de_DE
customer.authorization.success,"Almost there! We send you an email to validate your email address. Please confirm it to be able to log in.",en_US
customer.authorization.success,"Fast dort! Wir senden Ihnen eine E-Mail, um Ihre E-Mail-Adresse zu bestätigen. Bitte bestätigen Sie dies, um sich anmelden zu können.",de_DE
customer.authorization.account_confirmed,"Your email address is validated. Please login to continue.",en_US
customer.authorization.account_confirmed,"Ihre E-Mail-Adresse wird bestätigt. Bitte einloggen zum Fortfahren.",de_DE
customer.error.confirm_email_link.invalid_or_used,This email verification link is invalid or has been already used.,en_US
customer.error.confirm_email_link.invalid_or_used,Dieser E-Mail-Verifizierungslink ist ungültig oder wurde bereits verwendet.,de_DE
customer.authorization.validate_email_address,"Almost there! We send you an email to validate your email address. Please confirm it to be able to log in.",en_US
