category_key,category_product_order,abstract_sku,name.de_DE,url.de_DE,is_featured,description.de_DE,tax_set_name,meta_title.de_DE,meta_keywords.de_DE,meta_description.de_DE,new_from,new_to,name.en_US,url.en_US,description.en_US,meta_title.en_US,meta_description.en_US,color_code,meta_keywords.en_US,attribute_key_1,value_1,attribute_key_2,value_2,attribute_key_3,value_3,attribute_key_4,value_4,attribute_key_5,value_5,attribute_key_6,value_6,attribute_key_7,value_7,attribute_key_8,value_8
308-cer,2,M22397,Soennecken Kugelschreiber 3239 Nr.300 Edelstahl Großraummine blau,/de/soennecken-kugelschreiber-3239-nr-300-edelstahl-grossraummine-blau-M22397,0,"Mit auswechselbarer, langlebiger Großraummine. Drücker, Gehäusespitze und Zierring aus Metall mattverchromt.<p>* Typbezeichnung der Strichstärke: M * Schreibfarbe: blau * Typbezeichnung der Mine: EXPRESS 735 * Mine auswechselbar * Druckmechanik * Ausführung der Griffzone: rund",Tax Exempt,,,"Mit auswechselbarer, langlebiger Großraummine. Drücker, Gehäusespitze und Zierring aus Metall mattverchromt.<p>* Typbezeichnung der Strichstärke: M * Schreibfarbe: blau * Typbezeichnung der Mine: EXPRESS 735 * Mine auswechselbar * Druckmechanik * Ausführung der Griffzone: rund",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/soennecken-kugelschreiber-3239-nr-300-edelstahl-grossraummine-blau-M22397,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M22613,Soennecken Einwegkugelschreiber Nr.1 M 10 St./Pack.,/de/soennecken-einwegkugelschreiber-nr-1-m-10-st-pack-M22613,0,"Sechseckiger Kunststoffschaft in weiß. Gehäusekanten und Kappe mit Clip in der Minenfarbe.<p>* Typbezeichnung der Strichstärke: M * Kappenmodell * dokumentenecht * Material des Schaftes: Kunststoff * Farbe des Schaftes: weiß/blau, weiß/grün, weiß/rot, weiß/schwarz * 10 St./Pack.",Tax Exempt,,,"Sechseckiger Kunststoffschaft in weiß. Gehäusekanten und Kappe mit Clip in der Minenfarbe.<p>* Typbezeichnung der Strichstärke: M * Kappenmodell * dokumentenecht * Material des Schaftes: Kunststoff * Farbe des Schaftes: weiß/blau, weiß/grün, weiß/rot, weiß/schwarz * 10 St./Pack.",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/soennecken-einwegkugelschreiber-nr-1-m-10-st-pack-M22613,,,,,,stueck_pro_packung,10,,,,,,,,,,,,,,
308-cer,2,M22797,Soennecken Kugelschreiber Nr.180 Druckmechanik M,/de/soennecken-kugelschreiber-nr-180-druckmechanik-m-M22797,0,"ISO 12757-2H geprüft. Mit rutschsicherer Griffzone.<p>* Typbezeichnung der Strichstärke: M * Typbezeichnung der Mine: G2 Großraummine * Mine auswechselbar * Druckmechanik * dokumentenecht * Ausführung der Griffzone: gummiert, weich",Tax Exempt,,,"ISO 12757-2H geprüft. Mit rutschsicherer Griffzone.<p>* Typbezeichnung der Strichstärke: M * Typbezeichnung der Mine: G2 Großraummine * Mine auswechselbar * Druckmechanik * dokumentenecht * Ausführung der Griffzone: gummiert, weich",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/soennecken-kugelschreiber-nr-180-druckmechanik-m-M22797,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23067,Kugelschreiberständer Mod. 1 Metall silber/schwarz,/de/kugelschreiberstaender-mod-1-metall-silber-schwarz-M23067,0,,Tax Exempt,,,,2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/kugelschreiberstaender-mod-1-metall-silber-schwarz-M23067,,,,,,produkttypbezeichnung,Mod. 1,,,,,,,,,,,,,,
308-cer,2,M23432,"Schneider Druckkugelschreiber K20 ICY COLOURS M 0,6mm",/de/schneider-druckkugelschreiber-k20-icy-colours-m-0-6mm-M23432,0,"In Transparent-Farbtönen mit leicht gewölbtem Korpus.<p>* Strichstärke: 0,5 mm * Typbezeichnung der Mine: Slider 774 * Mine auswechselbar * Druckmechanik * dokumentenecht * Ausführung der Griffzone: rund * Material der Spitze: Edelstahl",Tax Exempt,,,"In Transparent-Farbtönen mit leicht gewölbtem Korpus.<p>* Strichstärke: 0,5 mm * Typbezeichnung der Mine: Slider 774 * Mine auswechselbar * Druckmechanik * dokumentenecht * Ausführung der Griffzone: rund * Material der Spitze: Edelstahl",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-druckkugelschreiber-k20-icy-colours-m-0-6mm-M23432,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23436,"Schneider Druckkugelschreiber LOOX M 0,6mm Druckmechanik",/de/schneider-druckkugelschreiber-loox-m-0-6mm-druckmechanik-M23436,0,,Tax Exempt,,,,2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-druckkugelschreiber-loox-m-0-6mm-druckmechanik-M23436,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23438,"Schneider Druckkugelschreiber K 3 Biosafe M 0,6mm",/de/schneider-druckkugelschreiber-k-3-biosafe-m-0-6mm-M23438,0,,Tax Exempt,,,,2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-druckkugelschreiber-k-3-biosafe-m-0-6mm-M23438,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23440,Schneider Kugelschreiber Slider M 1mm Kappenmodell,/de/schneider-kugelschreiber-slider-m-1mm-kappenmodell-M23440,0,"Kugelschreiber Slider - Der ultraschnelle Gleiter. Leichtschreiber mit innovativer ViscoGlide®-Technologie für sofortiges Anschreiben und eine intensive Schrift. Kunststoffschaft mit gummierter Soft-Grip-Zone. Trocknet auch ohne die umsteckbare Kappe nicht ein. Schreibfarbe schwarz ist wasserfest und dokumentenecht (ISO 12757-2).<p>* Strichstärke: 0,5 mm * Kappenmodell * dokumentenecht * Ausführung der Griffzone: gummiert",Tax Exempt,,,"Kugelschreiber Slider - Der ultraschnelle Gleiter. Leichtschreiber mit innovativer ViscoGlide®-Technologie für sofortiges Anschreiben und eine intensive Schrift. Kunststoffschaft mit gummierter Soft-Grip-Zone. Trocknet auch ohne die umsteckbare Kappe nicht ein. Schreibfarbe schwarz ist wasserfest und dokumentenecht (ISO 12757-2).<p>* Strichstärke: 0,5 mm * Kappenmodell * dokumentenecht * Ausführung der Griffzone: gummiert",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-kugelschreiber-slider-m-1mm-kappenmodell-M23440,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23441,"Schneider Kugelschreiber Slider XB 1,4mm Kappenmodell",/de/schneider-kugelschreiber-slider-xb-1-4mm-kappenmodell-M23441,0,"Kugelschreiber Slider - Der ultraschnelle Gleiter. Leichtschreiber mit innovativer ViscoGlide®-Technologie für sofortiges Anschreiben und eine intensive Schrift. Kunststoffschaft mit gummierter Soft-Grip-Zone. Trocknet auch ohne die umsteckbare Kappe nicht ein. Schreibfarbe schwarz ist wasserfest und dokumentenecht (ISO 12757-2).<p>* Strichstärke: 0,7 mm * Kappenmodell * dokumentenecht * Ausführung der Griffzone: gummiert",Tax Exempt,,,"Kugelschreiber Slider - Der ultraschnelle Gleiter. Leichtschreiber mit innovativer ViscoGlide®-Technologie für sofortiges Anschreiben und eine intensive Schrift. Kunststoffschaft mit gummierter Soft-Grip-Zone. Trocknet auch ohne die umsteckbare Kappe nicht ein. Schreibfarbe schwarz ist wasserfest und dokumentenecht (ISO 12757-2).<p>* Strichstärke: 0,7 mm * Kappenmodell * dokumentenecht * Ausführung der Griffzone: gummiert",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-kugelschreiber-slider-xb-1-4mm-kappenmodell-M23441,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23450,"Schneider Kugelschreiber Slider Edge 152201 0,7mm Kappenmodell sw",/de/schneider-kugelschreiber-slider-edge-152201-0-7mm-kappenmodell-sw-M23450,0,"Kugelschreiber mit Viscoglide®-Technologie für außergewöhnlich leichtes und gleitendes Schreiben. Der großzügig gummierte Schaft im Dreikant-Profil sorgt für eine entspannte und sichere Schreibhaltung ohne die Hand zu ermüden. Die Kappe ist umsteckbar. Die verschleißfeste Edelstahlspitze garantiert, dass der große Tintenvorrat dauerhaft und sauber bis zum Schluss genutzt werden kann. Die Schrift trocknet schnell - auch auf glattem Papier - und bleibt selbst bei anschließendem Markieren mit Textmarkern wischfest.<p>* Strichstärke: 0,7 mm * Kappenmodell * dokumentenecht * Ausführung der Griffzone: gummiert, dreikant",Tax Exempt,,,"Kugelschreiber mit Viscoglide®-Technologie für außergewöhnlich leichtes und gleitendes Schreiben. Der großzügig gummierte Schaft im Dreikant-Profil sorgt für eine entspannte und sichere Schreibhaltung ohne die Hand zu ermüden. Die Kappe ist umsteckbar. Die verschleißfeste Edelstahlspitze garantiert, dass der große Tintenvorrat dauerhaft und sauber bis zum Schluss genutzt werden kann. Die Schrift trocknet schnell - auch auf glattem Papier - und bleibt selbst bei anschließendem Markieren mit Textmarkern wischfest.<p>* Strichstärke: 0,7 mm * Kappenmodell * dokumentenecht * Ausführung der Griffzone: gummiert, dreikant",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-kugelschreiber-slider-edge-152201-0-7mm-kappenmodell-sw-M23450,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23451,"Schneider Kugelschreiber Slider Edge 0,7mm Kappenmodell",/de/schneider-kugelschreiber-slider-edge-0-7mm-kappenmodell-M23451,0,"Kugelschreiber mit Viscoglide®-Technologie für außergewöhnlich leichtes und gleitendes Schreiben. Der großzügig gummierte Schaft im Dreikant-Profil sorgt für eine entspannte und sichere Schreibhaltung ohne die Hand zu ermüden. Die Kappe ist umsteckbar. Die verschleißfeste Edelstahlspitze garantiert, dass der große Tintenvorrat dauerhaft und sauber bis zum Schluss genutzt werden kann. Die Schrift trocknet schnell - auch auf glattem Papier - und bleibt selbst bei anschließendem Markieren mit Textmarkern wischfest.<p>* Strichstärke: 0,7 mm * Kappenmodell * Ausführung der Griffzone: gummiert, dreikant",Tax Exempt,,,"Kugelschreiber mit Viscoglide®-Technologie für außergewöhnlich leichtes und gleitendes Schreiben. Der großzügig gummierte Schaft im Dreikant-Profil sorgt für eine entspannte und sichere Schreibhaltung ohne die Hand zu ermüden. Die Kappe ist umsteckbar. Die verschleißfeste Edelstahlspitze garantiert, dass der große Tintenvorrat dauerhaft und sauber bis zum Schluss genutzt werden kann. Die Schrift trocknet schnell - auch auf glattem Papier - und bleibt selbst bei anschließendem Markieren mit Textmarkern wischfest.<p>* Strichstärke: 0,7 mm * Kappenmodell * Ausführung der Griffzone: gummiert, dreikant",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-kugelschreiber-slider-edge-0-7mm-kappenmodell-M23451,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23454,"Schneider Tintenroller XTRA 805 M 0,5mm Kappenmodell",/de/schneider-tintenroller-xtra-805-m-0-5mm-kappenmodell-M23454,0,"Mit Röhrchenspitze aus Edelstahl. Perfekt dosierter Tintenfluss durch Reglertechnik. Kann aufgrund der Cap-Off-Tinte mehrere Tage offen liegen (z. B. über das Wochenende) ohne einzutrocknen. Kappe mit Kunststoff-Clip.<p>* Strichstärke: 0,5 mm * Rundspitze * Bezeichnung der Schreibflüssigkeit: Tinte * Mine auswechselbar * Kappenmodell * Ausführung der Griffzone: gummiert * dokumentenecht * Material der Spitze: Edelstahl",Tax Exempt,,,"Mit Röhrchenspitze aus Edelstahl. Perfekt dosierter Tintenfluss durch Reglertechnik. Kann aufgrund der Cap-Off-Tinte mehrere Tage offen liegen (z. B. über das Wochenende) ohne einzutrocknen. Kappe mit Kunststoff-Clip.<p>* Strichstärke: 0,5 mm * Rundspitze * Bezeichnung der Schreibflüssigkeit: Tinte * Mine auswechselbar * Kappenmodell * Ausführung der Griffzone: gummiert * dokumentenecht * Material der Spitze: Edelstahl",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-tintenroller-xtra-805-m-0-5mm-kappenmodell-M23454,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23455,"Schneider Tintenroller Xtra 823 0,3mm Kappenmodell",/de/schneider-tintenroller-xtra-823-0-3mm-kappenmodell-M23455,0,"Perfekt dosierter Tintenfluss durch Reglertechnik. Kann aufgrund der Cap-Off-Tinte mehrere Tage offen liegen (z. B. über das Wochenende), ohne einzutrocknen.<p>* Strichstärke: 0,3 mm * Rundspitze * Bezeichnung der Schreibflüssigkeit: Tinte * Mine auswechselbar * Kappenmodell * Ausführung der Griffzone: gummiert * dokumentenecht * Material der Spitze: Edelstahl",Tax Exempt,,,"Perfekt dosierter Tintenfluss durch Reglertechnik. Kann aufgrund der Cap-Off-Tinte mehrere Tage offen liegen (z. B. über das Wochenende), ohne einzutrocknen.<p>* Strichstärke: 0,3 mm * Rundspitze * Bezeichnung der Schreibflüssigkeit: Tinte * Mine auswechselbar * Kappenmodell * Ausführung der Griffzone: gummiert * dokumentenecht * Material der Spitze: Edelstahl",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-tintenroller-xtra-823-0-3mm-kappenmodell-M23455,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23456,"Schneider Kugelschreiber HAPTIFY 135301 M 0,5mm schwarz",/de/schneider-kugelschreiber-haptify-135301-m-0-5mm-schwarz-M23456,0,"Für eine ideale Haltung der Hand. Sein modernes Design hebt sich vom Durchschnitt ab. Mit revolutionärer ViscoGlide®-Technology.<p>* Strichstärke: 0,5 mm * Typbezeichnung der Strichstärke: M * Schreibfarbe: schwarz * Typbezeichnung der Mine: Slider 757 * Mine auswechselbar * Druckmechanik * dokumentenecht * Ausführung der Griffzone: ergonomisch, dreikant, gummiert * Material der Spitze: Edelstahl",Tax Exempt,,,"Für eine ideale Haltung der Hand. Sein modernes Design hebt sich vom Durchschnitt ab. Mit revolutionärer ViscoGlide®-Technology.<p>* Strichstärke: 0,5 mm * Typbezeichnung der Strichstärke: M * Schreibfarbe: schwarz * Typbezeichnung der Mine: Slider 757 * Mine auswechselbar * Druckmechanik * dokumentenecht * Ausführung der Griffzone: ergonomisch, dreikant, gummiert * Material der Spitze: Edelstahl",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-kugelschreiber-haptify-135301-m-0-5mm-schwarz-M23456,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23457,"Schneider Kugelschreiber HAPTIFY M 0,5mm",/de/schneider-kugelschreiber-haptify-m-0-5mm-M23457,0,"Für eine ideale Haltung der Hand. Sein modernes Design hebt sich vom Durchschnitt ab. Mit revolutionärer ViscoGlide®-Technology.<p>* Strichstärke: 0,5 mm * Typbezeichnung der Strichstärke: M * Schreibfarbe: blau * Typbezeichnung der Mine: Slider 757 * Mine auswechselbar * Druckmechanik * dokumentenecht * Ausführung der Griffzone: ergonomisch, dreikant, gummiert * Material der Spitze: Edelstahl",Tax Exempt,,,"Für eine ideale Haltung der Hand. Sein modernes Design hebt sich vom Durchschnitt ab. Mit revolutionärer ViscoGlide®-Technology.<p>* Strichstärke: 0,5 mm * Typbezeichnung der Strichstärke: M * Schreibfarbe: blau * Typbezeichnung der Mine: Slider 757 * Mine auswechselbar * Druckmechanik * dokumentenecht * Ausführung der Griffzone: ergonomisch, dreikant, gummiert * Material der Spitze: Edelstahl",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-kugelschreiber-haptify-m-0-5mm-M23457,,,,,,,,,,,,,,,,,,,,,
308-cer,2,M23459,Schneider Kugelschreiber Slider XB   6 St./Pack.,/de/schneider-kugelschreiber-slider-xb-6-st-pack-M23459,0,"Kugelschreiber Slider - Der ultraschnelle Gleiter. Leichtschreiber mit innovativer ViscoGlide®-Technologie für sofortiges Anschreiben und eine intensive Schrift. Trocknet auch ohne die umsteckbare Kappe nicht ein.<p>* Strichstärke: 0,7 mm * Typbezeichnung der Mine: Standard Mine * Kappenmodell * Ausführung der Griffzone: gummiert * inkl. Schneider Durckkugelschreiber Slider * 6 St./Pack.",Tax Exempt,,,"Kugelschreiber Slider - Der ultraschnelle Gleiter. Leichtschreiber mit innovativer ViscoGlide®-Technologie für sofortiges Anschreiben und eine intensive Schrift. Trocknet auch ohne die umsteckbare Kappe nicht ein.<p>* Strichstärke: 0,7 mm * Typbezeichnung der Mine: Standard Mine * Kappenmodell * Ausführung der Griffzone: gummiert * inkl. Schneider Durckkugelschreiber Slider * 6 St./Pack.",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-kugelschreiber-slider-xb-6-st-pack-M23459,,,,,,stueck_pro_packung,6,,,,,,,,,,,,,,
308-cer,2,M23460,"Schneider Mehrfarbkugelschreiber 7115 XB 0,6mm Druckmechanik Metall",/de/schneider-mehrfarbkugelschreiber-7115-xb-0-6mm-druckmechanik-metall-M23460,0,"Minentyp: Schneider-Mine 56. Anzahl der Minen: 4 Minen.<p>* Strichstärke: 0,6 mm * rot, blau, grün, schwarz * Typbezeichnung der Mine: 56 * Mine auswechselbar * Druckmechanik * dokumentenecht * Material des Schaftes: Metall * Farbe des Schaftes: silber * 4 Minen",Tax Exempt,,,"Minentyp: Schneider-Mine 56. Anzahl der Minen: 4 Minen.<p>* Strichstärke: 0,6 mm * rot, blau, grün, schwarz * Typbezeichnung der Mine: 56 * Mine auswechselbar * Druckmechanik * dokumentenecht * Material des Schaftes: Metall * Farbe des Schaftes: silber * 4 Minen",2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/schneider-mehrfarbkugelschreiber-7115-xb-0-6mm-druckmechanik-metall-M23460,,,,,,,,,,,,,,,,,,,,,
310-cer,2,M22398,Soennecken Textmarker 2-5mm Keilspitze,/de/soennecken-textmarker-2-5mm-keilspitze-M22398,0,Für alle gängigen Normal- und Spezialpapiere. Keilspitze markiert in 3 Breiten. Hohe Markierleistung. Kappe in Schreibfarbe. Farbe des Schaftes: schwarz.<p>* Strichstärke: 2-5 mm * Keilspitze * Bezeichnung der Schreibflüssigkeit: Universaltinte auf Wasserbasis,Tax Exempt,,,Für alle gängigen Normal- und Spezialpapiere. Keilspitze markiert in 3 Breiten. Hohe Markierleistung. Kappe in Schreibfarbe. Farbe des Schaftes: schwarz.<p>* Strichstärke: 2-5 mm * Keilspitze * Bezeichnung der Schreibflüssigkeit: Universaltinte auf Wasserbasis,2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/soennecken-textmarker-2-5mm-keilspitze-M22398,,,,,,,,,,,,,,,,,,,,,
310-cer,2,M22663,Soennecken Permanentmarker 4mm Rundspitze,/de/soennecken-permanentmarker-4mm-rundspitze-M22663,0,,Tax Exempt,,,,2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/soennecken-permanentmarker-4mm-rundspitze-M22663,,,,,,,,,,,,,,,,,,,,,
310-cer,2,M22664,Soennecken Permanentmarker 1-4mm Keilspitze,/de/soennecken-permanentmarker-1-4mm-keilspitze-M22664,0,,Tax Exempt,,,,2018-08-01 00:00:00.000000,2018-08-31 00:00:00.000000,,/en/soennecken-permanentmarker-1-4mm-keilspitze-M22664,,,,,,,,,,,,,,,,,,,,,
