"concrete_sku","name","quantity","is_never_out_of_stock","is_bundle"
"100286","Warehouse2",50,0,0
"107059","Warehouse1",50,1,0
"107058","Warehouse1",50,1,0
"107057","Warehouse1",50,1,0
"107065","Warehouse1",50,1,0
"400075","Warehouse2",50,0,0
"400075","Warehouse1",50,1,0
"400075","Warehouse2",50,0,0
"403124","Warehouse1",50,1,0
"400435","Warehouse2",50,0,0
"400435","Warehouse1",50,1,0
"400435","Warehouse2",50,0,0
"100187","Warehouse2",50,0,0
"100187","Warehouse1",50,1,0
"100187","Warehouse2",50,0,0
"100556","Warehouse1",50,1,0
"100555","Warehouse1",50,1,0
"508155","Warehouse2",50,0,0
"508155","Warehouse1",50,1,0
"508155","Warehouse2",50,0,0
"100289","Warehouse2",50,0,0
"100289","Warehouse1",50,1,0
"100289","Warehouse2",50,0,0
"103839","Warehouse2",50,0,0
"103839","Warehouse1",50,1,0
"103839","Warehouse2",50,0,0
"103837","Warehouse2",50,0,0
"103837","Warehouse1",50,1,0
"103837","Warehouse2",50,0,0
"508089","Warehouse2",50,1,0
"508089","Warehouse2",50,1,0
"508089","Warehouse2",50,1,0
"508089","Warehouse1",50,1,0
"508089","Warehouse2",50,1,0
"508323","Warehouse2",50,1,0
"508323","Warehouse2",50,1,0
"508323","Warehouse1",50,1,0
"101087","Warehouse1",50,1,0
"543027","Warehouse1",50,1,0
"543029","Warehouse1",50,1,0
"101942","Warehouse1",50,1,0
"100152","Warehouse2",50,0,0
"100152","Warehouse1",50,1,0
"100152","Warehouse2",50,0,0
"574994","Warehouse1",50,1,0
"575000","Warehouse1",50,1,0
"575006","Warehouse1",50,1,0
"575012","Warehouse1",50,1,0
"574997","Warehouse1",50,1,0
"575003","Warehouse1",50,1,0
"575009","Warehouse1",50,1,0
"575015","Warehouse1",50,1,0
"575001","Warehouse1",50,1,0
"575007","Warehouse1",50,1,0
"100169","Warehouse2",50,0,0
"100169","Warehouse1",50,1,0
"100169","Warehouse2",50,0,0
"575010","Warehouse1",50,1,0
"574998","Warehouse1",50,1,0
"575016","Warehouse1",50,1,0
"421781","Warehouse2",50,0,0
"421781","Warehouse1",50,1,0
"421770","Warehouse1",50,1,0
"422522","Warehouse2",50,0,0
"422522","Warehouse1",50,1,0
"422526","Warehouse2",50,0,0
"422526","Warehouse1",50,1,0
"422602","Warehouse1",50,1,0
"423103","Warehouse2",50,0,0
"423103","Warehouse1",50,1,0
"420568","Warehouse2",50,0,0
"420568","Warehouse1",50,1,0
"420831","Warehouse2",50,0,0
"420831","Warehouse1",50,1,0
"420830","Warehouse2",50,0,0
"420830","Warehouse1",50,1,0
"420834","Warehouse2",50,0,0
"420834","Warehouse1",50,1,0
"420833","Warehouse2",50,1,0
"420833","Warehouse1",50,1,0
"424453","Warehouse2",50,0,0
"424453","Warehouse1",50,1,0
"425138","Warehouse2",50,0,0
"425138","Warehouse1",50,1,0
"427912","Warehouse2",50,0,0
"427912","Warehouse1",50,1,0
"424452","Warehouse2",50,0,0
"424452","Warehouse1",50,1,0
"575004","Warehouse1",50,1,0
"574968","Warehouse1",50,1,0
"422525","Warehouse2",50,0,0
"422525","Warehouse1",50,1,0
"422520","Warehouse2",50,0,0
"422520","Warehouse1",50,1,0
"424451","Warehouse2",50,0,0
"424451","Warehouse1",50,1,0
"424494","Warehouse2",50,1,0
"424494","Warehouse1",50,1,0
"1001453","Warehouse1",50,1,0
"1001454","Warehouse1",50,1,0
"1001455","Warehouse1",50,1,0
"1001456","Warehouse1",50,1,0
"1001457","Warehouse1",50,1,0
"1001458","Warehouse1",50,1,0
"1001459","Warehouse1",50,1,0
"1001460","Warehouse1",50,1,0
"1001461","Warehouse1",50,1,0
"1001462","Warehouse1",50,1,0
"100268","Warehouse2",50,0,0
"100268","Warehouse1",50,1,0
"100268","Warehouse2",50,0,0
"575013","Warehouse1",50,1,0
"517629","Warehouse1",50,1,0
"101100","Warehouse1",50,1,0
"101101","Warehouse1",50,1,0
"104912","Warehouse1",50,1,0
"104912","Warehouse2",50,0,0
"104912","Warehouse2",50,0,0
"104912","Warehouse2",50,0,0
"104912","Warehouse2",50,0,0
"104913","Warehouse1",50,1,0
"104913","Warehouse2",50,0,0
"104913","Warehouse2",50,0,0
"104913","Warehouse2",50,0,0
"104913","Warehouse2",50,0,0
"104938","Warehouse1",50,1,0
"104938","Warehouse2",50,0,0
"104938","Warehouse2",50,0,0
"104938","Warehouse2",50,0,0
"104938","Warehouse2",50,0,0
"104937","Warehouse1",50,1,0
"104937","Warehouse2",50,0,0
"104937","Warehouse2",50,0,0
"104937","Warehouse2",50,0,0
"104937","Warehouse2",50,0,0
"104917","Warehouse1",50,1,0
"104911","Warehouse1",50,1,0
"104940","Warehouse1",50,1,0
"104940","Warehouse2",50,0,0
"104940","Warehouse2",50,0,0
"104940","Warehouse2",50,0,0
"104940","Warehouse2",50,0,0
"104939","Warehouse1",50,1,0
"100664","Warehouse2",50,0,0
"100664","Warehouse2",50,0,0
"100664","Warehouse1",50,1,0
"100664","Warehouse2",50,0,0
"100664","Warehouse2",50,0,0
"100667","Warehouse1",50,1,0
"104512","Warehouse2",50,0,0
"104512","Warehouse2",50,0,0
"104512","Warehouse1",50,1,0
"104512","Warehouse2",50,0,0
"104512","Warehouse2",50,0,0
"104513","Warehouse2",50,0,0
"104513","Warehouse2",50,0,0
"104513","Warehouse1",50,1,0
"104513","Warehouse2",50,0,0
"104513","Warehouse2",50,0,0
"104514","Warehouse2",50,0,0
"104514","Warehouse2",50,0,0
"104514","Warehouse1",50,1,0
"104514","Warehouse2",50,0,0
"104514","Warehouse2",50,0,0
"104515","Warehouse2",50,0,0
"104515","Warehouse2",50,0,0
"104515","Warehouse1",50,1,0
"104515","Warehouse2",50,0,0
"104515","Warehouse2",50,0,0
"104516","Warehouse2",50,0,0
"104516","Warehouse2",50,0,0
"104516","Warehouse1",50,1,0
"104516","Warehouse2",50,0,0
"104516","Warehouse2",50,0,0
"104517","Warehouse2",50,0,0
"104517","Warehouse2",50,0,0
"104517","Warehouse1",50,1,0
"104517","Warehouse2",50,0,0
"104517","Warehouse2",50,0,0
"1000498","Warehouse1",50,1,0
"1000497","Warehouse1",50,1,0
"1000318","Warehouse1",50,1,0
"1000319","Warehouse1",50,1,0
"1000463","Warehouse1",50,1,0
"1000464","Warehouse1",50,1,0
"1000461","Warehouse1",50,1,0
"1000462","Warehouse1",50,1,0
"1000502","Warehouse1",50,1,0
"1000503","Warehouse1",50,1,0
"1000592","Warehouse1",50,1,0
"1000593","Warehouse1",50,1,0
"1000594","Warehouse1",50,1,0
"1000595","Warehouse1",50,1,0
"500943","Warehouse1",50,1,0
"500943","Warehouse2",50,1,0
"500943","Warehouse2",50,1,0
"500943","Warehouse2",50,1,0
"500943","Warehouse2",50,1,0
"101454","Warehouse1",50,1,0
"101454","Warehouse2",50,1,0
"101454","Warehouse2",50,1,0
"101454","Warehouse2",50,1,0
"101454","Warehouse2",50,1,0
"512082","Warehouse1",50,1,0
"512082","Warehouse2",50,1,0
"512082","Warehouse2",50,1,0
"512082","Warehouse2",50,1,0
"512082","Warehouse2",50,1,0
"500992","Warehouse2",50,0,0
"500992","Warehouse1",50,1,0
"500992","Warehouse2",50,0,0
"101866","Warehouse1",50,1,0
"101866","Warehouse2",50,1,0
"101866","Warehouse2",50,1,0
"101866","Warehouse2",50,1,0
"101866","Warehouse2",50,1,0
"101865","Warehouse1",50,1,0
"101865","Warehouse2",50,1,0
"101865","Warehouse2",50,1,0
"101865","Warehouse2",50,1,0
"101865","Warehouse2",50,1,0
"212440","Warehouse1",50,1,0
"212441","Warehouse1",50,1,0
"212443","Warehouse1",50,1,0
"212443","Warehouse2",50,0,0
"212443","Warehouse2",50,0,0
"212443","Warehouse2",50,0,0
"212443","Warehouse2",50,0,0
"212442","Warehouse1",50,1,0
"212442","Warehouse2",50,0,0
"212442","Warehouse2",50,0,0
"212442","Warehouse2",50,0,0
"212442","Warehouse2",50,0,0
"212445","Warehouse1",50,1,0
"212445","Warehouse2",50,0,0
"212445","Warehouse2",50,0,0
"212445","Warehouse2",50,0,0
"212445","Warehouse2",50,0,0
"101864","Warehouse1",50,1,0
"100682","Warehouse1",50,1,0
"100682","Warehouse2",50,0,0
"100682","Warehouse2",50,0,0
"100682","Warehouse2",50,0,0
"100682","Warehouse2",50,0,0
"104074","Warehouse1",50,1,0
"104074","Warehouse2",50,0,0
"104074","Warehouse2",50,0,0
"104074","Warehouse2",50,0,0
"104074","Warehouse2",50,0,0
"212446","Warehouse1",50,1,0
"212446","Warehouse2",50,0,0
"212446","Warehouse2",50,0,0
"212446","Warehouse2",50,0,0
"212446","Warehouse2",50,1,0
"100684","Warehouse1",50,1,0
"100684","Warehouse2",50,0,0
"100684","Warehouse2",50,0,0
"100684","Warehouse2",50,0,0
"100684","Warehouse2",50,0,0
"464004","Warehouse1",50,1,0
"463995","Warehouse1",50,1,0
"463993","Warehouse1",50,1,0
"463994","Warehouse1",50,1,0
"464007","Warehouse1",50,1,0
"573885","Warehouse1",50,1,0
"573885","Warehouse2",50,1,0
"573885","Warehouse2",50,1,0
"573885","Warehouse2",50,1,0
"573885","Warehouse2",50,1,0
"573886","Warehouse1",50,1,0
"573886","Warehouse2",50,1,0
"573886","Warehouse2",50,1,0
"573886","Warehouse2",50,1,0
"573886","Warehouse2",50,1,0
"574600","Warehouse1",50,1,0
"574600","Warehouse2",50,1,0
"574600","Warehouse2",50,1,0
"574600","Warehouse2",50,1,0
"574600","Warehouse2",50,1,0
"212447","Warehouse1",50,1,0
"212447","Warehouse2",50,0,0
"212447","Warehouse2",50,0,0
"212447","Warehouse2",50,0,0
"212447","Warehouse2",50,1,0
"101509","Warehouse1",50,1,0
"575194","Warehouse1",50,1,0
"575194","Warehouse2",50,1,0
"575194","Warehouse2",50,1,0
"575194","Warehouse2",50,1,0
"575194","Warehouse2",50,1,0
"575192","Warehouse1",50,1,0
"575192","Warehouse2",50,1,0
"575192","Warehouse2",50,1,0
"575192","Warehouse2",50,1,0
"575192","Warehouse2",50,1,0
"575054","Warehouse1",50,1,0
"575054","Warehouse2",50,1,0
"575054","Warehouse2",50,1,0
"575054","Warehouse2",50,1,0
"575054","Warehouse2",50,1,0
"506666","Warehouse1",50,1,0
"506666","Warehouse2",50,1,0
"506666","Warehouse2",50,1,0
"506666","Warehouse2",50,1,0
"506666","Warehouse2",50,1,0
"506669","Warehouse1",50,1,0
"506669","Warehouse2",50,1,0
"506669","Warehouse2",50,1,0
"506669","Warehouse2",50,1,0
"506669","Warehouse2",50,1,0
"506670","Warehouse1",50,1,0
"506670","Warehouse2",50,1,0
"506670","Warehouse2",50,1,0
"506670","Warehouse2",50,1,0
"506670","Warehouse2",50,1,0
"410110","Warehouse1",50,1,0
"410110","Warehouse2",50,1,0
"410110","Warehouse2",50,1,0
"410110","Warehouse2",50,1,0
"410110","Warehouse2",50,1,0
"410111","Warehouse1",50,1,0
"410111","Warehouse2",50,1,0
"410111","Warehouse2",50,1,0
"410111","Warehouse2",50,1,0
"410111","Warehouse2",50,1,0
"410105","Warehouse1",50,1,0
"410105","Warehouse2",50,1,0
"410105","Warehouse2",50,1,0
"410105","Warehouse2",50,1,0
"410105","Warehouse2",50,1,0
"410079","Warehouse1",50,1,0
"410079","Warehouse2",50,1,0
"410079","Warehouse2",50,1,0
"410079","Warehouse2",50,1,0
"410079","Warehouse2",50,1,0
"410084","Warehouse1",50,1,0
"410084","Warehouse2",50,1,0
"410084","Warehouse2",50,1,0
"410084","Warehouse2",50,1,0
"410084","Warehouse2",50,1,0
"410085","Warehouse1",50,1,0
"410085","Warehouse2",50,1,0
"410085","Warehouse2",50,1,0
"410085","Warehouse2",50,1,0
"410085","Warehouse2",50,1,0
"410086","Warehouse1",50,1,0
"410086","Warehouse2",50,1,0
"410086","Warehouse2",50,1,0
"410086","Warehouse2",50,1,0
"410086","Warehouse2",50,1,0
"410087","Warehouse1",50,1,0
"410087","Warehouse2",50,1,0
"410087","Warehouse2",50,1,0
"410087","Warehouse2",50,1,0
"410087","Warehouse2",50,1,0
"410088","Warehouse1",50,1,0
"410088","Warehouse2",50,1,0
"410088","Warehouse2",50,1,0
"410088","Warehouse2",50,1,0
"410088","Warehouse2",50,1,0
"410092","Warehouse1",50,1,0
"410092","Warehouse2",50,1,0
"410092","Warehouse2",50,1,0
"410092","Warehouse2",50,1,0
"410092","Warehouse2",50,1,0
"410093","Warehouse1",50,1,0
"410093","Warehouse2",50,1,0
"410093","Warehouse2",50,1,0
"410093","Warehouse2",50,1,0
"410093","Warehouse2",50,1,0
"410094","Warehouse1",50,1,0
"410094","Warehouse2",50,1,0
"410094","Warehouse2",50,1,0
"410094","Warehouse2",50,1,0
"410094","Warehouse2",50,1,0
"410095","Warehouse1",50,1,0
"410095","Warehouse2",50,1,0
"410095","Warehouse2",50,1,0
"410095","Warehouse2",50,1,0
"410095","Warehouse2",50,1,0
"410096","Warehouse1",50,1,0
"410096","Warehouse2",50,1,0
"410096","Warehouse2",50,1,0
"410096","Warehouse2",50,1,0
"410096","Warehouse2",50,1,0
"410097","Warehouse1",50,1,0
"410097","Warehouse2",50,1,0
"410097","Warehouse2",50,1,0
"410097","Warehouse2",50,1,0
"410097","Warehouse2",50,1,0
"410098","Warehouse1",50,1,0
"410098","Warehouse2",50,1,0
"410098","Warehouse2",50,1,0
"410098","Warehouse2",50,1,0
"410098","Warehouse2",50,1,0
"508166","Warehouse1",50,1,0
"508166","Warehouse2",50,1,0
"508166","Warehouse2",50,1,0
"508166","Warehouse2",50,1,0
"508166","Warehouse2",50,1,0
"508167","Warehouse1",50,1,0
"508167","Warehouse2",50,1,0
"508167","Warehouse2",50,1,0
"508167","Warehouse2",50,1,0
"508167","Warehouse2",50,1,0
"500345","Warehouse1",50,1,0
"500345","Warehouse2",50,1,0
"500345","Warehouse2",50,1,0
"500345","Warehouse2",50,1,0
"500345","Warehouse2",50,1,0
"508164","Warehouse1",50,1,0
"508164","Warehouse2",50,1,0
"508164","Warehouse2",50,1,0
"508164","Warehouse2",50,1,0
"508164","Warehouse2",50,1,0
"508165","Warehouse1",50,1,0
"508165","Warehouse2",50,1,0
"508165","Warehouse2",50,1,0
"508165","Warehouse2",50,1,0
"508165","Warehouse2",50,1,0
"506720","Warehouse1",50,1,0
"506720","Warehouse2",50,1,0
"506720","Warehouse2",50,1,0
"506720","Warehouse2",50,1,0
"506720","Warehouse2",50,1,0
"507870","Warehouse1",50,1,0
"507870","Warehouse2",50,1,0
"507870","Warehouse2",50,1,0
"507870","Warehouse2",50,1,0
"507870","Warehouse2",50,1,0
"505529","Warehouse1",50,1,0
"505529","Warehouse2",50,1,0
"505529","Warehouse2",50,1,0
"505529","Warehouse2",50,1,0
"505529","Warehouse2",50,1,0
"508153","Warehouse1",50,1,0
"508153","Warehouse2",50,1,0
"508153","Warehouse2",50,1,0
"508153","Warehouse2",50,1,0
"508153","Warehouse2",50,1,0
"508159","Warehouse1",50,1,0
"508159","Warehouse2",50,1,0
"508159","Warehouse2",50,1,0
"508159","Warehouse2",50,1,0
"508159","Warehouse2",50,1,0
"575284","Warehouse1",50,1,0
"575284","Warehouse2",50,1,0
"575284","Warehouse2",50,1,0
"575284","Warehouse2",50,1,0
"575284","Warehouse2",50,1,0
"508162","Warehouse1",50,1,0
"508162","Warehouse2",50,1,0
"508162","Warehouse2",50,1,0
"508162","Warehouse2",50,1,0
"508162","Warehouse2",50,1,0
"508163","Warehouse1",50,1,0
"508163","Warehouse2",50,1,0
"508163","Warehouse2",50,1,0
"508163","Warehouse2",50,1,0
"508163","Warehouse2",50,1,0
"505531","Warehouse1",50,1,0
"505531","Warehouse2",50,1,0
"505531","Warehouse2",50,1,0
"505531","Warehouse2",50,1,0
"505531","Warehouse2",50,1,0
"505573","Warehouse1",50,1,0
"505573","Warehouse2",50,1,0
"505573","Warehouse2",50,1,0
"505573","Warehouse2",50,1,0
"505573","Warehouse2",50,1,0
"508187","Warehouse1",50,1,0
"508187","Warehouse2",50,1,0
"508187","Warehouse2",50,1,0
"508187","Warehouse2",50,1,0
"508187","Warehouse2",50,1,0
"508190","Warehouse1",50,1,0
"508190","Warehouse2",50,1,0
"508190","Warehouse2",50,1,0
"508190","Warehouse2",50,1,0
"508190","Warehouse2",50,1,0
"508150","Warehouse1",50,1,0
"508150","Warehouse2",50,1,0
"508150","Warehouse2",50,1,0
"508150","Warehouse2",50,1,0
"508150","Warehouse2",50,1,0
"505525","Warehouse1",50,1,0
"505525","Warehouse2",50,1,0
"505525","Warehouse2",50,1,0
"505525","Warehouse2",50,1,0
"505525","Warehouse2",50,1,0
"508148","Warehouse1",50,1,0
"508148","Warehouse2",50,1,0
"508148","Warehouse2",50,1,0
"508148","Warehouse2",50,1,0
"508148","Warehouse2",50,1,0
"574969","Warehouse1",50,1,0
"508152","Warehouse1",50,1,0
"508152","Warehouse2",50,1,0
"508152","Warehouse2",50,1,0
"508152","Warehouse2",50,1,0
"508152","Warehouse2",50,1,0
"508193","Warehouse1",50,1,0
"508193","Warehouse2",50,1,0
"508193","Warehouse2",50,1,0
"508193","Warehouse2",50,1,0
"508193","Warehouse2",50,1,0
"509067","Warehouse1",50,1,0
"509067","Warehouse2",50,1,0
"509067","Warehouse2",50,1,0
"509067","Warehouse2",50,1,0
"509067","Warehouse2",50,1,0
"500975","Warehouse1",50,1,0
"500975","Warehouse2",50,1,0
"500975","Warehouse2",50,1,0
"500975","Warehouse2",50,1,0
"500975","Warehouse2",50,1,0
"211635","Warehouse1",50,1,0
"211635","Warehouse2",50,1,0
"211635","Warehouse2",50,1,0
"211635","Warehouse2",50,1,0
"211635","Warehouse2",50,1,0
"508337","Warehouse1",50,1,0
"508337","Warehouse2",50,1,0
"508337","Warehouse2",50,1,0
"508337","Warehouse2",50,1,0
"508337","Warehouse2",50,1,0
"411513","Warehouse1",50,1,0
"411513","Warehouse2",50,1,0
"411513","Warehouse2",50,1,0
"411513","Warehouse2",50,1,0
"411513","Warehouse2",50,1,0
"411517","Warehouse1",50,1,0
"411517","Warehouse2",50,1,0
"411517","Warehouse2",50,1,0
"411517","Warehouse2",50,1,0
"411517","Warehouse2",50,1,0
"420520","Warehouse1",50,1,0
"420520","Warehouse2",50,1,0
"420686","Warehouse1",50,1,0
"420686","Warehouse2",50,1,0
"420685","Warehouse1",50,1,0
"420685","Warehouse2",50,1,0
"420687","Warehouse1",50,1,0
"420687","Warehouse2",50,1,0
"420688","Warehouse1",50,1,0
"420688","Warehouse2",50,1,0
"420689","Warehouse1",50,1,0
"420689","Warehouse2",50,1,0
"420691","Warehouse1",50,1,0
"420691","Warehouse2",50,1,0
"103234","Warehouse1",50,1,0
"420844","Warehouse1",50,1,0
"420844","Warehouse2",50,1,0
"420843","Warehouse1",50,1,0
"420843","Warehouse2",50,1,0
"421248","Warehouse1",50,1,0
"421248","Warehouse2",50,1,0
"421261","Warehouse1",50,1,0
"421261","Warehouse2",50,1,0
"421344","Warehouse1",50,1,0
"421344","Warehouse2",50,1,0
"421345","Warehouse1",50,1,0
"421345","Warehouse2",50,1,0
"421512","Warehouse1",50,1,0
"421512","Warehouse2",50,1,0
"421511","Warehouse1",50,1,0
"421511","Warehouse2",50,1,0
"421527","Warehouse1",50,1,0
"421527","Warehouse2",50,1,0
"421528","Warehouse1",50,1,0
"421528","Warehouse2",50,1,0
"421529","Warehouse1",50,1,0
"421529","Warehouse2",50,1,0
"421532","Warehouse1",50,1,0
"421532","Warehouse2",50,1,0
"421533","Warehouse1",50,1,0
"421533","Warehouse2",50,1,0
"421535","Warehouse1",50,1,0
"421535","Warehouse2",50,1,0
"421534","Warehouse1",50,1,0
"421534","Warehouse2",50,0,0
"421540","Warehouse1",50,1,0
"421540","Warehouse2",50,1,0
"421769","Warehouse1",50,1,0
"421769","Warehouse2",50,1,0
"421768","Warehouse1",50,1,0
"421768","Warehouse2",50,1,0
"107042","Warehouse1",50,1,0
"107391","Warehouse1",50,1,0
"100548","Warehouse1",50,1,0
"100548","Warehouse2",50,0,0
"100548","Warehouse2",50,0,0
"100548","Warehouse2",50,0,0
"100548","Warehouse2",50,0,0
"422521","Warehouse1",50,1,0
"422521","Warehouse2",50,1,0
"422523","Warehouse1",50,1,0
"422523","Warehouse2",50,0,0
"422524","Warehouse1",50,1,0
"422524","Warehouse2",50,1,0
"422599","Warehouse1",50,1,0
"422599","Warehouse2",50,1,0
"422601","Warehouse1",50,1,0
"422601","Warehouse2",50,1,0
"423383","Warehouse1",50,1,0
"423383","Warehouse2",50,1,0
"1000496","Warehouse1",50,1,0
"422723","Warehouse1",50,1,0
"422723","Warehouse2",50,1,0
"422725","Warehouse1",50,1,0
"422725","Warehouse2",50,1,0
"422742","Warehouse1",50,1,0
"422742","Warehouse2",50,1,0
"422741","Warehouse1",50,1,0
"422741","Warehouse2",50,1,0
"422844","Warehouse1",50,1,0
"422844","Warehouse2",50,1,0
"422780","Warehouse1",50,1,0
"422780","Warehouse2",50,1,0
"422856","Warehouse1",50,1,0
"422856","Warehouse2",50,1,0
"422855","Warehouse1",50,1,0
"422855","Warehouse2",50,1,0
"1000316","Warehouse1",50,1,0
"1000317","Warehouse1",50,1,0
"1000500","Warehouse1",50,1,0
"1000501","Warehouse1",50,1,0
"423237","Warehouse1",50,1,0
"423237","Warehouse2",50,1,0
"424372","Warehouse1",50,1,0
"424372","Warehouse2",50,1,0
"424378","Warehouse1",50,1,0
"424378","Warehouse2",50,1,0
"424371","Warehouse1",50,1,0
"424371","Warehouse2",50,1,0
"424370","Warehouse1",50,1,0
"424370","Warehouse2",50,1,0
"424385","Warehouse1",50,1,0
"424385","Warehouse2",50,1,0
"424383","Warehouse1",50,1,0
"424383","Warehouse2",50,1,0
"424382","Warehouse1",50,1,0
"424382","Warehouse2",50,1,0
"424384","Warehouse1",50,1,0
"424384","Warehouse2",50,1,0
"424398","Warehouse1",50,1,0
"424398","Warehouse2",50,1,0
"424399","Warehouse1",50,1,0
"424399","Warehouse2",50,1,0
"424396","Warehouse1",50,1,0
"424396","Warehouse2",50,1,0
"424400","Warehouse1",50,1,0
"424400","Warehouse2",50,1,0
"424402","Warehouse1",50,1,0
"424402","Warehouse2",50,1,0
"424401","Warehouse1",50,1,0
"424401","Warehouse2",50,1,0
"424404","Warehouse1",50,1,0
"424404","Warehouse2",50,1,0
"424409","Warehouse1",50,1,0
"424409","Warehouse2",50,1,0
"424455","Warehouse1",50,1,0
"424455","Warehouse2",50,1,0
"424454","Warehouse1",50,1,0
"424454","Warehouse2",50,1,0
"424410","Warehouse1",50,1,0
"424410","Warehouse2",50,1,0
"424411","Warehouse1",50,1,0
"424411","Warehouse2",50,1,0
"424430","Warehouse1",50,1,0
"424430","Warehouse2",50,1,0
"424433","Warehouse1",50,1,0
"424433","Warehouse2",50,1,0
"424432","Warehouse1",50,1,0
"424432","Warehouse2",50,1,0
"424431","Warehouse1",50,1,0
"424431","Warehouse2",50,1,0
"424443","Warehouse1",50,1,0
"424443","Warehouse2",50,1,0
"424445","Warehouse1",50,1,0
"424445","Warehouse2",50,1,0
"424446","Warehouse1",50,1,0
"424446","Warehouse2",50,1,0
"424448","Warehouse1",50,1,0
"424448","Warehouse2",50,1,0
"424447","Warehouse1",50,1,0
"424447","Warehouse2",50,1,0
"424449","Warehouse1",50,1,0
"424449","Warehouse2",50,1,0
"424450","Warehouse1",50,1,0
"424450","Warehouse2",50,1,0
"424462","Warehouse1",50,1,0
"424462","Warehouse2",50,1,0
"424463","Warehouse1",50,1,0
"424463","Warehouse2",50,1,0
"424464","Warehouse1",50,1,0
"424464","Warehouse2",50,1,0
"424466","Warehouse1",50,1,0
"424466","Warehouse2",50,1,0
"424467","Warehouse1",50,1,0
"424467","Warehouse2",50,1,0
"424468","Warehouse1",50,1,0
"424468","Warehouse2",50,1,0
"424465","Warehouse1",50,1,0
"424465","Warehouse2",50,1,0
"424470","Warehouse1",50,1,0
"424470","Warehouse2",50,1,0
"424471","Warehouse1",50,1,0
"424471","Warehouse2",50,1,0
"424469","Warehouse1",50,1,0
"424469","Warehouse2",50,1,0
"424490","Warehouse1",50,1,0
"424490","Warehouse2",50,1,0
"424489","Warehouse1",50,1,0
"424489","Warehouse2",50,1,0
"424498","Warehouse1",50,1,0
"424498","Warehouse2",50,1,0
"424499","Warehouse1",50,1,0
"424499","Warehouse2",50,1,0
"424500","Warehouse1",50,1,0
"424500","Warehouse2",50,1,0
