abstract_sku,old_sku,concrete_sku,name.de_DE,name.en_US,description.de_DE,description.en_US,is_searchable.de_DE,is_searchable.en_US,bundled,is_quantity_splittable,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_1.en_US,value_1.en_US,attribute_key_2,value_2,attribute_key_2.de_DE,value_2.de_DE,attribute_key_2.en_US,value_2.en_US,attribute_key_3,value_3,attribute_key_3.de_DE,value_3.de_DE,attribute_key_3.en_US,value_3.en_US,attribute_key_4,value_4,attribute_key_4.de_DE,value_4.de_DE,attribute_key_4.en_US,value_4.en_US,attribute_key_5,value_5,attribute_key_5.de_DE,value_5.de_DE,attribute_key_5.en_US,value_5.en_US,attribute_key_6,value_6,attribute_key_6.de_DE,value_6.de_DE,attribute_key_6.en_US,value_6.en_US,attribute_key_7,value_7,attribute_key_7.de_DE,value_7.de_DE,attribute_key_7.en_US,value_7.en_US,attribute_key_8,value_8,attribute_key_8.de_DE,value_8.de_DE,attribute_key_8.en_US,value_8.en_US,attribute_key_9,value_9,attribute_key_9.de_DE,value_9.de_DE,attribute_key_9.en_US,value_9.en_US,attribute_key_10,value_10,attribute_key_10.de_DE,value_10.de_DE,attribute_key_10.en_US,value_10.en_US,attribute_key_11,value_11,attribute_key_11.de_DE,value_11.de_DE,attribute_key_11.en_US,value_11.en_US,attribute_key_12,value_12,attribute_key_12.de_DE,value_12.de_DE,attribute_key_12.en_US,value_12.en_US,attribute_key_13,value_13,attribute_key_13.de_DE,value_13.de_DE,attribute_key_13.en_US,value_13.en_US,attribute_key_14,value_14,attribute_key_14.de_DE,value_14.de_DE,attribute_key_14.en_US,value_14.en_US,attribute_key_15,value_15,attribute_key_15.de_DE,value_15.de_DE,attribute_key_15.en_US,value_15.en_US,attribute_key_16,value_16,attribute_key_16.de_DE,value_16.de_DE,attribute_key_16.en_US,value_16.en_US,attribute_key_17,value_17,attribute_key_17.de_DE,value_17.de_DE,attribute_key_17.en_US,value_17.en_US,attribute_key_18,value_18,attribute_key_18.de_DE,value_18.de_DE,attribute_key_18.en_US,value_18.en_US,attribute_key_19,value_19,attribute_key_19.de_DE,value_19.de_DE,attribute_key_19.en_US,value_19.en_US,attribute_key_20,value_20,attribute_key_20.de_DE,value_20.de_DE,attribute_key_20.en_US,value_20.en_US,attribute_key_21,value_21,attribute_key_21.de_DE,value_21.de_DE,attribute_key_21.en_US,value_21.en_US,attribute_key_22,value_22,attribute_key_22.de_DE,value_22.de_DE,attribute_key_22.en_US,value_22.en_US,attribute_key_23,value_23,attribute_key_23.de_DE,value_23.de_DE,attribute_key_23.en_US,value_23.en_US,attribute_key_24,value_24,attribute_key_24.de_DE,value_24.de_DE,attribute_key_24.en_US,value_24.en_US,attribute_key_25,value_25,attribute_key_25.de_DE,value_25.de_DE,attribute_key_25.en_US,value_25.en_US,attribute_key_26,value_26,attribute_key_26.de_DE,value_26.de_DE,attribute_key_26.en_US,value_26.en_US,attribute_key_27,value_27,attribute_key_27.de_DE,value_27.de_DE,attribute_key_27.en_US,value_27.en_US,attribute_key_28,value_28,attribute_key_28.de_DE,value_28.de_DE,attribute_key_28.en_US,value_28.en_US,attribute_key_29,value_29,attribute_key_29.de_DE,value_29.de_DE,attribute_key_29.en_US,value_29.en_US,attribute_key_30,value_30,attribute_key_30.de_DE,value_30.de_DE,attribute_key_30.en_US,value_30.en_US,attribute_key_31,value_31,attribute_key_31.de_DE,value_31.de_DE,attribute_key_31.en_US,value_31.en_US,attribute_key_32,value_32,attribute_key_32.de_DE,value_32.de_DE,attribute_key_32.en_US,value_32.en_US,attribute_key_33,value_33,attribute_key_33.de_DE,value_33.de_DE,attribute_key_33.en_US,value_33.en_US,attribute_key_34,value_34,attribute_key_34.de_DE,value_34.de_DE,attribute_key_34.en_US,value_34.en_US,attribute_key_35,value_35,attribute_key_35.de_DE,value_35.de_DE,attribute_key_35.en_US,value_35.en_US,attribute_key_36,value_36,attribute_key_36.de_DE,value_36.de_DE,attribute_key_36.en_US,value_36.en_US,attribute_key_37,value_37,attribute_key_37.de_DE,value_37.de_DE,attribute_key_37.en_US,value_37.en_US
M12655,,104565,QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm - lichtgrau,QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm - lichtgrau," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  "," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  ",1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltüren,tuerart,Flügeltüren,tuerart,tuerart,tuerfarbe,lichtgrau,tuerfarbe,lichtgrau,tuerfarbe,tuerfarbe,korpusfarbe,lichtgrau,korpusfarbe,lichtgrau,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,innenausstattung,4 Fachböden,innenausstattung,4 Fachböden,innenausstattung,innenausstattung,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,tuermaterial,korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,korpusmaterial,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M12655,,104566,"QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm - lichtgrau, ab 3 Stk","QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm - lichtgrau, ab 3 Stk"," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  "," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  ",1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltüren,tuerart,Flügeltüren,tuerart,tuerart,tuerfarbe,lichtgrau,tuerfarbe,lichtgrau,tuerfarbe,tuerfarbe,korpusfarbe,lichtgrau,korpusfarbe,lichtgrau,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,innenausstattung,4 Fachböden,innenausstattung,4 Fachböden,innenausstattung,innenausstattung,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,tuermaterial,korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,korpusmaterial,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M12655,,100753,QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm - lichtgrau / blau,QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm - lichtgrau / blau," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  "," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  ",1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltüren,tuerart,Flügeltüren,tuerart,tuerart,tuerfarbe,enzianblau RAL 5010,tuerfarbe,enzianblau RAL 5010,tuerfarbe,tuerfarbe,korpusfarbe,lichtgrau,korpusfarbe,lichtgrau,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,innenausstattung,4 Fachböden,innenausstattung,4 Fachböden,innenausstattung,innenausstattung,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,tuermaterial,korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,korpusmaterial,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M12655,,107254,"QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm - lichtgrau / blau, ab 3 Stk","QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm - lichtgrau / blau, ab 3 Stk"," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  "," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  ",1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltüren,tuerart,Flügeltüren,tuerart,tuerart,tuerfarbe,enzianblau RAL 5010,tuerfarbe,enzianblau RAL 5010,tuerfarbe,tuerfarbe,korpusfarbe,lichtgrau,korpusfarbe,lichtgrau,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,innenausstattung,4 Fachböden,innenausstattung,4 Fachböden,innenausstattung,innenausstattung,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,tuermaterial,korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,korpusmaterial,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M58035,,102123,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 400 mm - lichtgrau / lichtblau,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 400 mm - lichtgrau / lichtblau, <B>Lieferung inkl. Verbindungs-Set.</B>  , <B>Lieferung inkl. Verbindungs-Set.</B>  ,1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltür,tuerart,Flügeltür,tuerart,tuerart,tuerfarbe,lichtblau RAL 5012,tuerfarbe,lichtblau RAL 5012,tuerfarbe,tuerfarbe,korpusfarbe,lichtgrau RAL 7035,korpusfarbe,lichtgrau RAL 7035,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,material,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,verriegelung,3fach,verriegelung,3fach,verriegelung,verriegelung,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M58035,,104417,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 400 mm - lichtgrau,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 400 mm - lichtgrau, <B>Lieferung inkl. Verbindungs-Set.</B>  , <B>Lieferung inkl. Verbindungs-Set.</B>  ,1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltür,tuerart,Flügeltür,tuerart,tuerart,tuerfarbe,lichtgrau,tuerfarbe,lichtgrau,tuerfarbe,tuerfarbe,korpusfarbe,lichtgrau RAL 7035,korpusfarbe,lichtgrau RAL 7035,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,material,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,verriegelung,3fach,verriegelung,3fach,verriegelung,verriegelung,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M58035,,102124,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 400 mm - schwarzgrau / weißaluminium,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 400 mm - schwarzgrau / weißaluminium, <B>Lieferung inkl. Verbindungs-Set.</B>  , <B>Lieferung inkl. Verbindungs-Set.</B>  ,1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltür,tuerart,Flügeltür,tuerart,tuerart,tuerfarbe,weißaluminium RAL 9006,tuerfarbe,weißaluminium RAL 9006,tuerfarbe,tuerfarbe,korpusfarbe,schwarzgrau RAL 7021,korpusfarbe,schwarzgrau RAL 7021,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,material,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,verriegelung,3fach,verriegelung,3fach,verriegelung,verriegelung,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M58036,,104418,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 500 mm - lichtgrau,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 500 mm - lichtgrau, <B>Lieferung inkl. Verbindungs-Set.</B>  , <B>Lieferung inkl. Verbindungs-Set.</B>  ,1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltür,tuerart,Flügeltür,tuerart,tuerart,tuerfarbe,lichtgrau,tuerfarbe,lichtgrau,tuerfarbe,tuerfarbe,korpusfarbe,lichtgrau RAL 7035,korpusfarbe,lichtgrau RAL 7035,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,material,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,verriegelung,3fach,verriegelung,3fach,verriegelung,verriegelung,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M58036,,102125,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 500 mm - lichtgrau / lichtblau,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 500 mm - lichtgrau / lichtblau, <B>Lieferung inkl. Verbindungs-Set.</B>  , <B>Lieferung inkl. Verbindungs-Set.</B>  ,1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltür,tuerart,Flügeltür,tuerart,tuerart,tuerfarbe,lichtblau RAL 5012,tuerfarbe,lichtblau RAL 5012,tuerfarbe,tuerfarbe,korpusfarbe,lichtgrau RAL 7035,korpusfarbe,lichtgrau RAL 7035,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,material,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,verriegelung,3fach,verriegelung,3fach,verriegelung,verriegelung,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M58036,,102126,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 500 mm - schwarzgrau / weißaluminium,CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 500 mm - schwarzgrau / weißaluminium, <B>Lieferung inkl. Verbindungs-Set.</B>  , <B>Lieferung inkl. Verbindungs-Set.</B>  ,1,1,,,fahrbar,Nein,fahrbar,Nein,fahrbar,fahrbar,tuerart,Flügeltür,tuerart,Flügeltür,tuerart,tuerart,tuerfarbe,weißaluminium RAL 9006,tuerfarbe,weißaluminium RAL 9006,tuerfarbe,tuerfarbe,korpusfarbe,schwarzgrau RAL 7021,korpusfarbe,schwarzgrau RAL 7021,korpusfarbe,korpusfarbe,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,Doppelbartschloss mit 2 Schlüsseln,verschlussart,verschlussart,verschliessbarkeit,Nein,verschliessbarkeit,Nein,verschliessbarkeit,verschliessbarkeit,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,material,anlieferung,montiert,anlieferung,montiert,anlieferung,anlieferung,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,preiseinheit,verriegelung,3fach,verriegelung,3fach,verriegelung,verriegelung,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,utensilienschub,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,einzelauszugssperre,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,ausziehbare_mausplattev2,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,Nein,beschriftungsmoeglichkeit,beschriftungsmoeglichkeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
