abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross
,509117,DEFAULT,DE,EUR,26393,26393
,509118,DEFAULT,DE,EUR,26393,26393
,509121,DEFAULT,DE,EUR,26393,26393
,509122,DEFAULT,DE,EUR,26393,26393
,544183,DEFAULT,DE,EUR,26393,26393
,573905,DEFAULT,DE,EUR,26393,26393
,509123,DEFAULT,DE,EUR,47481,47481
,509124,DEFAULT,DE,EUR,47481,47481
,509125,DEFAULT,DE,EUR,47481,47481
,509128,DEFAULT,DE,EUR,47481,47481
,509129,DEFAULT,DE,EUR,47481,47481
,544193,DEFAULT,DE,EUR,47481,47481
,573906,DEFAULT,DE,EUR,47481,47481
,500957,DEFAULT,DE,EUR,13134,13134
,500959,DEFAULT,DE,EUR,13134,13134
,500958,DEFAULT,DE,EUR,11607,11607
,500960,DEFAULT,DE,EUR,11607,11607
,573871,DEFAULT,DE,EUR,13134,13134
,573872,DEFAULT,DE,EUR,11607,11607
,500963,DEFAULT,DE,EUR,16685,16685
,500965,DEFAULT,DE,EUR,16685,16685
,500964,DEFAULT,DE,EUR,15023,15023
,500966,DEFAULT,DE,EUR,15023,15023
,573873,DEFAULT,DE,EUR,16685,16685
,573874,DEFAULT,DE,EUR,15023,15023
,500975,DEFAULT,DE,EUR,25071,25071
,500977,DEFAULT,DE,EUR,24928,24928
,500976,DEFAULT,DE,EUR,24062,24062
,500978,DEFAULT,DE,EUR,23926,23926
,573877,DEFAULT,DE,EUR,25071,25071
,573878,DEFAULT,DE,EUR,24062,24062
,500981,DEFAULT,DE,EUR,24062,24062
,500983,DEFAULT,DE,EUR,23849,23849
,500982,DEFAULT,DE,EUR,22806,22806
,500984,DEFAULT,DE,EUR,20813,20813
,573879,DEFAULT,DE,EUR,24062,24062
,573880,DEFAULT,DE,EUR,22806,22806
,500987,DEFAULT,DE,EUR,24928,24928
,500989,DEFAULT,DE,EUR,24928,24928
,500988,DEFAULT,DE,EUR,23717,23717
,500990,DEFAULT,DE,EUR,23717,23717
,573881,DEFAULT,DE,EUR,25071,25071
,573882,DEFAULT,DE,EUR,23858,23858
,500999,DEFAULT,DE,EUR,34391,34391
,501000,DEFAULT,DE,EUR,34391,34391
,573886,DEFAULT,DE,EUR,34391,34391
,500993,DEFAULT,DE,EUR,24081,24081
,500995,DEFAULT,DE,EUR,24081,24081
,500994,DEFAULT,DE,EUR,23002,23002
,500996,DEFAULT,DE,EUR,23002,23002
,573884,DEFAULT,DE,EUR,24213,24213
,573885,DEFAULT,DE,EUR,23131,23131
,211635,DEFAULT,DE,EUR,40160,40160
,500943,DEFAULT,DE,EUR,40160,40160
,500942,DEFAULT,DE,EUR,40160,40160
,211636,DEFAULT,DE,EUR,66422,66422
,500945,DEFAULT,DE,EUR,66422,66422
,500946,DEFAULT,DE,EUR,66422,66422
,211634,DEFAULT,DE,EUR,66089,66089
,501009,DEFAULT,DE,EUR,6200,6200
,501010,DEFAULT,DE,EUR,6200,6200
,501011,DEFAULT,DE,EUR,6200,6200
,501012,DEFAULT,DE,EUR,6200,6200
,501013,DEFAULT,DE,EUR,6200,6200
,501039,DEFAULT,DE,EUR,6200,6200
,501014,DEFAULT,DE,EUR,7805,7805
,501015,DEFAULT,DE,EUR,7805,7805
,501016,DEFAULT,DE,EUR,7805,7805
,501018,DEFAULT,DE,EUR,7805,7805
,501017,DEFAULT,DE,EUR,7805,7805
,501040,DEFAULT,DE,EUR,7805,7805
,501019,DEFAULT,DE,EUR,9092,9092
,501020,DEFAULT,DE,EUR,9092,9092
,501021,DEFAULT,DE,EUR,9092,9092
,501023,DEFAULT,DE,EUR,9092,9092
,501022,DEFAULT,DE,EUR,9092,9092
,501041,DEFAULT,DE,EUR,9092,9092
,502169,DEFAULT,DE,EUR,27251,27251
,502170,DEFAULT,DE,EUR,27251,27251
,502171,DEFAULT,DE,EUR,27251,27251
,502172,DEFAULT,DE,EUR,25585,25585
,502173,DEFAULT,DE,EUR,25585,25585
,502174,DEFAULT,DE,EUR,25585,25585
,502175,DEFAULT,DE,EUR,28441,28441
,502176,DEFAULT,DE,EUR,28441,28441
,502177,DEFAULT,DE,EUR,28441,28441
,502178,DEFAULT,DE,EUR,27251,27251
,502179,DEFAULT,DE,EUR,27251,27251
,502180,DEFAULT,DE,EUR,27251,27251
,500485,DEFAULT,DE,EUR,24036,24036
,506709,DEFAULT,DE,EUR,24036,24036
,500487,DEFAULT,DE,EUR,40415,40415
,506711,DEFAULT,DE,EUR,40415,40415
,508342,DEFAULT,DE,EUR,24036,24036
,508343,DEFAULT,DE,EUR,40415,40415
,500365,DEFAULT,DE,EUR,21596,21596
,506695,DEFAULT,DE,EUR,21596,21596
,500366,DEFAULT,DE,EUR,32801,32801
,506697,DEFAULT,DE,EUR,32801,32801
,500367,DEFAULT,DE,EUR,45250,45250
,506699,DEFAULT,DE,EUR,45250,45250
,500368,DEFAULT,DE,EUR,56370,56370
,506729,DEFAULT,DE,EUR,56370,56370
,508375,DEFAULT,DE,EUR,21596,21596
,508376,DEFAULT,DE,EUR,32801,32801
,508377,DEFAULT,DE,EUR,45250,45250
,508378,DEFAULT,DE,EUR,56370,56370
,500360,DEFAULT,DE,EUR,18391,18391
,506679,DEFAULT,DE,EUR,18391,18391
,500361,DEFAULT,DE,EUR,23205,23205
,506681,DEFAULT,DE,EUR,23205,23205
,500362,DEFAULT,DE,EUR,32990,32990
,506683,DEFAULT,DE,EUR,32990,32990
,500363,DEFAULT,DE,EUR,40415,40415
,506725,DEFAULT,DE,EUR,40415,40415
,500364,DEFAULT,DE,EUR,55492,55492
,506727,DEFAULT,DE,EUR,55492,55492
,507916,DEFAULT,DE,EUR,18391,18391
,507917,DEFAULT,DE,EUR,23205,23205
,507918,DEFAULT,DE,EUR,32990,32990
,507919,DEFAULT,DE,EUR,40415,40415
,507920,DEFAULT,DE,EUR,55492,55492
,500375,DEFAULT,DE,EUR,19664,19664
,506685,DEFAULT,DE,EUR,19664,19664
,500376,DEFAULT,DE,EUR,29975,29975
,506687,DEFAULT,DE,EUR,29975,29975
,500377,DEFAULT,DE,EUR,40415,40415
,506689,DEFAULT,DE,EUR,40415,40415
,500378,DEFAULT,DE,EUR,50669,50669
,506691,DEFAULT,DE,EUR,50669,50669
,500379,DEFAULT,DE,EUR,68431,68431
,506693,DEFAULT,DE,EUR,68431,68431
,508324,DEFAULT,DE,EUR,19664,19664
,508325,DEFAULT,DE,EUR,29975,29975
,508326,DEFAULT,DE,EUR,40415,40415
,508327,DEFAULT,DE,EUR,50669,50669
,508328,DEFAULT,DE,EUR,68431,68431
,500384,DEFAULT,DE,EUR,21980,21980
,506686,DEFAULT,DE,EUR,21980,21980
,500385,DEFAULT,DE,EUR,32898,32898
,506688,DEFAULT,DE,EUR,32898,32898
,500386,DEFAULT,DE,EUR,45162,45162
,506690,DEFAULT,DE,EUR,45162,45162
,500387,DEFAULT,DE,EUR,57310,57310
,506692,DEFAULT,DE,EUR,57310,57310
,500388,DEFAULT,DE,EUR,72364,72364
,506694,DEFAULT,DE,EUR,72364,72364
,508329,DEFAULT,DE,EUR,21980,21980
,508330,DEFAULT,DE,EUR,32898,32898
,508331,DEFAULT,DE,EUR,45162,45162
,508332,DEFAULT,DE,EUR,57310,57310
,508333,DEFAULT,DE,EUR,72364,72364
,500380,DEFAULT,DE,EUR,24057,24057
,506701,DEFAULT,DE,EUR,24057,24057
,500381,DEFAULT,DE,EUR,35263,35263
,506703,DEFAULT,DE,EUR,35263,35263
,500382,DEFAULT,DE,EUR,50466,50466
,506705,DEFAULT,DE,EUR,50466,50466
,500383,DEFAULT,DE,EUR,65393,65393
,506707,DEFAULT,DE,EUR,65393,65393
,508334,DEFAULT,DE,EUR,24057,24057
,508335,DEFAULT,DE,EUR,35263,35263
,508336,DEFAULT,DE,EUR,50466,50466
,508337,DEFAULT,DE,EUR,65393,65393
,100434,DEFAULT,DE,EUR,33201,33201
,100435,DEFAULT,DE,EUR,33201,33201
,103117,DEFAULT,DE,EUR,33201,33201
,100432,DEFAULT,DE,EUR,42721,42721
,100433,DEFAULT,DE,EUR,42721,42721
,103118,DEFAULT,DE,EUR,42721,42721
,101579,DEFAULT,DE,EUR,29274,29274
,101575,DEFAULT,DE,EUR,30762,30762
,101452,DEFAULT,DE,EUR,33142,33142
,101453,DEFAULT,DE,EUR,31535,31535
,107304,DEFAULT,DE,EUR,33142,33142
,107269,DEFAULT,DE,EUR,33142,33142
,107270,DEFAULT,DE,EUR,31535,31535
,107305,DEFAULT,DE,EUR,31535,31535
,101577,DEFAULT,DE,EUR,49623,49623
,102809,DEFAULT,DE,EUR,49623,49623
,107283,DEFAULT,DE,EUR,49623,49623
,107312,DEFAULT,DE,EUR,49623,49623
,101578,DEFAULT,DE,EUR,41710,41710
,101451,DEFAULT,DE,EUR,41710,41710
,107271,DEFAULT,DE,EUR,41710,41710
,107306,DEFAULT,DE,EUR,41710,41710
,101713,DEFAULT,DE,EUR,47362,47362
,101711,DEFAULT,DE,EUR,47362,47362
,101714,DEFAULT,DE,EUR,54145,54145
,101712,DEFAULT,DE,EUR,54145,54145
,107275,DEFAULT,DE,EUR,47362,47362
,107308,DEFAULT,DE,EUR,47362,47362
,107276,DEFAULT,DE,EUR,54145,54145
,107309,DEFAULT,DE,EUR,54145,54145
,107277,DEFAULT,DE,EUR,56406,56406
,107278,DEFAULT,DE,EUR,56406,56406
,107279,DEFAULT,DE,EUR,56406,56406
,107310,DEFAULT,DE,EUR,56406,56406
,101525,DEFAULT,DE,EUR,31535,31535
,101524,DEFAULT,DE,EUR,31535,31535
,107288,DEFAULT,DE,EUR,31535,31535
,107311,DEFAULT,DE,EUR,31535,31535
,107281,DEFAULT,DE,EUR,45101,45101
,107282,DEFAULT,DE,EUR,45101,45101
,107315,DEFAULT,DE,EUR,45101,45101
,107272,DEFAULT,DE,EUR,49623,49623
,107273,DEFAULT,DE,EUR,49623,49623
,107274,DEFAULT,DE,EUR,49623,49623
,107307,DEFAULT,DE,EUR,49623,49623
,100449,DEFAULT,DE,EUR,37366,37366
,100450,DEFAULT,DE,EUR,45101,45101
,101171,DEFAULT,DE,EUR,35581,35581
,102114,DEFAULT,DE,EUR,37366,37366
,102113,DEFAULT,DE,EUR,37366,37366
,102115,DEFAULT,DE,EUR,35581,35581
,102116,DEFAULT,DE,EUR,35581,35581
,102117,DEFAULT,DE,EUR,45101,45101
,102118,DEFAULT,DE,EUR,45101,45101
,104565,DEFAULT,DE,EUR,23633,23633
,104566,DEFAULT,DE,EUR,22503,22503
,100753,DEFAULT,DE,EUR,23633,23633
,107254,DEFAULT,DE,EUR,22503,22503
,102123,DEFAULT,DE,EUR,30821,30821
,104417,DEFAULT,DE,EUR,30821,30821
,102124,DEFAULT,DE,EUR,30821,30821
,104418,DEFAULT,DE,EUR,33201,33201
,102125,DEFAULT,DE,EUR,33201,33201
,102126,DEFAULT,DE,EUR,33201,33201
,104419,DEFAULT,DE,EUR,34391,34391
,102127,DEFAULT,DE,EUR,34391,34391
,102128,DEFAULT,DE,EUR,34391,34391
,104420,DEFAULT,DE,EUR,35581,35581
,102129,DEFAULT,DE,EUR,35581,35581
,102130,DEFAULT,DE,EUR,35581,35581
,102838,DEFAULT,DE,EUR,22372,22372
,102840,DEFAULT,DE,EUR,21301,21301
,102839,DEFAULT,DE,EUR,22372,22372
,102841,DEFAULT,DE,EUR,21301,21301
,100288,DEFAULT,DE,EUR,171955,171955
,574600,DEFAULT,DE,EUR,171955,171955
,100290,DEFAULT,DE,EUR,124355,124355
,574598,DEFAULT,DE,EUR,124355,124355
,100291,DEFAULT,DE,EUR,181475,181475
,574601,DEFAULT,DE,EUR,181475,181475
,101766,DEFAULT,DE,EUR,181475,181475
,574602,DEFAULT,DE,EUR,181475,181475
,108303,DEFAULT,DE,EUR,73423,73423
,108300,DEFAULT,DE,EUR,69972,69972
,108301,DEFAULT,DE,EUR,69972,69972
,108302,DEFAULT,DE,EUR,73423,73423
,410084,DEFAULT,DE,EUR,69972,69972
,410085,DEFAULT,DE,EUR,69972,69972
,410086,DEFAULT,DE,EUR,73423,73423
,410087,DEFAULT,DE,EUR,73423,73423
,100414,DEFAULT,DE,EUR,32000,32000
,104151,DEFAULT,DE,EUR,10436,10436
,104152,DEFAULT,DE,EUR,10436,10436
,104154,DEFAULT,DE,EUR,9937,9937
,104155,DEFAULT,DE,EUR,9937,9937
,104433,DEFAULT,DE,EUR,10436,10436
,104434,DEFAULT,DE,EUR,9937,9937
,100328,DEFAULT,DE,EUR,10436,10436
,100330,DEFAULT,DE,EUR,9937,9937
,104435,DEFAULT,DE,EUR,14137,14137
,104436,DEFAULT,DE,EUR,13459,13459
,104437,DEFAULT,DE,EUR,14137,14137
,104439,DEFAULT,DE,EUR,14137,14137
,104438,DEFAULT,DE,EUR,13459,13459
,104440,DEFAULT,DE,EUR,13459,13459
,100329,DEFAULT,DE,EUR,14137,14137
,100331,DEFAULT,DE,EUR,13459,13459
,100041,DEFAULT,DE,EUR,15000,15000
,100042,DEFAULT,DE,EUR,15000,15000
,103235,DEFAULT,DE,EUR,19111,19111
,103234,DEFAULT,DE,EUR,15000,15000
,104443,DEFAULT,DE,EUR,24702,24702
,104445,DEFAULT,DE,EUR,24702,24702
,103281,DEFAULT,DE,EUR,21378,21378
,103282,DEFAULT,DE,EUR,21378,21378
,101440,DEFAULT,DE,EUR,21378,21378
,101441,DEFAULT,DE,EUR,21378,21378
,104912,DEFAULT,DE,EUR,34450,34450
,104913,DEFAULT,DE,EUR,34450,34450
,104938,DEFAULT,DE,EUR,34450,34450
,104937,DEFAULT,DE,EUR,34450,34450
,104917,DEFAULT,DE,EUR,35760,35760
,104911,DEFAULT,DE,EUR,35760,35760
,104940,DEFAULT,DE,EUR,35640,35640
,104939,DEFAULT,DE,EUR,35760,35760
,100665,DEFAULT,DE,EUR,29274,29274
,100666,DEFAULT,DE,EUR,29274,29274
,100644,DEFAULT,DE,EUR,45883,45883
,100645,DEFAULT,DE,EUR,29274,29274
,100646,DEFAULT,DE,EUR,29274,29274
,101007,DEFAULT,DE,EUR,45883,45883
,101405,DEFAULT,DE,EUR,49176,49176
,101407,DEFAULT,DE,EUR,33796,33796
,101406,DEFAULT,DE,EUR,32000,32000
,101006,DEFAULT,DE,EUR,49176,49176
,100999,DEFAULT,DE,EUR,16028,16028
,101000,DEFAULT,DE,EUR,16028,16028
,101001,DEFAULT,DE,EUR,16028,16028
,102623,DEFAULT,DE,EUR,16028,16028
,102625,DEFAULT,DE,EUR,16028,16028
,102624,DEFAULT,DE,EUR,16028,16028
,102637,DEFAULT,DE,EUR,15268,15268
,102638,DEFAULT,DE,EUR,15268,15268
,102639,DEFAULT,DE,EUR,15268,15268
,102640,DEFAULT,DE,EUR,15268,15268
,102641,DEFAULT,DE,EUR,15268,15268
,102642,DEFAULT,DE,EUR,15268,15268
,102166,DEFAULT,DE,EUR,31535,31535
,102167,DEFAULT,DE,EUR,31535,31535
,102168,DEFAULT,DE,EUR,31535,31535
,102169,DEFAULT,DE,EUR,31535,31535
,107042,DEFAULT,DE,EUR,21372,21372
,102178,DEFAULT,DE,EUR,21372,21372
,102179,DEFAULT,DE,EUR,21372,21372
,102180,DEFAULT,DE,EUR,21372,21372
,102705,DEFAULT,DE,EUR,19635,19635
,102706,DEFAULT,DE,EUR,19635,19635
,102707,DEFAULT,DE,EUR,19635,19635
,102708,DEFAULT,DE,EUR,19635,19635
,102709,DEFAULT,DE,EUR,23205,23205
,102710,DEFAULT,DE,EUR,23205,23205
,102711,DEFAULT,DE,EUR,23205,23205
,102712,DEFAULT,DE,EUR,23205,23205
,103385,DEFAULT,DE,EUR,12000,12000
,103386,DEFAULT,DE,EUR,11852,11852
,103387,DEFAULT,DE,EUR,11852,11852
,103388,DEFAULT,DE,EUR,11852,11852
,102975,DEFAULT,DE,EUR,16850,16850
,102974,DEFAULT,DE,EUR,16850,16850
,102977,DEFAULT,DE,EUR,16850,16850
,102976,DEFAULT,DE,EUR,16850,16850
,103507,DEFAULT,DE,EUR,27013,27013
,103508,DEFAULT,DE,EUR,27013,27013
,103509,DEFAULT,DE,EUR,27013,27013
,103510,DEFAULT,DE,EUR,27013,27013
,102175,DEFAULT,DE,EUR,17981,17981
,102174,DEFAULT,DE,EUR,17981,17981
,102176,DEFAULT,DE,EUR,17981,17981
,102177,DEFAULT,DE,EUR,17981,17981
,102970,DEFAULT,DE,EUR,24000,24000
,102971,DEFAULT,DE,EUR,28144,28144
,102972,DEFAULT,DE,EUR,24000,24000
,101940,DEFAULT,DE,EUR,69972,69972
,100947,DEFAULT,DE,EUR,18921,18921
,100948,DEFAULT,DE,EUR,18921,18921
,100949,DEFAULT,DE,EUR,18921,18921
,104187,DEFAULT,DE,EUR,12245,12245
,104189,DEFAULT,DE,EUR,12245,12245
,104188,DEFAULT,DE,EUR,12245,12245
,104190,DEFAULT,DE,EUR,12245,12245
,104191,DEFAULT,DE,EUR,12995,12995
,104192,DEFAULT,DE,EUR,12995,12995
,104193,DEFAULT,DE,EUR,12995,12995
,104194,DEFAULT,DE,EUR,12995,12995
,104560,DEFAULT,DE,EUR,30821,30821
,104521,DEFAULT,DE,EUR,30821,30821
,104522,DEFAULT,DE,EUR,30821,30821
,104523,DEFAULT,DE,EUR,30821,30821
,104561,DEFAULT,DE,EUR,33201,33201
,104525,DEFAULT,DE,EUR,33201,33201
,104526,DEFAULT,DE,EUR,33201,33201
,104524,DEFAULT,DE,EUR,33201,33201
,100584,DEFAULT,DE,EUR,11293,11293
,100585,DEFAULT,DE,EUR,11293,11293
,100586,DEFAULT,DE,EUR,11293,11293
,100587,DEFAULT,DE,EUR,11293,11293
,100588,DEFAULT,DE,EUR,11293,11293
,103287,DEFAULT,DE,EUR,7723,7723
,103288,DEFAULT,DE,EUR,7723,7723
,103289,DEFAULT,DE,EUR,7723,7723
,103290,DEFAULT,DE,EUR,12971,12971
,103291,DEFAULT,DE,EUR,12971,12971
,103292,DEFAULT,DE,EUR,12971,12971
,101514,DEFAULT,DE,EUR,7723,7723
,101515,DEFAULT,DE,EUR,12971,12971
,102984,DEFAULT,DE,EUR,13685,13685
,102988,DEFAULT,DE,EUR,26061,26061
,102985,DEFAULT,DE,EUR,13685,13685
,102989,DEFAULT,DE,EUR,26061,26061
,102986,DEFAULT,DE,EUR,13685,13685
,102990,DEFAULT,DE,EUR,26061,26061
,102987,DEFAULT,DE,EUR,13685,13685
,102991,DEFAULT,DE,EUR,26061,26061
,107392,DEFAULT,DE,EUR,14875,14875
,107400,DEFAULT,DE,EUR,26061,26061
,107393,DEFAULT,DE,EUR,14875,14875
,107401,DEFAULT,DE,EUR,26061,26061
,107394,DEFAULT,DE,EUR,14875,14875
,107402,DEFAULT,DE,EUR,26061,26061
,107395,DEFAULT,DE,EUR,14875,14875
,107403,DEFAULT,DE,EUR,26061,26061
,107388,DEFAULT,DE,EUR,12971,12971
,107396,DEFAULT,DE,EUR,23681,23681
,107389,DEFAULT,DE,EUR,12971,12971
,107397,DEFAULT,DE,EUR,23681,23681
,107390,DEFAULT,DE,EUR,12971,12971
,107398,DEFAULT,DE,EUR,23681,23681
,107391,DEFAULT,DE,EUR,12971,12971
,107399,DEFAULT,DE,EUR,23681,23681
,212426,DEFAULT,DE,EUR,53431,53431
,212424,DEFAULT,DE,EUR,53431,53431
,212425,DEFAULT,DE,EUR,53431,53431
,212427,DEFAULT,DE,EUR,53431,53431
,100907,DEFAULT,DE,EUR,23681,23681
,100919,DEFAULT,DE,EUR,22491,22491
,100920,DEFAULT,DE,EUR,22491,22491
,103296,DEFAULT,DE,EUR,22491,22491
,100237,DEFAULT,DE,EUR,22134,22134
,100238,DEFAULT,DE,EUR,22134,22134
,100619,DEFAULT,DE,EUR,22134,22134
,100239,DEFAULT,DE,EUR,22134,22134
,100617,DEFAULT,DE,EUR,22134,22134
,102938,DEFAULT,DE,EUR,22134,22134
,100542,DEFAULT,DE,EUR,16326,16326
,100189,DEFAULT,DE,EUR,16326,16326
,100190,DEFAULT,DE,EUR,16326,16326
,100559,DEFAULT,DE,EUR,16326,16326
,100191,DEFAULT,DE,EUR,16326,16326
,102935,DEFAULT,DE,EUR,16326,16326
,100205,DEFAULT,DE,EUR,18624,18624
,100206,DEFAULT,DE,EUR,18624,18624
,100616,DEFAULT,DE,EUR,18624,18624
,100207,DEFAULT,DE,EUR,18624,18624
,100614,DEFAULT,DE,EUR,18624,18624
,102936,DEFAULT,DE,EUR,18624,18624
,100544,DEFAULT,DE,EUR,19766,19766
,100222,DEFAULT,DE,EUR,19766,19766
,100223,DEFAULT,DE,EUR,19766,19766
,100560,DEFAULT,DE,EUR,19766,19766
,100221,DEFAULT,DE,EUR,19766,19766
,102937,DEFAULT,DE,EUR,19766,19766
,100254,DEFAULT,DE,EUR,23443,23443
,100561,DEFAULT,DE,EUR,23443,23443
,100255,DEFAULT,DE,EUR,23443,23443
,100546,DEFAULT,DE,EUR,23443,23443
,100253,DEFAULT,DE,EUR,23443,23443
,102939,DEFAULT,DE,EUR,23443,23443
,100270,DEFAULT,DE,EUR,24455,24455
,100272,DEFAULT,DE,EUR,24455,24455
,100128,DEFAULT,DE,EUR,24455,24455
,100271,DEFAULT,DE,EUR,24455,24455
,100269,DEFAULT,DE,EUR,24455,24455
,102940,DEFAULT,DE,EUR,24455,24455
,100202,DEFAULT,DE,EUR,24395,24395
,100203,DEFAULT,DE,EUR,24395,24395
,100548,DEFAULT,DE,EUR,24395,24395
,102917,DEFAULT,DE,EUR,24395,24395
,100218,DEFAULT,DE,EUR,25169,25169
,100219,DEFAULT,DE,EUR,25169,25169
,100622,DEFAULT,DE,EUR,25169,25169
,102918,DEFAULT,DE,EUR,25169,25169
,100234,DEFAULT,DE,EUR,27489,27489
,100235,DEFAULT,DE,EUR,27489,27489
,100549,DEFAULT,DE,EUR,27489,27489
,102919,DEFAULT,DE,EUR,27489,27489
,100251,DEFAULT,DE,EUR,29393,29393
,100250,DEFAULT,DE,EUR,29393,29393
,100623,DEFAULT,DE,EUR,29393,29393
,102920,DEFAULT,DE,EUR,29393,29393
,100267,DEFAULT,DE,EUR,30821,30821
,100266,DEFAULT,DE,EUR,30821,30821
,100129,DEFAULT,DE,EUR,30821,30821
,102921,DEFAULT,DE,EUR,30821,30821
,100284,DEFAULT,DE,EUR,31773,31773
,100285,DEFAULT,DE,EUR,31773,31773
,100550,DEFAULT,DE,EUR,31773,31773
,102922,DEFAULT,DE,EUR,31773,31773
,100150,DEFAULT,DE,EUR,29512,29512
,100151,DEFAULT,DE,EUR,29512,29512
,100620,DEFAULT,DE,EUR,29512,29512
,102923,DEFAULT,DE,EUR,29512,29512
,100167,DEFAULT,DE,EUR,31535,31535
,100168,DEFAULT,DE,EUR,31535,31535
,100621,DEFAULT,DE,EUR,31535,31535
,102924,DEFAULT,DE,EUR,31535,31535
,100185,DEFAULT,DE,EUR,32249,32249
,100186,DEFAULT,DE,EUR,32249,32249
,100551,DEFAULT,DE,EUR,32249,32249
,102925,DEFAULT,DE,EUR,32249,32249
,104139,DEFAULT,DE,EUR,12745,12745
,104140,DEFAULT,DE,EUR,12745,12745
,104141,DEFAULT,DE,EUR,14161,14161
,104136,DEFAULT,DE,EUR,16541,16541
,104137,DEFAULT,DE,EUR,16541,16541
,102771,DEFAULT,DE,EUR,14161,14161
,104138,DEFAULT,DE,EUR,16541,16541
,102780,DEFAULT,DE,EUR,14161,14161
,102770,DEFAULT,DE,EUR,16541,16541
,102779,DEFAULT,DE,EUR,16541,16541
,104133,DEFAULT,DE,EUR,10103,10103
,104134,DEFAULT,DE,EUR,10103,10103
,104135,DEFAULT,DE,EUR,10103,10103
,104130,DEFAULT,DE,EUR,11888,11888
,104131,DEFAULT,DE,EUR,11888,11888
,104132,DEFAULT,DE,EUR,11888,11888
,104124,DEFAULT,DE,EUR,16065,16065
,104125,DEFAULT,DE,EUR,16065,16065
,104126,DEFAULT,DE,EUR,16065,16065
,104127,DEFAULT,DE,EUR,14161,14161
,104128,DEFAULT,DE,EUR,14161,14161
,104129,DEFAULT,DE,EUR,14161,14161
,104121,DEFAULT,DE,EUR,17731,17731
,104122,DEFAULT,DE,EUR,17731,17731
,104123,DEFAULT,DE,EUR,17731,17731
