abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,from_included,to_included
M1000785,,DEFAULT,DE,CHF,6883,7648,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000785,,DEFAULT,DE,CHF,5434,6038,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000785,,DEFAULT,DE,CHF,2717,3019,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000785,,DEFAULT,DE,EUR,5985,6650,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000785,,DEFAULT,DE,EUR,4725,5250,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000785,,DEFAULT,DE,EUR,2363,2625,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000786,,DEFAULT,AT,CHF,5506,6118,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000786,,DEFAULT,AT,CHF,4347,4830,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000786,,DEFAULT,AT,CHF,2174,2415,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000786,,DEFAULT,AT,EUR,4788,5320,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000786,,DEFAULT,AT,EUR,3780,4200,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000786,,DEFAULT,AT,EUR,1890,2100,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000786,,DEFAULT,DE,CHF,6883,7648,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000786,,DEFAULT,DE,CHF,5434,6038,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000786,,DEFAULT,DE,CHF,2717,3019,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000786,,DEFAULT,DE,EUR,5985,6650,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000786,,DEFAULT,DE,EUR,4725,5250,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000786,,DEFAULT,DE,EUR,2363,2625,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000838,,DEFAULT,AT,CHF,27138,30153,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000838,,DEFAULT,AT,CHF,21425,23805,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000838,,DEFAULT,AT,CHF,10713,11903,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000838,,DEFAULT,AT,EUR,23598,26220,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000838,,DEFAULT,AT,EUR,18630,20700,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000838,,DEFAULT,AT,EUR,9315,10350,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000838,,DEFAULT,DE,CHF,33923,37691,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000838,,DEFAULT,DE,CHF,26781,29756,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000838,,DEFAULT,DE,CHF,13391,14878,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000838,,DEFAULT,DE,EUR,29498,32775,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000838,,DEFAULT,DE,EUR,23288,25875,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000838,,DEFAULT,DE,EUR,11644,12938,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000839,,DEFAULT,AT,CHF,27138,30153,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000839,,DEFAULT,AT,CHF,21425,23805,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000839,,DEFAULT,AT,CHF,10713,11903,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000839,,DEFAULT,AT,EUR,23598,26220,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000839,,DEFAULT,AT,EUR,18630,20700,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000839,,DEFAULT,AT,EUR,9315,10350,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000839,,DEFAULT,DE,CHF,33923,37691,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000839,,DEFAULT,DE,CHF,26781,29756,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000839,,DEFAULT,DE,CHF,13391,14878,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000839,,DEFAULT,DE,EUR,29498,32775,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000839,,DEFAULT,DE,EUR,23288,25875,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000839,,DEFAULT,DE,EUR,11644,12938,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000840,,DEFAULT,AT,CHF,27138,30153,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000840,,DEFAULT,AT,CHF,21425,23805,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000840,,DEFAULT,AT,CHF,10713,11903,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000840,,DEFAULT,AT,EUR,23598,26220,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000840,,DEFAULT,AT,EUR,18630,20700,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000840,,DEFAULT,AT,EUR,9315,10350,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000840,,DEFAULT,DE,CHF,33923,37691,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000840,,DEFAULT,DE,CHF,26781,29756,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000840,,DEFAULT,DE,CHF,13391,14878,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1000840,,DEFAULT,DE,EUR,29498,32775,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1000840,,DEFAULT,DE,EUR,23288,25875,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1000840,,DEFAULT,DE,EUR,11644,12938,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1002203,,DEFAULT,AT,CHF,7865,8739,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1002203,,DEFAULT,AT,CHF,6209,6899,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1002203,,DEFAULT,AT,CHF,3105,3450,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1002203,,DEFAULT,AT,EUR,6839,7599,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1002203,,DEFAULT,AT,EUR,5399,5999,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1002203,,DEFAULT,AT,EUR,2700,3000,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1002203,,DEFAULT,DE,CHF,9832,10924,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1002203,,DEFAULT,DE,CHF,7762,8624,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1002203,,DEFAULT,DE,CHF,3881,4312,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1002203,,DEFAULT,DE,EUR,8549,9499,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1002203,,DEFAULT,DE,EUR,6749,7499,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1002203,,DEFAULT,DE,EUR,3375,3750,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1006484,,DEFAULT,AT,CHF,27217,30240,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1006484,,DEFAULT,AT,CHF,21487,23874,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1006484,,DEFAULT,AT,CHF,10744,11937,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1006484,,DEFAULT,AT,EUR,23666,26296,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1006484,,DEFAULT,AT,EUR,18684,20760,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1006484,,DEFAULT,AT,EUR,9342,10380,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1006484,,DEFAULT,DE,CHF,34020,37801,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1006484,,DEFAULT,DE,CHF,26858,29843,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1006484,,DEFAULT,DE,CHF,13429,14922,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1006484,,DEFAULT,DE,EUR,29583,32870,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1006484,,DEFAULT,DE,EUR,23355,25950,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1006484,,DEFAULT,DE,EUR,11678,12975,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1006811,,DEFAULT,AT,CHF,28790,31988,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1006811,,DEFAULT,AT,CHF,22729,25254,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1006811,,DEFAULT,AT,CHF,11365,12627,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1006811,,DEFAULT,AT,EUR,25034,27816,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1006811,,DEFAULT,AT,EUR,19764,21960,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1006811,,DEFAULT,AT,EUR,9882,10980,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1006811,,DEFAULT,DE,CHF,35987,39986,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1006811,,DEFAULT,DE,CHF,28411,31568,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1006811,,DEFAULT,DE,CHF,14206,15784,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1006811,,DEFAULT,DE,EUR,31293,34770,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1006811,,DEFAULT,DE,EUR,24705,27450,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1006811,,DEFAULT,DE,EUR,12353,13725,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013168,,DEFAULT,AT,CHF,28790,31988,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013168,,DEFAULT,AT,CHF,22729,25254,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013168,,DEFAULT,AT,CHF,11365,12627,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013168,,DEFAULT,AT,EUR,25034,27816,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013168,,DEFAULT,AT,EUR,19764,21960,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013168,,DEFAULT,AT,EUR,9882,10980,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013168,,DEFAULT,DE,CHF,35987,39986,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013168,,DEFAULT,DE,CHF,28411,31568,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013168,,DEFAULT,DE,CHF,14206,15784,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013168,,DEFAULT,DE,EUR,31293,34770,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013168,,DEFAULT,DE,EUR,24705,27450,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013168,,DEFAULT,DE,EUR,12353,13725,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013287,,DEFAULT,AT,CHF,4482,4981,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013287,,DEFAULT,AT,CHF,3539,3932,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013287,,DEFAULT,AT,CHF,1770,1966,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013287,,DEFAULT,AT,EUR,3898,4331,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013287,,DEFAULT,AT,EUR,3077,3419,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013287,,DEFAULT,AT,EUR,1539,1710,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013287,,DEFAULT,DE,CHF,5603,6226,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013287,,DEFAULT,DE,CHF,4424,4916,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013287,,DEFAULT,DE,CHF,2212,2458,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013287,,DEFAULT,DE,EUR,4873,5414,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013287,,DEFAULT,DE,EUR,3847,4274,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013287,,DEFAULT,DE,EUR,1924,2137,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013541,,DEFAULT,AT,CHF,3601,4002,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013541,,DEFAULT,AT,CHF,2843,3160,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013541,,DEFAULT,AT,CHF,1422,1580,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013541,,DEFAULT,AT,EUR,3132,3480,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013541,,DEFAULT,AT,EUR,2473,2747,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013541,,DEFAULT,AT,EUR,1237,1374,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013541,,DEFAULT,DE,CHF,4502,5003,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013541,,DEFAULT,DE,CHF,3554,3950,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013541,,DEFAULT,DE,CHF,1777,1975,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1013541,,DEFAULT,DE,EUR,3915,4350,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1013541,,DEFAULT,DE,EUR,3091,3434,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1013541,,DEFAULT,DE,EUR,1546,1717,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1014496,,DEFAULT,AT,CHF,4720,5244,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1014496,,DEFAULT,AT,CHF,3726,4140,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1014496,,DEFAULT,AT,CHF,1863,2070,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1014496,,DEFAULT,AT,EUR,4104,4560,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1014496,,DEFAULT,AT,EUR,3240,3600,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1014496,,DEFAULT,AT,EUR,1620,1800,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1014496,,DEFAULT,DE,CHF,5900,6555,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1014496,,DEFAULT,DE,CHF,4658,5175,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1014496,,DEFAULT,DE,CHF,2329,2588,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1014496,,DEFAULT,DE,EUR,5130,5700,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1014496,,DEFAULT,DE,EUR,4050,4500,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1014496,,DEFAULT,DE,EUR,2025,2250,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1014502,,DEFAULT,AT,CHF,9776,10862,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1014502,,DEFAULT,AT,CHF,7718,8576,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1014502,,DEFAULT,AT,CHF,3859,4288,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1014502,,DEFAULT,AT,EUR,8501,9445,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1014502,,DEFAULT,AT,EUR,6711,7457,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1014502,,DEFAULT,AT,EUR,3356,3729,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1014502,,DEFAULT,DE,CHF,12220,13577,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1014502,,DEFAULT,DE,CHF,9647,10719,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1014502,,DEFAULT,DE,CHF,4824,5360,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
M1014502,,DEFAULT,DE,EUR,10626,11807,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
M1014502,,DEFAULT,DE,EUR,8389,9321,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
M1014502,,DEFAULT,DE,EUR,4195,4661,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100107,DEFAULT,AT,CHF,9439,10488,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100107,DEFAULT,AT,CHF,7452,8280,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100107,DEFAULT,AT,CHF,3726,4140,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100107,DEFAULT,AT,EUR,8208,9120,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100107,DEFAULT,AT,EUR,6480,7200,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100107,DEFAULT,AT,EUR,3240,3600,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100107,DEFAULT,DE,CHF,11799,13110,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100107,DEFAULT,DE,CHF,9315,10350,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100107,DEFAULT,DE,CHF,4658,5175,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,1001454,DEFAULT,AT,CHF,9833,10925,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,1001454,DEFAULT,AT,CHF,7763,8625,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,1001454,DEFAULT,AT,CHF,3882,4313,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,1001454,DEFAULT,AT,EUR,8550,9500,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,1001454,DEFAULT,AT,EUR,6750,7500,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,1001454,DEFAULT,AT,EUR,3375,3750,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,1001454,DEFAULT,DE,CHF,12291,13656,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,1001454,DEFAULT,DE,CHF,9704,10781,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,1001454,DEFAULT,DE,CHF,4852,5391,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100223,DEFAULT,AT,CHF,10068,11187,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100223,DEFAULT,AT,CHF,7949,8832,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100223,DEFAULT,AT,CHF,3975,4416,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100223,DEFAULT,AT,EUR,8755,9728,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100223,DEFAULT,AT,EUR,6912,7680,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100223,DEFAULT,AT,EUR,3456,3840,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100223,DEFAULT,DE,CHF,12586,13984,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100223,DEFAULT,DE,CHF,9936,11040,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100223,DEFAULT,DE,CHF,4968,5520,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100266,DEFAULT,AT,CHF,7002,7779,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100266,DEFAULT,AT,CHF,5528,6141,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100266,DEFAULT,AT,CHF,2764,3071,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100266,DEFAULT,AT,EUR,6088,6764,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100266,DEFAULT,AT,EUR,4806,5340,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100266,DEFAULT,AT,EUR,2403,2670,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100266,DEFAULT,DE,CHF,8751,9723,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100266,DEFAULT,DE,CHF,6909,7676,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100266,DEFAULT,DE,CHF,3455,3838,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100288,DEFAULT,AT,CHF,8259,9177,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100288,DEFAULT,AT,CHF,6521,7245,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100288,DEFAULT,AT,CHF,3261,3623,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100288,DEFAULT,AT,EUR,7182,7980,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100288,DEFAULT,AT,EUR,5670,6300,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100288,DEFAULT,AT,EUR,2835,3150,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100288,DEFAULT,DE,CHF,10325,11471,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100288,DEFAULT,DE,CHF,8151,9056,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100288,DEFAULT,DE,CHF,4076,4528,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100414,DEFAULT,AT,CHF,6686,7429,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100414,DEFAULT,AT,CHF,5279,5865,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100414,DEFAULT,AT,CHF,2640,2933,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100414,DEFAULT,AT,EUR,5814,6460,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100414,DEFAULT,AT,EUR,4590,5100,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100414,DEFAULT,AT,EUR,2295,2550,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100414,DEFAULT,DE,CHF,8358,9286,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100414,DEFAULT,DE,CHF,6599,7331,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100414,DEFAULT,DE,CHF,3300,3666,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
,100429,DEFAULT,AT,CHF,27874,30970,2019-01-01T00:00:00-00:00,2019-12-31T23:59:59-00:00
,100429,DEFAULT,AT,CHF,22006,24450,2019-05-01T00:00:00-00:00,2019-06-30T23:59:59-00:00
,100429,DEFAULT,AT,CHF,11003,12225,2019-06-23T00:00:00-00:00,2019-07-19T23:59:59-00:00
