category_key,category_product_order,abstract_sku,tax_set_name,name.de_DE,name.en_US,description.de_DE,description.en_US,url.de_DE,url.en_US,meta_title.de_DE,meta_title.en_US,meta_keywords.de_DE,meta_keywords.en_US,meta_description.de_DE,meta_description.en_US,is_featured,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_1.en_US,value_1.en_US,attribute_key_2,value_2,attribute_key_2.de_DE,value_2.de_DE,attribute_key_2.en_US,value_2.en_US,attribute_key_3,value_3,attribute_key_3.de_DE,value_3.de_DE,attribute_key_3.en_US,value_3.en_US,attribute_key_4,value_4,attribute_key_4.de_DE,value_4.de_DE,attribute_key_4.en_US,value_4.en_US,attribute_key_5,value_5,attribute_key_5.de_DE,value_5.de_DE,attribute_key_5.en_US,value_5.en_US,attribute_key_6,value_6,attribute_key_6.de_DE,value_6.de_DE,attribute_key_6.en_US,value_6.en_US,color_code,new_from,new_to
74043-cer,2,M87464,"Tax Exempt","Mauser Stahlschrank mit Flügeltüren - 5 Fachböden, Breite 950 mm","Mauser Stahlschrank mit Flügeltüren - 5 Fachböden, Breite 950 mm"," Stabiler, geschweißter Korpus aus 0,8 mm starkem, wiederverwertbarem Stahlblech. Sockelhöhe 100 mm. Hochwertige Einbrennlackierung.<br/>Verwindungsfeste Türen mit Kastenversteifung. Öffnungswinkel 135°.<br/>Lackierte Fachböden, im 35-mm-Raster höhenverstellbar. Tragkraft pro Boden ca. 65 kg.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, verschiedenschließend. Lieferung inkl. 2 Schlüssel.  "," Stabiler, geschweißter Korpus aus 0,8 mm starkem, wiederverwertbarem Stahlblech. Sockelhöhe 100 mm. Hochwertige Einbrennlackierung.<br/>Verwindungsfeste Türen mit Kastenversteifung. Öffnungswinkel 135°.<br/>Lackierte Fachböden, im 35-mm-Raster höhenverstellbar. Tragkraft pro Boden ca. 65 kg.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, verschiedenschließend. Lieferung inkl. 2 Schlüssel.  ",/de/mauser-stahlschrank-mit-fluegeltueren-5-fachboeden-breite-950-mm-M87464,/en/mauser-stahlschrank-mit-fluegeltueren-5-fachboeden-breite-950-mm-M87464,,,"Aktenschrank,Büroschrank,Flügeltürenschrank,Flügeltürenschränke,Flügeltürschrank,Stahlbüroschrank,Stahlschrank","Aktenschrank,Büroschrank,Flügeltürenschrank,Flügeltürenschränke,Flügeltürschrank,Stahlbüroschrank,Stahlschrank"," Stabiler, geschweißter Korpus aus 0,8 mm starkem, wiederverwertbarem Stahlblech. Sockelhöhe 100 mm. Hochwertige Einbrennlackierung.<br/>Verwindungsfeste Türen mit Kastenversteifung. Öffnungswinkel 135°.<br/>Lackierte Fachböden, im 35-mm-Raster höhenverstellbar. Tragkraft pro Boden ca. 65 kg.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, verschiedenschließend. Lieferung inkl. 2 Schlüssel.  "," Stabiler, geschweißter Korpus aus 0,8 mm starkem, wiederverwertbarem Stahlblech. Sockelhöhe 100 mm. Hochwertige Einbrennlackierung.<br/>Verwindungsfeste Türen mit Kastenversteifung. Öffnungswinkel 135°.<br/>Lackierte Fachböden, im 35-mm-Raster höhenverstellbar. Tragkraft pro Boden ca. 65 kg.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, verschiedenschließend. Lieferung inkl. 2 Schlüssel.  ",0,anlieferung,montiert,anlieferung,montiert,anlieferung,montiert,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",verriegelung,3fach,verriegelung,3fach,verriegelung,3fach,korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,,,
74043-cer,2,M87416,"Tax Exempt","Mauser Stahlschrank mit Flügeltüren - 4 Fachböden, Tiefe 600 mm","Mauser Stahlschrank mit Flügeltüren - 4 Fachböden, Tiefe 600 mm"," Stabiler, geschweißter Korpus aus 0,8 mm starkem, wiederverwertbarem Stahlblech. Sockelhöhe 100 mm. Hochwertige Einbrennlackierung.<br/>Verwindungsfeste Türen mit Kastenversteifung. Öffnungswinkel 135°.<br/>Lackierte Fachböden, im 35-mm-Raster höhenverstellbar. Tragkraft pro Boden ca. 65 kg.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, verschiedenschließend. Lieferung inkl. 2 Schlüssel.  "," Stabiler, geschweißter Korpus aus 0,8 mm starkem, wiederverwertbarem Stahlblech. Sockelhöhe 100 mm. Hochwertige Einbrennlackierung.<br/>Verwindungsfeste Türen mit Kastenversteifung. Öffnungswinkel 135°.<br/>Lackierte Fachböden, im 35-mm-Raster höhenverstellbar. Tragkraft pro Boden ca. 65 kg.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, verschiedenschließend. Lieferung inkl. 2 Schlüssel.  ",/de/mauser-stahlschrank-mit-fluegeltueren-4-fachboeden-tiefe-600-mm-M87416,/en/mauser-stahlschrank-mit-fluegeltueren-4-fachboeden-tiefe-600-mm-M87416,,,"Aktenschrank,Büroschrank,Flügeltürenschrank,Flügeltürenschränke,Flügeltürschrank,Stahlbüroschrank,Stahlschrank","Aktenschrank,Büroschrank,Flügeltürenschrank,Flügeltürenschränke,Flügeltürschrank,Stahlbüroschrank,Stahlschrank"," Stabiler, geschweißter Korpus aus 0,8 mm starkem, wiederverwertbarem Stahlblech. Sockelhöhe 100 mm. Hochwertige Einbrennlackierung.<br/>Verwindungsfeste Türen mit Kastenversteifung. Öffnungswinkel 135°.<br/>Lackierte Fachböden, im 35-mm-Raster höhenverstellbar. Tragkraft pro Boden ca. 65 kg.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, verschiedenschließend. Lieferung inkl. 2 Schlüssel.  "," Stabiler, geschweißter Korpus aus 0,8 mm starkem, wiederverwertbarem Stahlblech. Sockelhöhe 100 mm. Hochwertige Einbrennlackierung.<br/>Verwindungsfeste Türen mit Kastenversteifung. Öffnungswinkel 135°.<br/>Lackierte Fachböden, im 35-mm-Raster höhenverstellbar. Tragkraft pro Boden ca. 65 kg.<br/>Dreiriegelverschluss mit Drehzylinder-Sicherheitsschloss, verschiedenschließend. Lieferung inkl. 2 Schlüssel.  ",0,anlieferung,montiert,anlieferung,montiert,anlieferung,montiert,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",verriegelung,3fach,verriegelung,3fach,verriegelung,3fach,korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,,,
74043-cer,2,M731,"Tax Exempt","CP Büro-Stahlschrank mit Flügeltüren - HxB 1950 x 930 mm","CP Büro-Stahlschrank mit Flügeltüren - HxB 1950 x 930 mm",,,/de/cp-buero-stahlschrank-mit-fluegeltueren-hxb-1950-x-930-mm-M731,/en/cp-buero-stahlschrank-mit-fluegeltueren-hxb-1950-x-930-mm-M731,,,"Aktenschrank,Büroschrank,Flügeltürschrank,Stahlschrank,Universalschrank","Aktenschrank,Büroschrank,Flügeltürschrank,Stahlschrank,Universalschrank",,,0,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",anlieferung,montiert,anlieferung,montiert,anlieferung,montiert,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,verriegelung,3fach,verriegelung,3fach,verriegelung,3fach,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,,,
74043-cer,2,M12655,"Tax Exempt","QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm","QUIPO Universal-Stahlschrank mit Flügeltüren - HxBxT 1950 x 950 x 420 mm"," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  "," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  ",/de/quipo-universal-stahlschrank-mit-fluegeltueren-hxbxt-1950-x-950-x-420-mm-M12655,/en/quipo-universal-stahlschrank-mit-fluegeltueren-hxbxt-1950-x-950-x-420-mm-M12655,,,"Büroschrank,Flügeltür,Flügeltüren,Flügeltürenschrank,Flügeltürenschränke,Flügeltürschrank,Mehrzweckschrank,Stahlschrank,Universalschrank","Büroschrank,Flügeltür,Flügeltüren,Flügeltürenschrank,Flügeltürenschränke,Flügeltürschrank,Mehrzweckschrank,Stahlschrank,Universalschrank"," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  "," Stabile, 0,77 mm starke, einbrennlackierte Stahlblechkonstruktion.<br/>Die 4 Fachböden verfügen über eine Belastbarkeit von je 50 kg. Sie sind im Raster von 35 mm höhenverstellbar.<br/>Türöffnungswinkel 135°. Dreiriegelverschluss mit Drehzylindersicherheitsschloss, verschiedenschließend.<br/>Lieferung inkl. 2 Schlüssel.<br/><br/>Außenmaße HxBxT 1950 x 950 x 420 mm.<br/>Innenmaße HxBxT 1800 x 945 x 380 mm.  ",0,anlieferung,montiert,anlieferung,montiert,anlieferung,montiert,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",tuermaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",korpusmaterial,"Stahlblech, einbrennlackiert",utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,,,
74043-cer,2,M58035,"Tax Exempt","CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 400 mm","CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 400 mm"," <B>Lieferung inkl. Verbindungs-Set.</B>  "," <B>Lieferung inkl. Verbindungs-Set.</B>  ",/de/cp-aufsatzschrank-mit-fluegeltueren-hxbxt-500-x-930-x-400-mm-M58035,/en/cp-aufsatzschrank-mit-fluegeltueren-hxbxt-500-x-930-x-400-mm-M58035,,,"Büroschrank,Flügeltürschrank,Aufsatzschrank","Büroschrank,Flügeltürschrank,Aufsatzschrank"," <B>Lieferung inkl. Verbindungs-Set.</B>  "," <B>Lieferung inkl. Verbindungs-Set.</B>  ",0,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",anlieferung,montiert,anlieferung,montiert,anlieferung,montiert,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,verriegelung,3fach,verriegelung,3fach,verriegelung,3fach,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,,,
74043-cer,2,M58036,"Tax Exempt","CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 500 mm","CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 930 x 500 mm"," <B>Lieferung inkl. Verbindungs-Set.</B>  "," <B>Lieferung inkl. Verbindungs-Set.</B>  ",/de/cp-aufsatzschrank-mit-fluegeltueren-hxbxt-500-x-930-x-500-mm-M58036,/en/cp-aufsatzschrank-mit-fluegeltueren-hxbxt-500-x-930-x-500-mm-M58036,,,"Büroschrank,Flügeltürschrank,Aufsatzschrank","Büroschrank,Flügeltürschrank,Aufsatzschrank"," <B>Lieferung inkl. Verbindungs-Set.</B>  "," <B>Lieferung inkl. Verbindungs-Set.</B>  ",0,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",anlieferung,montiert,anlieferung,montiert,anlieferung,montiert,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,verriegelung,3fach,verriegelung,3fach,verriegelung,3fach,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,,,
74043-cer,2,M58037,"Tax Exempt","CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 1200 x 400 mm","CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 1200 x 400 mm"," <B>Lieferung inkl. Verbindungs-Set.</B>  "," <B>Lieferung inkl. Verbindungs-Set.</B>  ",/de/cp-aufsatzschrank-mit-fluegeltueren-hxbxt-500-x-1200-x-400-mm-M58037,/en/cp-aufsatzschrank-mit-fluegeltueren-hxbxt-500-x-1200-x-400-mm-M58037,,,"Büroschrank,Flügeltürschrank,Aufsatzschrank","Büroschrank,Flügeltürschrank,Aufsatzschrank"," <B>Lieferung inkl. Verbindungs-Set.</B>  "," <B>Lieferung inkl. Verbindungs-Set.</B>  ",0,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",anlieferung,montiert,anlieferung,montiert,anlieferung,montiert,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,verriegelung,3fach,verriegelung,3fach,verriegelung,3fach,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,,,
74043-cer,2,M58038,"Tax Exempt","CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 1200 x 500 mm","CP Aufsatzschrank mit Flügeltüren - HxBxT 500 x 1200 x 500 mm"," <B>Lieferung inkl. Verbindungs-Set.</B>  "," <B>Lieferung inkl. Verbindungs-Set.</B>  ",/de/cp-aufsatzschrank-mit-fluegeltueren-hxbxt-500-x-1200-x-500-mm-M58038,/en/cp-aufsatzschrank-mit-fluegeltueren-hxbxt-500-x-1200-x-500-mm-M58038,,,"Büroschrank,Flügeltürschrank,Aufsatzschrank","Büroschrank,Flügeltürschrank,Aufsatzschrank"," <B>Lieferung inkl. Verbindungs-Set.</B>  "," <B>Lieferung inkl. Verbindungs-Set.</B>  ",0,material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",material,"Stahl, einbrennlackiert",anlieferung,montiert,anlieferung,montiert,anlieferung,montiert,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,verriegelung,3fach,verriegelung,3fach,verriegelung,3fach,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,,,
74043-cer,199,M62584,"Tax Exempt","QUIPO Universalschrank - HxBxT 1950 x 915 x 421 mm","QUIPO Universalschrank - HxBxT 1950 x 915 x 421 mm","Der <B>Universalschrank</B> mit vier Fachböden eignet sich zur Aufbewahrung von Bürounterlagen oder Werkstattmaterialien. Die hochwertige, 0,77 mm starke Stahlblechkonstruktion ist pulverbeschichtet. Die Schranktüren sind mittig verstärkt und allseitig umgekantet, die Scharniere sind innenliegend. Die Vorsatz-Flügeltüren des Schranks lassen sich bis zu einem Winkel von 110° öffnen und sind in den Farben Lichtgrau und Enzianblau erhältlich. Das versenkte, zweiriegelige Drehzylinderschloss ist verschiedenschließend, im Lieferumfang enthalten sind zwei Schlüssel.<br/><br/>Die vier lichtgrauen Fachböden sind im 46-mm-Raster höhenverstellbar und je bis ca. 50 kg belastbar. Das Gesamtgewicht des Universalschranks liegt bei 56,5 kg.<br/><br/>Der Universalschrank ist mit einem 100 mm hohen Sockel ausgestattet.<br/>Die <B>Außenmaße</B> betragen Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/>Die <B>Innenmaße</B> betragen Höhe x Breite x Tiefe 1810 x 845 x 377 mm.<br/><br/>Die Anlieferung erfolgt zerlegt, die Montage ist mühelos dank des einfachen Stecksystems. Hochwertige, 0,70 mm starke Stahlblechkonstruktion, pulverbeschichtet. Schranktüren mittig verstärkt und allseitig umgekantet, Scharniere innenliegend.<br/>Türöffnungswinkel 110°. Versenktes zweiriegeliges Drehzylinderschloss verschiedenschließend – Lieferung mit 2 Schlüsseln. Sockelhöhe 100 mm.<br/><br/>Serienmäßig mit 4 lichtgrauen Fachböden ausgestattet. Im 46-mm-Raster höhenverstellbar. Belastbarkeit pro Fachboden ca. 50 kg.<br/>Gesamtgewicht ca. 56,5 kg.<br/><br/><B>Außenmaße</B><br/>Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/><br/><B>Innenmaße</B><br/>Höhe x Breite x Tiefe 1810 x 845 x 377 mm.  ","Der <B>Universalschrank</B> mit vier Fachböden eignet sich zur Aufbewahrung von Bürounterlagen oder Werkstattmaterialien. Die hochwertige, 0,77 mm starke Stahlblechkonstruktion ist pulverbeschichtet. Die Schranktüren sind mittig verstärkt und allseitig umgekantet, die Scharniere sind innenliegend. Die Vorsatz-Flügeltüren des Schranks lassen sich bis zu einem Winkel von 110° öffnen und sind in den Farben Lichtgrau und Enzianblau erhältlich. Das versenkte, zweiriegelige Drehzylinderschloss ist verschiedenschließend, im Lieferumfang enthalten sind zwei Schlüssel.<br/><br/>Die vier lichtgrauen Fachböden sind im 46-mm-Raster höhenverstellbar und je bis ca. 50 kg belastbar. Das Gesamtgewicht des Universalschranks liegt bei 56,5 kg.<br/><br/>Der Universalschrank ist mit einem 100 mm hohen Sockel ausgestattet.<br/>Die <B>Außenmaße</B> betragen Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/>Die <B>Innenmaße</B> betragen Höhe x Breite x Tiefe 1810 x 845 x 377 mm.<br/><br/>Die Anlieferung erfolgt zerlegt, die Montage ist mühelos dank des einfachen Stecksystems. Hochwertige, 0,70 mm starke Stahlblechkonstruktion, pulverbeschichtet. Schranktüren mittig verstärkt und allseitig umgekantet, Scharniere innenliegend.<br/>Türöffnungswinkel 110°. Versenktes zweiriegeliges Drehzylinderschloss verschiedenschließend – Lieferung mit 2 Schlüsseln. Sockelhöhe 100 mm.<br/><br/>Serienmäßig mit 4 lichtgrauen Fachböden ausgestattet. Im 46-mm-Raster höhenverstellbar. Belastbarkeit pro Fachboden ca. 50 kg.<br/>Gesamtgewicht ca. 56,5 kg.<br/><br/><B>Außenmaße</B><br/>Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/><br/><B>Innenmaße</B><br/>Höhe x Breite x Tiefe 1810 x 845 x 377 mm.  ",/de/quipo-universalschrank-hxbxt-1950-x-915-x-421-mm-M62584,/en/quipo-universalschrank-hxbxt-1950-x-915-x-421-mm-M62584,,,"Büroschrank,Flügeltür,Flügeltüre,Flügeltüren,Flügeltürschrank,Mehrzweckschrank,Stahlschrank,Universalschrank","Büroschrank,Flügeltür,Flügeltüre,Flügeltüren,Flügeltürschrank,Mehrzweckschrank,Stahlschrank,Universalschrank","Der <B>Universalschrank</B> mit vier Fachböden eignet sich zur Aufbewahrung von Bürounterlagen oder Werkstattmaterialien. Die hochwertige, 0,77 mm starke Stahlblechkonstruktion ist pulverbeschichtet. Die Schranktüren sind mittig verstärkt und allseitig umgekantet, die Scharniere sind innenliegend. Die Vorsatz-Flügeltüren des Schranks lassen sich bis zu einem Winkel von 110° öffnen und sind in den Farben Lichtgrau und Enzianblau erhältlich. Das versenkte, zweiriegelige Drehzylinderschloss ist verschiedenschließend, im Lieferumfang enthalten sind zwei Schlüssel.<br/><br/>Die vier lichtgrauen Fachböden sind im 46-mm-Raster höhenverstellbar und je bis ca. 50 kg belastbar. Das Gesamtgewicht des Universalschranks liegt bei 56,5 kg.<br/><br/>Der Universalschrank ist mit einem 100 mm hohen Sockel ausgestattet.<br/>Die <B>Außenmaße</B> betragen Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/>Die <B>Innenmaße</B> betragen Höhe x Breite x Tiefe 1810 x 845 x 377 mm.<br/><br/>Die Anlieferung erfolgt zerlegt, die Montage ist mühelos dank des einfachen Stecksystems. Hochwertige, 0,70 mm starke Stahlblechkonstruktion, pulverbeschichtet. Schranktüren mittig verstärkt und allseitig umgekantet, Scharniere innenliegend.<br/>Türöffnungswinkel 110°. Versenktes zweiriegeliges Drehzylinderschloss verschiedenschließend – Lieferung mit 2 Schlüsseln. Sockelhöhe 100 mm.<br/><br/>Serienmäßig mit 4 lichtgrauen Fachböden ausgestattet. Im 46-mm-Raster höhenverstellbar. Belastbarkeit pro Fachboden ca. 50 kg.<br/>Gesamtgewicht ca. 56,5 kg.<br/><br/><B>Außenmaße</B><br/>Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/><br/><B>Innenmaße</B><br/>Höhe x Breite x Tiefe 1810 x 845 x 377 mm.  ","Der <B>Universalschrank</B> mit vier Fachböden eignet sich zur Aufbewahrung von Bürounterlagen oder Werkstattmaterialien. Die hochwertige, 0,77 mm starke Stahlblechkonstruktion ist pulverbeschichtet. Die Schranktüren sind mittig verstärkt und allseitig umgekantet, die Scharniere sind innenliegend. Die Vorsatz-Flügeltüren des Schranks lassen sich bis zu einem Winkel von 110° öffnen und sind in den Farben Lichtgrau und Enzianblau erhältlich. Das versenkte, zweiriegelige Drehzylinderschloss ist verschiedenschließend, im Lieferumfang enthalten sind zwei Schlüssel.<br/><br/>Die vier lichtgrauen Fachböden sind im 46-mm-Raster höhenverstellbar und je bis ca. 50 kg belastbar. Das Gesamtgewicht des Universalschranks liegt bei 56,5 kg.<br/><br/>Der Universalschrank ist mit einem 100 mm hohen Sockel ausgestattet.<br/>Die <B>Außenmaße</B> betragen Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/>Die <B>Innenmaße</B> betragen Höhe x Breite x Tiefe 1810 x 845 x 377 mm.<br/><br/>Die Anlieferung erfolgt zerlegt, die Montage ist mühelos dank des einfachen Stecksystems. Hochwertige, 0,70 mm starke Stahlblechkonstruktion, pulverbeschichtet. Schranktüren mittig verstärkt und allseitig umgekantet, Scharniere innenliegend.<br/>Türöffnungswinkel 110°. Versenktes zweiriegeliges Drehzylinderschloss verschiedenschließend – Lieferung mit 2 Schlüsseln. Sockelhöhe 100 mm.<br/><br/>Serienmäßig mit 4 lichtgrauen Fachböden ausgestattet. Im 46-mm-Raster höhenverstellbar. Belastbarkeit pro Fachboden ca. 50 kg.<br/>Gesamtgewicht ca. 56,5 kg.<br/><br/><B>Außenmaße</B><br/>Höhe x Breite x Tiefe 1950 x 915 x 421 mm.<br/><br/><B>Innenmaße</B><br/>Höhe x Breite x Tiefe 1810 x 845 x 377 mm.  ",0,anlieferung,zerlegt,anlieferung,zerlegt,anlieferung,zerlegt,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,tuermaterial,"Stahlblech, pulverbeschichtet",tuermaterial,"Stahlblech, pulverbeschichtet",tuermaterial,"Stahlblech, pulverbeschichtet",korpusmaterial,"Stahlblech, pulverbeschichtet",korpusmaterial,"Stahlblech, pulverbeschichtet",korpusmaterial,"Stahlblech, pulverbeschichtet",utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,,2018-08-01 00:00:00.000000,2018-12-31 00:00:00.000000
74043-cer,2,M634,"Tax Exempt","CP Stahlschrank, feuergeschützt - 4 Fachböden verstellbar","CP Stahlschrank, feuergeschützt - 4 Fachböden verstellbar"," Doppelwandige Ausführung. Zwischen den Wandungen 25 mm starke Spezial-Isolierplatten nach Klasse A1 gemäß DIN 4102. Schutz vor leichten Bränden und Einbruchsversuchen. Türen mit je 3 Sicherungsbolzen in die Seitenwände einrastend. Bolzenriegelwerk – riegelt nach unten und oben je einmal, seitlich dreimal. Doppelbart-Sicherheitsschloss inkl. 2 Schlüssel. Fachböden im 15-mm-Raster höhenverstellbar. 4 verstellbare Fachböden. "," Doppelwandige Ausführung. Zwischen den Wandungen 25 mm starke Spezial-Isolierplatten nach Klasse A1 gemäß DIN 4102. Schutz vor leichten Bränden und Einbruchsversuchen. Türen mit je 3 Sicherungsbolzen in die Seitenwände einrastend. Bolzenriegelwerk – riegelt nach unten und oben je einmal, seitlich dreimal. Doppelbart-Sicherheitsschloss inkl. 2 Schlüssel. Fachböden im 15-mm-Raster höhenverstellbar. 4 verstellbare Fachböden. ",/de/cp-stahlschrank-feuergeschuetzt-4-fachboeden-verstellbar-M634,/en/cp-stahlschrank-feuergeschuetzt-4-fachboeden-verstellbar-M634,,,"Aktenschrank,Feuergeschützte Sicherheitsschränke,Feuergeschützte Stahlschränke,Feuergeschützter Sicherheitsschrank,Feuergeschützter Stahlschrank,Feuerschutz,Flügeltürschrank,Mehrzweckschrank,Stahlschrank,Universalschrank,Wertschutzschrank","Aktenschrank,Feuergeschützte Sicherheitsschränke,Feuergeschützte Stahlschränke,Feuergeschützter Sicherheitsschrank,Feuergeschützter Stahlschrank,Feuerschutz,Flügeltürschrank,Mehrzweckschrank,Stahlschrank,Universalschrank,Wertschutzschrank"," Doppelwandige Ausführung. Zwischen den Wandungen 25 mm starke Spezial-Isolierplatten nach Klasse A1 gemäß DIN 4102. Schutz vor leichten Bränden und Einbruchsversuchen. Türen mit je 3 Sicherungsbolzen in die Seitenwände einrastend. Bolzenriegelwerk – riegelt nach unten und oben je einmal, seitlich dreimal. Doppelbart-Sicherheitsschloss inkl. 2 Schlüssel. Fachböden im 15-mm-Raster höhenverstellbar. 4 verstellbare Fachböden. "," Doppelwandige Ausführung. Zwischen den Wandungen 25 mm starke Spezial-Isolierplatten nach Klasse A1 gemäß DIN 4102. Schutz vor leichten Bränden und Einbruchsversuchen. Türen mit je 3 Sicherungsbolzen in die Seitenwände einrastend. Bolzenriegelwerk – riegelt nach unten und oben je einmal, seitlich dreimal. Doppelbart-Sicherheitsschloss inkl. 2 Schlüssel. Fachböden im 15-mm-Raster höhenverstellbar. 4 verstellbare Fachböden. ",0,preiseinheit,Stück,preiseinheit,Stück,preiseinheit,Stück,tuermaterial,Stahl,tuermaterial,Stahl,tuermaterial,Stahl,korpusmaterial,Stahl,korpusmaterial,Stahl,korpusmaterial,Stahl,utensilienschub,Nein,utensilienschub,Nein,utensilienschub,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,einzelauszugssperre,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,ausziehbare_mausplattev2,Nein,,,
