abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross
M11222,,ORIGINAL,DE,EUR,13161,15661
M11222,,ORIGINAL,DE,CHF,15003,17853
,100430,DEFAULT,DE,EUR,11845,14095
,100430,DEFAULT,DE,CHF,13503,16068
,100430,ORIGINAL,DE,EUR,13161,15661
,100430,ORIGINAL,DE,CHF,15003,17853
M2393,,DEFAULT,DE,EUR,8798,10469
M2393,,DEFAULT,DE,CHF,10029,11934
M2393,,ORIGINAL,DE,EUR,9775,11632
M2393,,ORIGINAL,DE,CHF,11143,13260
,100588,DEFAULT,DE,EUR,8798,10469
,100588,DEFAULT,DE,CHF,10029,11934
,100588,ORIGINAL,DE,EUR,9775,11632
,100588,ORIGINAL,DE,CHF,11143,13260
M45050,,DEFAULT,DE,EUR,24203,28802
M45050,,DEFAULT,DE,CHF,27591,32834
M45050,,ORIGINAL,DE,EUR,26892,32002
M45050,,ORIGINAL,DE,CHF,30656,36482
,100666,DEFAULT,DE,EUR,24203,28802
,100666,DEFAULT,DE,CHF,27591,32834
,100666,ORIGINAL,DE,EUR,26892,32002
,100666,ORIGINAL,DE,CHF,30656,36482
M302,,DEFAULT,DE,EUR,11504,13690
M302,,DEFAULT,DE,CHF,13114,15606
M302,,ORIGINAL,DE,EUR,12782,15211
M302,,ORIGINAL,DE,CHF,14571,17340
,100682,DEFAULT,DE,EUR,11504,13690
,100682,DEFAULT,DE,CHF,13114,15606
,100682,ORIGINAL,DE,EUR,12782,15211
,100682,ORIGINAL,DE,CHF,14571,17340
M75601,,DEFAULT,DE,EUR,13399,15945
M75601,,DEFAULT,DE,CHF,15274,18177
M75601,,ORIGINAL,DE,EUR,14887,17716
M75601,,ORIGINAL,DE,CHF,16971,20196
,100683,DEFAULT,DE,EUR,13399,15945
,100683,DEFAULT,DE,CHF,15274,18177
,100683,ORIGINAL,DE,EUR,14887,17716
,100683,ORIGINAL,DE,CHF,16971,20196
M53238,,DEFAULT,DE,EUR,21004,24995
M53238,,DEFAULT,DE,CHF,23944,28494
M53238,,ORIGINAL,DE,EUR,23337,27772
M53238,,ORIGINAL,DE,CHF,26604,31660
,100907,DEFAULT,DE,EUR,21004,24995
,100907,DEFAULT,DE,CHF,23944,28494
,100907,ORIGINAL,DE,EUR,23337,27772
,100907,ORIGINAL,DE,CHF,26604,31660
M53331,,DEFAULT,DE,EUR,17094,20341
M53331,,DEFAULT,DE,CHF,19487,23188
M53331,,ORIGINAL,DE,EUR,18993,22601
M53331,,ORIGINAL,DE,CHF,21652,25764
,100949,DEFAULT,DE,EUR,17094,20341
,100949,DEFAULT,DE,CHF,19487,23188
,100949,ORIGINAL,DE,EUR,18993,22601
,100949,ORIGINAL,DE,CHF,21652,25764
M49344,,DEFAULT,DE,EUR,12445,14809
M49344,,DEFAULT,DE,CHF,14187,16882
M49344,,ORIGINAL,DE,EUR,13827,16454
M49344,,ORIGINAL,DE,CHF,15763,18757
,100999,DEFAULT,DE,EUR,12445,14809
,100999,DEFAULT,DE,CHF,14187,16882
,100999,ORIGINAL,DE,EUR,13827,16454
,100999,ORIGINAL,DE,CHF,15763,18757
M49207,,DEFAULT,DE,EUR,39760,47314
M49207,,DEFAULT,DE,CHF,45326,53937
M49207,,ORIGINAL,DE,EUR,44177,52571
M49207,,ORIGINAL,DE,CHF,50362,59930
,101007,DEFAULT,DE,EUR,39760,47314
,101007,DEFAULT,DE,CHF,45326,53937
,101007,ORIGINAL,DE,EUR,44177,52571
,101007,ORIGINAL,DE,CHF,50362,59930
M53235,,DEFAULT,DE,EUR,34021,40485
M53235,,DEFAULT,DE,CHF,38783,46152
M53235,,ORIGINAL,DE,EUR,37801,44983
M53235,,ORIGINAL,DE,CHF,43092,51280
,101102,DEFAULT,DE,EUR,34021,40485
,101102,DEFAULT,DE,CHF,38783,46152
,101102,ORIGINAL,DE,EUR,37801,44983
,101102,ORIGINAL,DE,CHF,43092,51280
M731,,DEFAULT,DE,EUR,29532,35143
M731,,DEFAULT,DE,CHF,33666,40063
M731,,ORIGINAL,DE,EUR,32813,39047
M731,,ORIGINAL,DE,CHF,37406,44514
,101171,DEFAULT,DE,EUR,29532,35143
,101171,DEFAULT,DE,CHF,33666,40063
,101171,ORIGINAL,DE,EUR,32813,39047
,101171,ORIGINAL,DE,CHF,37406,44514
M1028038,,DEFAULT,DE,EUR,16947,20167
M1028038,,DEFAULT,DE,CHF,19319,22990
M1028038,,ORIGINAL,DE,EUR,18830,22407
M1028038,,ORIGINAL,DE,CHF,21465,25544
,101172,DEFAULT,DE,EUR,16947,20167
,101172,DEFAULT,DE,CHF,19319,22990
,101172,ORIGINAL,DE,EUR,18830,22407
,101172,ORIGINAL,DE,CHF,21465,25544
M2495,,DEFAULT,DE,EUR,15730,18719
M2495,,DEFAULT,DE,CHF,17932,21339
M2495,,ORIGINAL,DE,EUR,17477,20798
M2495,,ORIGINAL,DE,CHF,19924,23710
,101226,DEFAULT,DE,EUR,15730,18719
,101226,DEFAULT,DE,CHF,17932,21339
,101226,ORIGINAL,DE,EUR,17477,20798
,101226,ORIGINAL,DE,CHF,19924,23710
M11480,,DEFAULT,DE,EUR,19022,22637
M11480,,DEFAULT,DE,CHF,21685,25806
M11480,,ORIGINAL,DE,EUR,21135,25152
M11480,,ORIGINAL,DE,CHF,24094,28673
,101441,DEFAULT,DE,EUR,19022,22637
,101441,DEFAULT,DE,CHF,21685,25806
,101441,ORIGINAL,DE,EUR,21135,25152
,101441,ORIGINAL,DE,CHF,24094,28673
M1014948,,DEFAULT,DE,EUR,17657,21012
M1014948,,DEFAULT,DE,CHF,20128,23953
M1014948,,ORIGINAL,DE,EUR,19618,23346
M1014948,,ORIGINAL,DE,CHF,22364,26614
,101509,DEFAULT,DE,EUR,17657,21012
,101509,DEFAULT,DE,CHF,20128,23953
,101509,ORIGINAL,DE,EUR,19618,23346
,101509,ORIGINAL,DE,CHF,22364,26614
M64933,,DEFAULT,DE,EUR,11470,13649
M64933,,DEFAULT,DE,CHF,13075,15559
M64933,,ORIGINAL,DE,EUR,12744,15165
M64933,,ORIGINAL,DE,CHF,14527,17287
,101515,DEFAULT,DE,EUR,11470,13649
,101515,DEFAULT,DE,CHF,13075,15559
,101515,ORIGINAL,DE,EUR,12744,15165
,101515,ORIGINAL,DE,CHF,14527,17287
M39658,,DEFAULT,DE,EUR,16997,20227
M39658,,DEFAULT,DE,CHF,19376,23058
M39658,,ORIGINAL,DE,EUR,18885,22474
M39658,,ORIGINAL,DE,CHF,21528,25620
,101560,DEFAULT,DE,EUR,16997,20227
,101560,DEFAULT,DE,CHF,19376,23058
,101560,ORIGINAL,DE,EUR,18885,22474
,101560,ORIGINAL,DE,CHF,21528,25620
M15226,,DEFAULT,DE,EUR,17955,21367
M15226,,DEFAULT,DE,CHF,20468,24358
M15226,,ORIGINAL,DE,EUR,19950,23741
M15226,,ORIGINAL,DE,CHF,22742,27064
,101759,DEFAULT,DE,EUR,17955,21367
,101759,DEFAULT,DE,CHF,20468,24358
,101759,ORIGINAL,DE,EUR,19950,23741
,101759,ORIGINAL,DE,CHF,22742,27064
M79890,,DEFAULT,DE,EUR,10541,12544
M79890,,DEFAULT,DE,CHF,12016,14300
M79890,,ORIGINAL,DE,EUR,11712,13937
M79890,,ORIGINAL,DE,CHF,13351,15888
,101828,DEFAULT,DE,EUR,10541,12544
,101828,DEFAULT,DE,CHF,12016,14300
,101828,ORIGINAL,DE,EUR,11712,13937
,101828,ORIGINAL,DE,CHF,13351,15888
M74972,,DEFAULT,DE,EUR,32284,38417
M74972,,DEFAULT,DE,CHF,36803,43795
M74972,,ORIGINAL,DE,EUR,35871,42685
M74972,,ORIGINAL,DE,CHF,40892,48661
,101863,DEFAULT,DE,EUR,32284,38417
,101863,DEFAULT,DE,CHF,36803,43795
,101863,ORIGINAL,DE,EUR,35871,42685
,101863,ORIGINAL,DE,CHF,40892,48661
M74974,,DEFAULT,DE,EUR,45637,54309
M74974,,DEFAULT,DE,CHF,52026,61912
M74974,,ORIGINAL,DE,EUR,50707,60343
M74974,,ORIGINAL,DE,CHF,57806,68791
,101865,DEFAULT,DE,EUR,45637,54309
,101865,DEFAULT,DE,CHF,52026,61912
,101865,ORIGINAL,DE,EUR,50707,60343
,101865,ORIGINAL,DE,CHF,57806,68791
M74907,,DEFAULT,DE,EUR,64239,76444
M74907,,DEFAULT,DE,CHF,73232,87146
M74907,,ORIGINAL,DE,EUR,71376,84937
M74907,,ORIGINAL,DE,CHF,81368,96828
,101940,DEFAULT,DE,EUR,64239,76444
,101940,DEFAULT,DE,CHF,73232,87146
,101940,ORIGINAL,DE,EUR,71376,84937
,101940,ORIGINAL,DE,CHF,81368,96828
M1018212,,DEFAULT,DE,EUR,48736,57996
M1018212,,DEFAULT,DE,CHF,55559,66115
M1018212,,ORIGINAL,DE,EUR,54151,64440
M1018212,,ORIGINAL,DE,CHF,61732,73461
,102121,DEFAULT,DE,EUR,48736,57996
,102121,DEFAULT,DE,CHF,55559,66115
,102121,ORIGINAL,DE,EUR,54151,64440
,102121,ORIGINAL,DE,CHF,61732,73461
M58035,,DEFAULT,DE,EUR,27075,32220
M58035,,DEFAULT,DE,CHF,30865,36730
M58035,,ORIGINAL,DE,EUR,30083,35800
M58035,,ORIGINAL,DE,CHF,34294,40811
,102124,DEFAULT,DE,EUR,27075,32220
,102124,DEFAULT,DE,CHF,30865,36730
,102124,ORIGINAL,DE,EUR,30083,35800
,102124,ORIGINAL,DE,CHF,34294,40811
M58036,,DEFAULT,DE,EUR,28259,33629
M58036,,DEFAULT,DE,CHF,32215,38337
M58036,,ORIGINAL,DE,EUR,31398,37365
M58036,,ORIGINAL,DE,CHF,35794,42596
,102126,DEFAULT,DE,EUR,28259,33629
,102126,DEFAULT,DE,CHF,32215,38337
,102126,ORIGINAL,DE,EUR,31398,37365
,102126,ORIGINAL,DE,CHF,35794,42596
M58037,,DEFAULT,DE,EUR,29327,34899
M58037,,DEFAULT,DE,CHF,33432,39784
M58037,,ORIGINAL,DE,EUR,32585,38776
M58037,,ORIGINAL,DE,CHF,37146,44204
,102128,DEFAULT,DE,EUR,29327,34899
,102128,DEFAULT,DE,CHF,33432,39784
,102128,ORIGINAL,DE,EUR,32585,38776
,102128,ORIGINAL,DE,CHF,37146,44204
M58038,,DEFAULT,DE,EUR,28665,34111
M58038,,DEFAULT,DE,CHF,32678,38886
M58038,,ORIGINAL,DE,EUR,31850,37901
M58038,,ORIGINAL,DE,CHF,36308,43206
,102130,DEFAULT,DE,EUR,28665,34111
,102130,DEFAULT,DE,CHF,32678,38886
,102130,ORIGINAL,DE,EUR,31850,37901
,102130,ORIGINAL,DE,CHF,36308,43206
M58100,,DEFAULT,DE,EUR,26136,31102
M58100,,DEFAULT,DE,CHF,29795,35456
M58100,,ORIGINAL,DE,EUR,29040,34557
M58100,,ORIGINAL,DE,CHF,33105,39395
,102169,DEFAULT,DE,EUR,26136,31102
,102169,DEFAULT,DE,CHF,29795,35456
,102169,ORIGINAL,DE,EUR,29040,34557
,102169,ORIGINAL,DE,CHF,33105,39395
M58095,,DEFAULT,DE,EUR,15586,18547
M58095,,DEFAULT,DE,CHF,17768,21143
M58095,,ORIGINAL,DE,EUR,17317,20607
M58095,,ORIGINAL,DE,CHF,19742,23492
,102177,DEFAULT,DE,EUR,15586,18547
,102177,DEFAULT,DE,CHF,17768,21143
,102177,ORIGINAL,DE,EUR,17317,20607
,102177,ORIGINAL,DE,CHF,19742,23492
M58102,,DEFAULT,DE,EUR,17772,21149
M58102,,DEFAULT,DE,CHF,20260,24109
,102180,DEFAULT,DE,EUR,17772,21149
,102180,DEFAULT,DE,CHF,20260,24109
M61124,,DEFAULT,DE,EUR,16328,19430
M61124,,DEFAULT,DE,CHF,18613,22150
,102708,DEFAULT,DE,EUR,16328,19430
,102708,DEFAULT,DE,CHF,18613,22150
M61125,,DEFAULT,DE,EUR,19297,22963
M61125,,DEFAULT,DE,CHF,21998,26177
,102712,DEFAULT,DE,EUR,19297,22963
,102712,DEFAULT,DE,CHF,21998,26177
M53287,,DEFAULT,DE,EUR,13359,15897
M53287,,DEFAULT,DE,CHF,15229,18122
,102775,DEFAULT,DE,EUR,13359,15897
,102775,DEFAULT,DE,CHF,15229,18122
M53288,,DEFAULT,DE,EUR,13755,16368
M53288,,DEFAULT,DE,CHF,15680,18659
,102779,DEFAULT,DE,EUR,13755,16368
,102779,DEFAULT,DE,CHF,15680,18659
M226,,DEFAULT,DE,EUR,41266,49106
M226,,DEFAULT,DE,CHF,47043,55980
,102809,DEFAULT,DE,EUR,41266,49106
,102809,DEFAULT,DE,CHF,47043,55980
M62584,,DEFAULT,DE,EUR,17713,21079
M62584,,DEFAULT,DE,CHF,20192,24030
,102841,DEFAULT,DE,EUR,17713,21079
,102841,DEFAULT,DE,CHF,20192,24030
M766,,DEFAULT,DE,EUR,20286,24141
M766,,DEFAULT,DE,CHF,23126,27520
,102917,DEFAULT,DE,EUR,20286,24141
,102917,DEFAULT,DE,CHF,23126,27520
M767,,DEFAULT,DE,EUR,20930,24907
M767,,DEFAULT,DE,CHF,23860,28393
,102918,DEFAULT,DE,EUR,20930,24907
,102918,DEFAULT,DE,CHF,23860,28393
M768,,DEFAULT,DE,EUR,22859,27203
M768,,DEFAULT,DE,CHF,26059,31011
,102919,DEFAULT,DE,EUR,22859,27203
,102919,DEFAULT,DE,CHF,26059,31011
M769,,DEFAULT,DE,EUR,24443,29087
M769,,DEFAULT,DE,CHF,27865,33159
,102920,DEFAULT,DE,EUR,24443,29087
,102920,DEFAULT,DE,CHF,27865,33159
M771,,DEFAULT,DE,EUR,26422,31442
M771,,DEFAULT,DE,CHF,30121,35843
,102922,DEFAULT,DE,EUR,26422,31442
,102922,DEFAULT,DE,CHF,30121,35843
M787,,DEFAULT,DE,EUR,24542,29205
M787,,DEFAULT,DE,CHF,27977,33293
,102923,DEFAULT,DE,EUR,24542,29205
,102923,DEFAULT,DE,CHF,27977,33293
M788,,DEFAULT,DE,EUR,26224,31207
M788,,DEFAULT,DE,CHF,29895,35575
,102924,DEFAULT,DE,EUR,26224,31207
,102924,DEFAULT,DE,CHF,29895,35575
M789,,DEFAULT,DE,EUR,26818,31913
M789,,DEFAULT,DE,CHF,30572,36380
,102925,DEFAULT,DE,EUR,26818,31913
,102925,DEFAULT,DE,CHF,30572,36380
M714,,DEFAULT,DE,EUR,13576,16156
M714,,DEFAULT,DE,CHF,15476,18417
,102935,DEFAULT,DE,EUR,13576,16156
,102935,DEFAULT,DE,CHF,15476,18417
M715,,DEFAULT,DE,EUR,15487,18430
M715,,DEFAULT,DE,CHF,17655,21010
,102936,DEFAULT,DE,EUR,15487,18430
,102936,DEFAULT,DE,CHF,17655,21010
M717,,DEFAULT,DE,EUR,18406,21903
M717,,DEFAULT,DE,CHF,20982,24969
,102938,DEFAULT,DE,EUR,18406,21903
,102938,DEFAULT,DE,CHF,20982,24969
M718,,DEFAULT,DE,EUR,19495,23199
M718,,DEFAULT,DE,CHF,22224,26446
,102939,DEFAULT,DE,EUR,19495,23199
,102939,DEFAULT,DE,CHF,22224,26446
M719,,DEFAULT,DE,EUR,20336,24200
M719,,DEFAULT,DE,CHF,23183,27587
,102940,DEFAULT,DE,EUR,20336,24200
,102940,DEFAULT,DE,CHF,23183,27587
M72878,,DEFAULT,DE,EUR,19958,23750
M72878,,DEFAULT,DE,CHF,22752,27074
,102972,DEFAULT,DE,EUR,19958,23750
,102972,DEFAULT,DE,CHF,22752,27074
M64947,,DEFAULT,DE,EUR,14012,16674
M64947,,DEFAULT,DE,CHF,15973,19008
,102976,DEFAULT,DE,EUR,14012,16674
,102976,DEFAULT,DE,CHF,15973,19008
M64934,,DEFAULT,DE,EUR,21672,25789
M64934,,DEFAULT,DE,CHF,24706,29399
,102988,DEFAULT,DE,EUR,21672,25789
,102988,DEFAULT,DE,CHF,24706,29399
M40490,,DEFAULT,DE,EUR,27609,32855
M40490,,DEFAULT,DE,CHF,31474,37454
,103117,DEFAULT,DE,EUR,27609,32855
,103117,DEFAULT,DE,CHF,31474,37454
M40491,,DEFAULT,DE,EUR,35526,42276
M40491,,DEFAULT,DE,CHF,40499,48194
,103118,DEFAULT,DE,EUR,35526,42276
,103118,DEFAULT,DE,CHF,40499,48194
M11306,,DEFAULT,DE,EUR,15892,18912
M11306,,DEFAULT,DE,CHF,18116,21559
,103235,DEFAULT,DE,EUR,15892,18912
,103235,DEFAULT,DE,CHF,18116,21559
M74815,,DEFAULT,DE,EUR,18703,22257
M74815,,DEFAULT,DE,CHF,21321,25372
,103296,DEFAULT,DE,EUR,18703,22257
,103296,DEFAULT,DE,CHF,21321,25372
M66923,,DEFAULT,DE,EUR,9856,11728
M66923,,DEFAULT,DE,CHF,11235,13369
,103388,DEFAULT,DE,EUR,9856,11728
,103388,DEFAULT,DE,CHF,11235,13369
M69408,,DEFAULT,DE,EUR,22463,26732
M69408,,DEFAULT,DE,CHF,25607,30474
,103510,DEFAULT,DE,EUR,22463,26732
,103510,DEFAULT,DE,CHF,25607,30474
M1028049,,DEFAULT,DE,EUR,29589,35210
M1028049,,DEFAULT,DE,CHF,33731,40139
,103740,DEFAULT,DE,EUR,29589,35210
,103740,DEFAULT,DE,CHF,33731,40139
M72844,,DEFAULT,DE,EUR,68183,81138
M72844,,DEFAULT,DE,CHF,77728,92497
,103836,DEFAULT,DE,EUR,68183,81138
,103836,DEFAULT,DE,CHF,77728,92497
M72843,,DEFAULT,DE,EUR,45422,54052
M72843,,DEFAULT,DE,CHF,51781,61619
,103838,DEFAULT,DE,EUR,45422,54052
,103838,DEFAULT,DE,CHF,51781,61619
M72937,,DEFAULT,DE,EUR,52547,62531
M72937,,DEFAULT,DE,CHF,59903,71285
,103889,DEFAULT,DE,EUR,52547,62531
,103889,DEFAULT,DE,CHF,59903,71285
M72938,,DEFAULT,DE,EUR,54428,64769
M72938,,DEFAULT,DE,CHF,62047,73836
,103890,DEFAULT,DE,EUR,54428,64769
,103890,DEFAULT,DE,CHF,62047,73836
M72933,,DEFAULT,DE,EUR,42206,50226
M72933,,DEFAULT,DE,CHF,48114,57257
,103905,DEFAULT,DE,EUR,42206,50226
,103905,DEFAULT,DE,CHF,48114,57257
M72935,,DEFAULT,DE,EUR,44087,52463
M72935,,DEFAULT,DE,CHF,50259,59807
,103907,DEFAULT,DE,EUR,44087,52463
,103907,DEFAULT,DE,CHF,50259,59807
M26831,,DEFAULT,DE,EUR,68183,81138
M26831,,DEFAULT,DE,CHF,77728,92497
,104074,DEFAULT,DE,EUR,68183,81138
,104074,DEFAULT,DE,CHF,77728,92497
M10577,,DEFAULT,DE,EUR,8678,10327
M10577,,DEFAULT,DE,CHF,9892,11772
,104151,DEFAULT,DE,EUR,8678,10327
,104151,DEFAULT,DE,CHF,9892,11772
M10871,,DEFAULT,DE,EUR,10182,12117
M10871,,DEFAULT,DE,CHF,11607,13813
,104190,DEFAULT,DE,EUR,10182,12117
,104190,DEFAULT,DE,CHF,11607,13813
M10872,,DEFAULT,DE,EUR,10806,12859
M10872,,DEFAULT,DE,CHF,12318,14659
,104192,DEFAULT,DE,EUR,10806,12859
,104192,DEFAULT,DE,CHF,12318,14659
M11473,,DEFAULT,DE,EUR,11192,13319
M11473,,DEFAULT,DE,CHF,12758,15183
,104440,DEFAULT,DE,EUR,11192,13319
,104440,DEFAULT,DE,CHF,12758,15183
M75071,,DEFAULT,DE,EUR,20542,24445
M75071,,DEFAULT,DE,CHF,23417,27867
,104445,DEFAULT,DE,EUR,20542,24445
,104445,DEFAULT,DE,CHF,23417,27867
M11542,,DEFAULT,DE,EUR,10182,12117
M11542,,DEFAULT,DE,CHF,11607,13813
,104517,DEFAULT,DE,EUR,10182,12117
,104517,DEFAULT,DE,CHF,11607,13813
M2365,,DEFAULT,DE,EUR,25630,30500
M2365,,DEFAULT,DE,CHF,29218,34770
,104523,DEFAULT,DE,EUR,25630,30500
,104523,DEFAULT,DE,CHF,29218,34770
M2366,,DEFAULT,DE,EUR,27609,32855
M2366,,DEFAULT,DE,CHF,31474,37454
,104524,DEFAULT,DE,EUR,27609,32855
,104524,DEFAULT,DE,CHF,31474,37454
M526,,DEFAULT,DE,EUR,28648,34091
M526,,DEFAULT,DE,CHF,32658,38863
,104937,DEFAULT,DE,EUR,28648,34091
,104937,DEFAULT,DE,CHF,32658,38863
M528,,DEFAULT,DE,EUR,29737,35388
M528,,DEFAULT,DE,CHF,33900,40342
,104939,DEFAULT,DE,EUR,29737,35388
,104939,DEFAULT,DE,CHF,33900,40342
M79892,,DEFAULT,DE,EUR,13270,15792
M79892,,DEFAULT,DE,CHF,15127,18002
,107061,DEFAULT,DE,EUR,13270,15792
,107061,DEFAULT,DE,CHF,15127,18002
M79932,,DEFAULT,DE,EUR,9154,10893
M79932,,DEFAULT,DE,CHF,10435,12418
,107063,DEFAULT,DE,EUR,9154,10893
,107063,DEFAULT,DE,CHF,10435,12418
M80392,,DEFAULT,DE,EUR,18713,22268
M80392,,DEFAULT,DE,CHF,21332,25385
,107253,DEFAULT,DE,EUR,18713,22268
,107253,DEFAULT,DE,CHF,21332,25385
M12655,,DEFAULT,DE,EUR,18713,22268
M12655,,DEFAULT,DE,CHF,21332,25385
,107254,DEFAULT,DE,EUR,18713,22268
,107254,DEFAULT,DE,CHF,21332,25385
M87416,,DEFAULT,DE,EUR,41266,49106
M87416,,DEFAULT,DE,CHF,47043,55980
,107273,DEFAULT,DE,EUR,41266,49106
,107273,DEFAULT,DE,CHF,47043,55980
M87599,,DEFAULT,DE,EUR,71350,84906
M87599,,DEFAULT,DE,CHF,81339,96792
,107287,DEFAULT,DE,EUR,71350,84906
,107287,DEFAULT,DE,CHF,81339,96792
M213,,DEFAULT,DE,EUR,26224,31207
M213,,DEFAULT,DE,CHF,29895,35575
,107305,DEFAULT,DE,EUR,26224,31207
,107305,DEFAULT,DE,CHF,29895,35575
M229,,DEFAULT,DE,EUR,34685,41276
M229,,DEFAULT,DE,CHF,39540,47054
,107306,DEFAULT,DE,EUR,34685,41276
,107306,DEFAULT,DE,CHF,39540,47054
M14054,,DEFAULT,DE,EUR,46907,55819
M14054,,DEFAULT,DE,CHF,53473,63633
,107310,DEFAULT,DE,EUR,46907,55819
,107310,DEFAULT,DE,CHF,53473,63633
M15127,,DEFAULT,DE,EUR,26224,31207
M15127,,DEFAULT,DE,CHF,29895,35575
,107311,DEFAULT,DE,EUR,26224,31207
,107311,DEFAULT,DE,CHF,29895,35575
M432,,DEFAULT,DE,EUR,59178,70421
M432,,DEFAULT,DE,CHF,67462,80279
,107313,DEFAULT,DE,EUR,59178,70421
,107313,DEFAULT,DE,CHF,67462,80279
M87464,,DEFAULT,DE,EUR,37505,44631
M87464,,DEFAULT,DE,CHF,42755,50879
,107315,DEFAULT,DE,EUR,37505,44631
,107315,DEFAULT,DE,CHF,42755,50879
M86939,,DEFAULT,DE,EUR,19693,23434
M86939,,DEFAULT,DE,CHF,22450,26714
,107396,DEFAULT,DE,EUR,19693,23434
,107396,DEFAULT,DE,CHF,22450,26714
M86938,,DEFAULT,DE,EUR,21672,25789
M86938,,DEFAULT,DE,CHF,24706,29399
,107403,DEFAULT,DE,EUR,21672,25789
,107403,DEFAULT,DE,CHF,24706,29399
M90851,,DEFAULT,DE,EUR,133055,158336
M90851,,DEFAULT,DE,CHF,151682,180503
,107938,DEFAULT,DE,EUR,133055,158336
,107938,DEFAULT,DE,CHF,151682,180503
M90810,,DEFAULT,DE,EUR,34685,41276
M90810,,DEFAULT,DE,CHF,39540,47054
,108263,DEFAULT,DE,EUR,34685,41276
,108263,DEFAULT,DE,CHF,39540,47054
M90737,,DEFAULT,DE,EUR,15892,18912
M90737,,DEFAULT,DE,CHF,18116,21559
,108278,DEFAULT,DE,EUR,15892,18912
,108278,DEFAULT,DE,CHF,18116,21559
M90800,,DEFAULT,DE,EUR,32805,39038
M90800,,DEFAULT,DE,CHF,37397,44503
,108287,DEFAULT,DE,EUR,32805,39038
,108287,DEFAULT,DE,CHF,37397,44503
M90805,,DEFAULT,DE,EUR,48787,58056
M90805,,DEFAULT,DE,CHF,55617,66183
,108298,DEFAULT,DE,EUR,48787,58056
,108298,DEFAULT,DE,CHF,55617,66183
M90806,,DEFAULT,DE,EUR,61058,72659
M90806,,DEFAULT,DE,CHF,69606,82831
,108302,DEFAULT,DE,EUR,61058,72659
,108302,DEFAULT,DE,CHF,69606,82831
M1000785,,DEFAULT,DE,EUR,44433,52875
M1000785,,DEFAULT,DE,CHF,50653,60277
,212427,DEFAULT,DE,EUR,44433,52875
,212427,DEFAULT,DE,CHF,50653,60277
M1000786,,DEFAULT,DE,EUR,13303,15831
M1000786,,DEFAULT,DE,CHF,15165,18047
,212440,DEFAULT,DE,EUR,13303,15831
,212440,DEFAULT,DE,CHF,15165,18047
